CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;NOTE_RP;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034005;Mosson;21 817;53 200;290 053;Montpellier;52,4;44,3;42,1;16,8;18,0;2,3;25,5;11,5;32,8;31,2;0;6 987;18 728;1 116;2 861;667;2 343;1 317;350;138;8 636;1 143;1 297;2 331;1 757;1 097;1 011;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034006;Petit Bard Pergola;5 697;53 200;290 053;Montpellier;49,7;39,4;37,4;17,6;18,9;1,8;35,6;7,2;35,4;35,5;0;2 121;4 793;229;1 098;240;554;269;138;199;1 868;310;280;505;344;235;194;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034007;Pas Du Loup - Val De Croze;3 478;53 200;290 053;Montpellier;55,4;38,2;35,3;18,8;21,8;1,7;37,4;;13,8;13,5;0;1 292;2 958;285;605;90;312;132;59;20;1 254;153;168;317;260;179;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034008;Cévennes;6 060;53 200;290 053;Montpellier;49,5;40,8;40,9;14,4;16,0;2,0;52,9;3,5;28,5;25,9;0;2 241;4 625;249;1 343;135;514;242;176;386;1 727;286;283;464;337;199;158;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034009;Gély;1 264;53 200;290 053;Montpellier;54,1;37,7;34,9;;;;53,6;0,0;;;0;730;1 252;206;468;27;29;7;105;16;435;65;60;128;76;54;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034010;Figuerolles;2 923;53 200;290 053;Montpellier;51,2;31,9;33,6;16,1;;1,3;57,3;;16,8;15;0;1 308;1 955;118;968;95;127;25;139;233;423;68;70;100;84;59;42;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034011;Lemasson;1 193;53 200;290 053;Montpellier;54,2;41,2;30,6;18,9;;1,7;26,1;;;7,7;0;474;1 074;135;227;20;92;44;14;;484;48;51;113;124;81;67;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034012;Près D'Arènes;4 700;53 200;290 053;Montpellier;51,6;36,5;33,4;17,8;;1,7;38,8;;15,9;14,7;0;1 681;3 845;375;787;105;414;171;118;93;1 638;238;252;442;312;242;152;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034013;Pompignane;1 165;53 200;290 053;Montpellier;51,3;40,8;37,6;14,6;15,5;2,2;43,6;5,0;6,3;5,8;0;438;924;125;228;20;65;32;19;;394;46;62;98;85;60;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034014;Aiguelongue;1 417;53 200;290 053;Montpellier;50,4;30,4;;;;;56,4;;;14,2;0;527;1 121;81;305;40;101;54;25;28;453;52;62;114;98;73;54;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034015;Vert-Bois;2 147;53 200;290 053;Montpellier;55,7;;;;;;82,0;;15,3;14,8;0;1 398;1 698;55;1 240;57;46;16;88;974;196;24;27;44;35;38;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034016;Les Deux Pins;1 098;1 098;22 731;Frontignan;56,0;32,4;28,9;24,9;26,5;1,2;36,8;;11,3;8,5;0;411;874;81;206;31;93;30;21;;338;44;47;98;69;41;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034017;Ile De Thau;3 493;7 630;43 686;Sète;54,0;43,7;40,2;19,8;21,7;1,8;31,2;11,6;16,6;16,9;0;1 271;3 102;211;581;119;360;187;60;;1 330;188;189;337;260;179;177;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034018;Centre Ville - Ile Sud;4 137;7 630;43 686;Sète;52,0;25,7;25,4;28,5;32,8;0,7;62,0;;8,7;7,8;0;1 568;2 563;264;1 053;84;167;52;110;40;747;102;112;197;155;113;68;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034019;Centre Ville;3 341;3 341;29 090;Agde;51,2;29,9;32,0;24,3;24,5;0,9;52,5;;12,3;13;0;1 417;2 537;321;854;80;162;49;130;6;878;139;144;210;173;102;110;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034020;Centre Ville;1 761;1 761;5 771;Bédarieux;52,2;28,4;26,4;28,8;32,1;0,7;58,7;1,0;7,3;6,8;0;699;1 211;118;460;32;89;31;66;11;392;73;57;94;79;56;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034021;Centre Et Périphérie;6 503;6 503;26 273;Lunel;51,6;35,1;33,8;20,7;23,3;1,4;41,8;3,6;26,5;23;0;1 983;4 243;364;1 017;153;449;176;125;12;1 671;233;248;470;349;216;155;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP034022;Centre Ville;3 018;3 018;7 459;Lodève;52,6;30,8;27,9;26,7;30,8;0,9;56,9;1,3;11,7;11,3;0;1 221;2 212;231;751;74;165;56;69;;753;103;115;196;157;101;81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035001;La Découverte;3 562;3 562;46 478;Saint-Malo;51,3;27,6;25,6;28,3;32,2;0,7;58,4;;3,5;;0;1 492;2 769;306;859;101;226;60;125;7;961;176;155;234;179;134;83;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035002;Villejean;8 883;33 227;217 728;Rennes;54,4;54,7;54,7;12,8;13,6;2,6;37,1;5,2;21,9;21,6;0;4 004;7 387;536;2 761;190;517;248;401;1 418;2 666;356;425;677;523;386;299;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035003;Les Clôteaux - Champs Manceaux;5 271;33 227;217 728;Rennes;51,9;40,5;38,7;14,9;17,6;2,2;47,4;3,2;31,2;30,9;0;1 991;4 029;362;1 111;128;390;144;171;106;1 537;313;254;403;246;183;138;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035004;Maurepas;6 206;33 227;217 728;Rennes;51,3;35,6;32,9;19,4;24,7;1,5;55,6;2,7;23,8;22,1;0;2 544;4 718;453;1 608;130;353;135;156;94;1 691;328;288;470;284;168;153;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035005;Le Blosne;11 550;33 227;217 728;Rennes;51,9;40,7;38,1;18,1;20,3;1,8;42,3;5,0;26,5;25,5;0;3 935;9 092;722;1 922;301;990;451;337;191;3 885;582;665;1 074;685;501;378;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035006;Cleunay;1 317;33 227;217 728;Rennes;54,5;35,9;43,1;;;2,4;53,7;;23;22,5;0;671;1 214;122;435;31;83;40;57;13;428;58;55;110;92;64;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP035007;Bellevue;766;766;9 151;Redon;55,8;35,7;32,1;24,1;28,5;1,2;47,4;1,6;19;17;0;295;609;70;138;28;59;23;20;;236;24;29;57;56;34;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP036001;Beaulieu;1 669;7 515;43 442;Châteauroux;56,7;30,6;31,4;21,7;24,2;;65,0;;14,8;12,8;0;818;1 341;143;550;54;71;25;65;;397;76;63;101;72;45;40;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP036002;Saint Jean - Saint Jacques;4 343;7 515;43 442;Châteauroux;54,4;42,9;38,3;16,7;19,1;2,2;40,7;;23,2;23,3;0;1 679;3 897;391;773;145;370;160;99;;1 701;290;262;421;320;227;181;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP036003;Vaugirard - Saint Christophe;1 503;7 515;43 442;Châteauroux;54,1;38,0;36,9;;;1,9;44,8;;12,2;12,9;0;509;1 151;123;245;30;111;38;56;10;500;81;74;133;102;67;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP036004;Nation Bernardines;1 442;1 442;11 690;Issoudun;52,9;36,3;32,7;19,2;25,0;1,4;57,8;;6,8;5,8;0;520;986;136;281;32;71;16;50;;364;61;77;92;62;35;37;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037001;La Verrerie;1 039;2 494;12 693;Amboise;52,2;43,2;42,1;;;;24,5;;15,2;15,5;0;313;838;72;111;29;101;48;28;;388;49;63;99;86;57;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037002;Rabière;6 087;6 087;38 250;Joué-lès-Tours;53,4;41,5;37,3;19,3;22,7;1,9;39,8;6,1;29,1;27,9;0;1 920;4 768;452;802;162;504;245;126;19;2 175;322;383;557;404;267;242;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037003;Niqueux Bruère - Marcel Pagnol;2 037;2 037;10 331;La Riche;55,5;35,7;30,1;20,7;24,9;1,4;44,3;3,5;16;17;0;708;1 408;135;407;42;124;42;46;23;532;87;78;151;88;72;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037004;Rabaterie;5 114;5 114;15 766;Saint-Pierre-des-Corps;53,1;35,8;33,8;25,5;28,1;1,2;44,8;4,0;22;20;0;1 595;3 566;305;801;98;391;155;104;8;1 472;243;247;374;301;159;148;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037005;Fontaines;2 820;21 518;136 463;Tours;51,1;32,0;32,8;19,6;22,5;1,3;59,7;;22,7;20,8;0;1 333;2 444;230;824;92;187;76;79;20;829;189;149;215;126;93;57;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037006;Rochepinard;958;21 518;136 463;Tours;50,9;35,8;35,6;16,2;20,8;1,8;58,8;1,4;24,8;24,3;0;530;1 065;104;297;36;93;33;48;11;412;88;78;113;68;40;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037007;Rives Du Cher;2 989;21 518;136 463;Tours;56,0;48,9;47,0;14,9;;2,9;27,3;14,1;23,6;24,6;0;743;2 002;213;265;42;223;101;48;28;989;146;170;270;185;119;99;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037008;Europe;2 787;21 518;136 463;Tours;54,1;35,3;33,9;17,0;18,7;1,8;41,6;;15,3;14,7;0;1 095;2 168;257;574;91;173;61;78;9;826;129;136;222;139;109;91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037009;Sanitas;7 815;21 518;136 463;Tours;53,4;40,9;38,8;18,6;22,3;1,8;47,0;4,8;33,9;32,8;0;3 301;6 654;603;1 899;235;564;233;246;262;2 554;406;417;672;458;335;266;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037010;Maryse Bastié;2 122;21 518;136 463;Tours;55,6;40,6;37,5;14,1;;;39,7;;21,6;20,7;0;753;1 740;229;324;42;158;63;39;13;789;107;133;220;153;98;78;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037011;Bords De Loire;2 027;21 518;136 463;Tours;53,7;32,8;29,5;24,3;31,0;1,0;66,3;;20,7;20,3;0;917;1 418;116;662;50;89;24;79;83;360;65;57;92;67;43;36;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP037012;Patte D'Oie - Malétrenne - Plaisance;1 455;2 494;12 693;Amboise;52,0;30,3;25,7;25,0;30,5;1,0;54,5;;;;0;535;997;121;297;39;78;19;45;;348;55;57;76;75;47;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038001;La Luire - Viscose;2 785;10 341;36 961;Échirolles;51,9;40,9;41,1;14,0;15,3;2,4;37,0;;22,5;21,7;0;904;2 085;183;416;70;235;95;44;;872;137;141;226;161;110;97;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038002;Champaret;1 197;3 222;28 494;Bourgoin-Jallieu;56,2;40,6;37,2;;;;43,9;;20;20,4;0;267;660;71;105;20;71;34;26;;301;52;53;82;49;38;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038003;Essarts - Surieux;5 764;10 341;36 961;Échirolles;51,0;43,8;40,8;16,4;18,8;2,3;28,0;5,7;29;27,7;0;1 706;4 542;350;668;119;569;275;104;6;2 151;350;359;551;389;266;236;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038004;Village Sud;1 792;10 341;36 961;Échirolles;54,2;39,7;38,2;16,5;18,7;2,1;33,3;4,1;20,9;20,3;0;658;1 548;127;303;53;175;79;29;;663;103;101;193;127;83;56;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038005;Alpes Mail Cachin;1 892;1 892;22 906;Fontaine;53,0;34,5;32,5;;;;45,9;;20;17,6;0;659;1 444;98;352;35;174;71;38;;574;88;78;142;122;82;62;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038006;Mistral Lys Rouge Camine;2 186;22 375;157 650;Grenoble;54,3;41,8;40,4;19,5;22,6;1,8;35,8;;25,6;25,4;0;761;1 848;122;358;73;208;102;38;;802;112;142;206;167;95;80;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038007;Villeneuve - Village Olympique;11 708;22 375;157 650;Grenoble;50,7;39,3;39,1;20,2;20,7;1,6;39,5;6,0;25,5;23,8;0;3 856;9 094;656;1 949;247;1 004;490;344;130;3 976;596;617;992;827;533;411;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038008;Teisseire Abbaye Jouhaux Châtelet;7 003;22 375;157 650;Grenoble;51,7;40,2;39,0;19,0;20,4;1,8;39,3;5,0;22,3;21,8;0;2 456;5 745;406;1 184;210;656;296;201;91;2 420;401;410;621;463;299;226;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038009;Alma - Très Cloîtres - Chenoise;1 478;22 375;157 650;Grenoble;51,7;34,1;40,2;25,1;;0,9;50,7;;34,3;30,4;0;649;1 096;66;450;54;79;31;30;123;316;45;46;76;63;48;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP038010;Iles De Mars Olympiades;1 711;1 711;10 605;Le Pont-de-Claix;53,5;43,2;39,7;16,8;19,8;2,1;29,6;5,3;25,6;25,5;0;604;1 618;132;222;41;209;103;53;;763;125;120;194;154;110;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
