CODGEO;LIBGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085001;Jean Yole - Pyramides;2 545;5 175;52 732;La Roche-sur-Yon;55,6;35,6;30,1;18,2;21,3;1,7;56,3;;16,4;;1 051;1 987;241;611;54;145;43;60;35;739;118;116;198;141;97;69;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085002;Vigne-aux-Roses;1 167;5 175;52 732;La Roche-sur-Yon;49,7;36,1;31,6;16,0;18,1;1,7;48,5;;15,5;14,6;496;871;102;306;27;61;21;29;;289;49;45;71;64;35;25;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085003;Liberté - Zola;1 463;5 175;52 732;La Roche-sur-Yon;52,7;40,6;38,2;;;2,3;56,6;;12,6;;690;1 433;154;362;45;129;48;71;22;575;100;101;145;102;75;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP085004;Centre - Moulins Liots;1 634;1 634;13 647;Fontenay-le-Comte;53,5;28,4;28,6;25,4;30,1;1,0;58,8;;;;560;971;106;354;39;61;18;45;9;310;38;40;75;75;58;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086001;Lac Renardières Ozon;4 270;6 869;31 262;Châtellerault;55,8;38,5;35,4;20,8;24,9;1,5;46,8;4,3;13,7;14;1 553;3 414;416;779;83;275;108;102;9;1 499;255;244;364;245;197;194;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086002;Châteauneuf Centre Ville;2 599;6 869;31 262;Châtellerault;50,0;42,3;39,9;16,0;18,0;1,9;64,3;;11,9;;1 153;1 913;172;791;73;117;44;186;122;576;82;87;150;116;86;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086003;Bel Air;1 157;16 172;87 427;Poitiers;55,3;;;;;;45,3;;;;410;918;112;194;23;81;31;24;;402;65;72;108;60;58;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086004;Trois Cités;4 149;16 360;94 523;Poitiers, Saint-Benoît;54,0;39,3;35,5;17,9;21,9;1,8;49,1;;28,5;27,7;1 381;3 097;346;708;83;244;109;82;22;1 386;229;249;363;275;163;107;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086005;Couronneries;9 120;16 172;97 401;Buxerolles, Poitiers;57,4;38,3;34,3;21,7;26,0;1,4;58,3;;15,9;14;3 367;6 721;738;1 904;216;509;197;312;208;2 632;453;456;644;463;343;273;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP086006;Beaulieu;1 934;16 172;87 427;Poitiers;53,7;35,6;34,2;13,9;;1,6;57,6;2,2;16,7;17,8;839;1 412;151;541;49;98;19;90;81;434;92;71;104;65;53;49;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087001;Portes Ferrées;1 261;25 514;135 098;Limoges;48,5;38,4;37,0;17,0;;2,0;35,5;7,5;42,2;43,1;334;867;64;140;37;93;40;15;;399;67;64;119;63;47;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087002;La Bastide;3 699;25 514;135 098;Limoges;53,7;42,3;39,5;19,1;23,1;1,9;40,7;7,5;33,4;32,1;1 008;2 354;198;507;89;214;106;60;;1 037;141;172;273;204;138;109;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087003;Le Sablard;1 516;25 514;135 098;Limoges;49,5;32,3;32,2;;23,2;1,4;61,0;;23,5;17,9;576;1 018;99;368;41;68;25;39;;332;54;59;83;66;40;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087004;Beaubreuil;5 640;25 514;135 098;Limoges;50,8;39,0;35,5;18,9;20,5;1,8;27,8;5,3;28,4;29,2;1 554;3 868;284;640;167;463;187;75;7;1 682;292;282;425;309;198;176;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087005;Val De L'Aurence Sud;4 008;25 514;135 098;Limoges;53,4;47,8;43,4;16,4;18,6;2,5;41,8;9,1;33,7;30,8;1 294;3 329;364;590;84;256;145;93;52;1 689;243;267;430;328;219;202;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087006;Val De L'Aurence Nord;3 949;25 514;135 098;Limoges;55,2;38,3;33,5;22,3;25,3;1,5;41,3;4,0;27,7;26,1;1 249;3 133;316;499;108;326;147;90;13;1 454;278;264;377;254;158;123;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087007;Les Coutures;1 679;25 514;135 098;Limoges;53,3;24,0;;33,7;38,9;0,5;68,4;;18,1;;718;1 187;111;462;55;90;14;54;56;329;70;66;79;37;43;34;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087008;Bellevue;2 328;25 514;135 098;Limoges;56,3;34,5;30,2;23,2;27,9;1,1;47,3;;21,6;19,2;897;1 785;225;467;69;136;36;59;29;689;124;116;154;128;97;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP087009;Le Vigenal;1 434;25 514;135 098;Limoges;52,5;34,1;29,7;26,9;33,3;1,0;49,9;;14,8;;419;907;108;194;32;85;21;32;;364;59;64;91;59;48;43;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088001;Bitola;1 248;4 960;32 188;Épinal;56,0;36,6;;24,7;29,2;;53,1;;;;552;1 108;139;303;35;75;25;40;8;446;65;68;115;81;59;58;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088002;La Justice;3 712;4 960;32 188;Épinal;52,1;42,2;39,8;17,4;17,8;1,9;39,7;5,0;21,8;23,4;1 276;2 810;221;662;119;274;140;64;19;1 133;158;165;300;221;140;149;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088003;Le Haut Du Gras;1 165;1 165;8 436;Golbey;57,5;36,3;30,8;20,7;23,4;1,4;46,0;1,1;4,1;3,6;411;826;127;197;26;61;18;19;;325;41;52;79;61;46;46;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088004;Le Rhumont;1 336;1 336;7 774;Remiremont;52,4;33,9;32,9;25,5;28,1;1,1;42,4;3,9;17,9;16,7;352;765;54;186;23;89;28;18;;299;28;39;90;71;44;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088005;Saint Roch - L'Orme;2 949;5 635;20 471;Saint-Dié-des-Vosges;53,7;34,4;32,9;23,4;25,7;1,2;52,5;;;;996;2 093;178;540;64;214;82;45;;811;117;136;216;137;109;96;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP088006;Kellermann;2 686;5 635;20 471;Saint-Dié-des-Vosges;55,4;37,5;33,3;26,9;32,5;1,1;44,2;;15,2;14,9;886;1 922;150;464;61;211;84;65;26;761;107;123;194;151;101;85;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089001;La Rive Droite;1 663;6 276;34 869;Auxerre;50,3;34,7;30,7;;;1,5;42,3;;16,9;17,6;625;1 319;132;315;47;131;47;32;5;519;89;77;140;98;60;55;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089002;Les Brichères - Sainte Geneviève;3 602;6 276;34 869;Auxerre;54,9;41,9;39,8;18,0;19,5;2,0;35,5;4,8;23,8;22,8;1 149;2 821;245;494;89;321;145;56;;1 253;164;217;346;246;149;131;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089003;Les Rosoirs;1 011;6 276;34 869;Auxerre;50,5;40,5;40,2;16,9;;2,0;51,8;;;;382;755;107;195;23;57;16;40;;293;56;56;85;45;31;20;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089004;Pompidou-Ravel;970;970;6 938;Migennes;51,1;39,6;36,8;18,8;20,3;1,8;35,0;7,2;14,9;14,9;325;836;60;140;28;97;51;13;;386;50;59;106;93;49;29;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089005;La Madeleine;2 060;2 060;9 690;Joigny;54,5;44,5;42,2;13,7;13,9;2,9;40,9;7,6;26,4;25;622;1 451;134;284;50;154;58;38;10;617;92;97;166;106;75;81;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089006;Arènes - Champs Plaisants;5 636;6 881;25 018;Sens;54,3;40,8;39,0;16,6;17,5;2,2;39,3;4,3;22,5;20,4;1 827;4 288;419;825;138;445;185;75;;1 862;305;316;480;364;205;192;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP089007;Les Chaillots;1 245;6 881;25 018;Sens;54,8;39,8;35,7;13,1;13,1;2,6;42,6;;23,2;23,9;410;904;119;178;33;80;34;31;;381;73;56;106;76;38;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090001;Bougenel - Mulhouse;1 655;15 622;50 196;Belfort;48,4;;;;;;61,5;;15,9;;567;1 039;78;366;29;94;36;46;207;354;46;50;92;71;57;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090002;Les Glacis Du Château;2 430;15 622;50 196;Belfort;52,2;37,0;36,0;;;1,2;41,4;;32;30,9;638;1 536;86;300;68;184;83;33;61;638;96;93;176;123;76;74;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090003;Dardel La Méchelle;1 900;15 622;50 196;Belfort;48,2;30,6;;23,9;;1,0;51,9;;;;650;1 144;108;393;50;99;22;48;7;345;66;54;101;50;41;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090004;Résidences Le Mont;10 048;16 033;55 019;Bavilliers, Belfort;53,1;40,0;37,3;19,6;22,1;1,7;36,2;4,8;18,4;17,6;2 651;6 427;485;1 164;248;754;356;176;52;2 744;442;455;740;550;315;242;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP090005;Arsot Ganghoffer;1 107;1 107;8 933;Offemont, Valdoie;52,4;33,9;33,3;25,7;27,3;1,1;25,3;4,4;20,3;20,8;313;774;41;134;41;97;46;10;;318;56;56;82;60;36;28;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091001;Le Bois Des Roches;916;916;20 057;Saint-Michel-sur-Orge;55,2;43,1;;;;2,2;26,4;;14,4;;213;743;55;41;10;107;48;7;;416;62;62;114;86;54;38;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091002;Les Tarterêts;5 662;14 332;47 632;Corbeil-Essonnes;49,1;41,5;43,7;14,6;13,4;2,3;20,5;11,0;39,3;38,2;1 632;4 221;299;699;110;524;256;71;11;1 948;283;286;473;360;286;260;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091003;Montconseil;6 134;14 332;47 632;Corbeil-Essonnes;53,2;42,6;42,8;8,8;8,8;4,2;28,9;6,2;29,7;28,1;1 736;4 933;452;533;88;663;280;99;17;2 448;470;458;662;417;252;189;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091004;La Nacelle;1 478;14 332;47 632;Corbeil-Essonnes;50,4;45,1;41,9;;;3,0;32,7;13,8;26,5;24,1;437;1 225;127;144;18;148;66;18;;622;76;120;180;116;67;63;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091005;Rive Droite;1 072;14 346;55 105;Corbeil-Essonnes, Saint-Germain-lès-Corbeil;48,3;;;;;;40,7;;43,4;;309;726;58;139;19;93;26;22;6;305;62;59;77;56;27;24;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091006;Quartier Ouest;5 402;5 402;24 914;Les Ulis;49,5;40,5;39,4;14,2;13,7;2,3;26,3;8,0;23,9;20,6;1 497;3 777;335;631;56;475;204;52;37;1 747;278;287;471;334;206;171;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091007;Les Ardrets;1 460;1 460;25 624;Brétigny-sur-Orge;53,4;42,4;40,2;14,4;;2,5;28,1;;22,8;25;343;1 052;103;92;17;131;72;9;;562;75;89;164;112;74;48;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091008;Les Aunettes;1 087;1 087;9 219;Fleury-Mérogis;53,1;45,7;43,4;7,7;8,5;5,0;28,6;7,0;22,8;21,8;268;767;74;86;10;98;46;15;;389;63;56;92;88;51;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091009;La Grange Aux Cerfs;1 211;7 270;35 868;Sainte-Geneviève-des-Bois;51,0;38,9;34,3;17,7;;1,8;29,7;;21,6;20;311;836;77;118;13;103;49;9;;411;66;62;102;94;48;39;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091010;Les Aunettes;6 059;7 270;35 868;Sainte-Geneviève-des-Bois;49,1;42,5;41,0;12,9;;2,8;26,5;10,3;26,9;23,4;1 509;4 066;306;617;71;515;270;59;;1 964;301;359;498;368;240;198;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091011;Les Hautes Mardelles;2 722;2 722;26 066;Brunoy;51,4;47,0;42,4;;;4,8;17,3;11,3;29,3;28,2;649;1 922;176;191;36;246;124;27;;991;139;177;265;196;123;91;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091012;Plaine - Cinéastes;6 575;6 575;12 565;Épinay-sous-Sénart;54,0;44,5;42,8;11,5;12,0;3,3;21,8;8,9;24,7;24,5;1 539;4 652;450;419;75;595;278;61;7;2 437;348;377;641;513;303;255;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091013;Le Vieillet;1 523;1 523;8 444;Quincy-sous-Sénart;54,9;43,9;43,7;10,8;10,5;3,3;31,6;9,9;19,8;20,4;377;990;90;152;20;115;61;14;;476;54;61;122;108;78;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QP091014;Bel Air - Rocade;2 573;2 573;21 657;Longjumeau;54,0;44,4;43,0;13,3;15,1;2,9;27,5;9,7;25,5;25;573;1 729;138;176;28;231;126;21;;890;121;150;250;167;118;84;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
