CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP093050;5689;23678;49465;Sevran;48,8;39,2;41,1;14,8;12,4;2,2;20,8;8,2;30,5;24,5;1694;4462;346;683;105;560;280;59;12;2096;301;300;590;396;281;228;0
QP093051;6901;23678;49465;Sevran;52;45,8;44,2;10,4;11,3;3,8;24,9;8,4;28,5;25,4;1631;4891;402;458;104;667;313;51;6;2475;397;425;702;456;276;219;0
QP093052;9587;9587;35329;Villepinte;52,8;44,8;42;10,8;11,1;3,6;20,4;10,3;26,1;27,3;2458;7619;645;658;122;1033;497;100;;3984;646;639;1096;766;465;372;0
QP093053;7297;7297;34614;Tremblay-en-France;49;43,9;39,9;11,7;12,6;3;23,1;8,8;20;21,2;2105;5510;459;824;119;703;313;74;;2576;390;426;675;511;315;259;0
QP093054;45563;58153;132099;Aulnay-sous-Bois, Sevran;49,6;43,1;42,8;13,5;12,2;2,7;19;11,7;29,3;27,5;11736;33114;2671;4036;786;4243;2051;455;33;16282;2492;2564;4178;3083;2141;1824;0
QP093055;16093;26755;63013;Le Blanc-Mesnil, Dugny;51,2;41,2;40,8;12,5;12,1;2,8;22,7;7,5;32;30,3;3933;11443;928;1197;215;1593;706;133;12;5679;924;965;1599;973;646;572;0
QP093056;4760;6545;39276;Gagny;53,9;43,6;41,2;9,8;10,2;3,8;23,4;7,8;21,5;20,1;1191;3355;341;351;53;446;180;42;5;1658;285;303;480;261;183;146;0
QP093057;1785;6545;39276;Gagny;53;47;43,1;9,3;;4,2;20,1;12,4;22;22,4;470;1350;129;145;31;165;80;15;;680;93;114;188;135;81;69;0
QP093058;7157;7157;34756;Neuilly-sur-Marne;53;42,1;39,1;13,4;14,1;2,6;30,7;7,4;20,8;21,6;1814;4860;501;692;85;536;274;68;7;2423;337;370;678;457;309;272;0
QP093059;1733;13085;62834;Noisy-le-Grand;51,9;42,5;40,4;;13,6;2,5;20,8;10;26,4;26;435;1211;114;157;21;143;62;11;;606;77;84;170;122;78;75;0
QP093060;7376;13085;62834;Noisy-le-Grand;50;41,7;39,3;11;10,5;2,8;28,9;8,7;28,3;30,3;1820;4670;366;762;99;593;257;107;162;2146;322;340;556;400;292;236;0
QP093061;3976;13085;62834;Noisy-le-Grand;55,1;43,7;43,1;13,6;13,2;2,5;23,9;8,2;23,6;22,8;1007;2567;285;397;52;273;129;55;48;1232;157;191;310;252;170;152;0
QP093062;3641;8758;43802;Rosny-sous-Bois;53,3;38,9;35,4;15,1;17,4;2,1;28,8;6,9;18;16,6;965;2483;287;367;57;254;121;44;;1201;144;176;318;250;153;160;0
QP093063;1662;8758;43802;Rosny-sous-Bois;52,2;39,8;32,1;16,1;20;2,1;27,1;7,4;21,8;20,4;503;1507;106;142;15;240;86;16;;745;122;132;191;140;98;62;0
QP094001;1382;10839;58933;Ivry-sur-Seine;52,5;35,8;31,6;20,2;22,6;1,5;34,6;4,1;24;26,3;387;979;96;155;23;113;52;7;;451;71;66;122;84;56;52;0
QP094002;1708;3399;19746;Arcueil;57;;;23,8;28,3;1,2;39,6;;19,3;18,6;487;1065;111;240;20;116;29;21;;440;87;68;113;92;39;41;0
QP094003;5301;7270;39215;Boissy-Saint-Léger, Limeil-Brévannes;53,3;44,6;40,9;12,5;12,2;2,9;28,1;10,4;23,4;23,5;1150;3299;293;367;43;447;189;52;6;1662;220;252;412;309;268;201;0
QP094004;3346;3346;44818;Alfortville;52,4;34,8;36,4;19,6;18,9;1,3;47,1;3,3;30,1;26,9;885;1907;152;443;87;203;67;32;63;732;127;112;165;127;89;112;0
QP094005;7138;9319;89989;Créteil;52,3;42,5;39,9;14;14,6;2,3;29,6;6,9;20,8;20,3;1889;4835;472;770;106;541;255;185;17;2293;320;350;561;437;337;288;0
QP094006;1149;9319;89989;Créteil;61,1;34,6;32,8;19,8;25,1;1,3;42,1;8,5;16,7;19,4;301;637;30;182;10;79;36;78;11;246;33;34;64;50;38;27;0
QP094007;1032;9319;89989;Créteil;54,3;28,4;25,5;;;1,1;52,3;;19,4;14,9;290;806;76;95;18;101;46;14;7;401;72;71;94;78;51;35;0
QP094008;2758;10839;58933;Ivry-sur-Seine;50,4;34,8;32,1;17;20,5;1,5;39,8;2,9;28,6;28,3;518;1201;104;237;27;150;49;20;23;503;71;75;137;86;70;64;0
QP094009;5079;10839;58933;Ivry-sur-Seine;42,6;29,4;;17,9;;1,1;58,2;;40,8;34,8;1336;2884;173;727;67;369;115;65;220;1112;225;199;291;182;123;92;0
QP094010;1620;10839;58933;Ivry-sur-Seine;48,1;34,8;30,6;21,5;22,1;1,3;26,7;4,5;21,8;22,2;461;971;69;268;16;108;33;12;11;383;53;43;108;83;53;43;0
QP094011;1065;17753;90075;Vitry-sur-Seine;55;48;47,9;16,3;15,1;2,5;18,7;3,9;23,8;24,8;297;755;74;117;22;84;39;10;;348;55;50;80;70;56;37;0
QP094012;3680;17753;90075;Vitry-sur-Seine;51,9;38,1;35,1;18,2;21;1,8;33,6;5,7;22,3;21,3;998;2585;237;405;54;302;142;34;;1230;156;170;359;248;169;128;0
QP094013;11009;17753;90075;Vitry-sur-Seine;53,3;37,8;36,5;17,6;18,7;1,8;28,1;7,5;26,8;25,2;2537;6922;556;911;148;922;394;98;22;3297;489;513;810;662;460;363;0
QP094014;1999;17753;90075;Vitry-sur-Seine;52;38,8;41,6;11,1;9,4;3,2;38,9;7;29,5;27,8;712;2043;130;243;37;302;127;23;5;993;189;197;264;170;101;72;0
QP094015;1979;2678;42290;Gentilly, Le Kremlin-Bicêtre;51,3;37,1;34,2;16,6;18,9;1,9;42,2;3;27,8;28,4;548;1304;138;242;24;144;51;9;;583;89;76;149;141;73;55;0
QP094016;2390;5373;36173;Arcueil, Gentilly;55,1;32,7;26,9;17,3;20,1;1,6;41,2;3;21,7;21,2;809;1998;171;334;39;265;88;27;26;885;132;150;234;164;119;86;0
QP094017;1716;4456;31201;L'Haÿ-les-Roses;50,4;42,1;38;12;11,8;2,9;27,2;7,6;25,9;25,2;389;1154;92;115;21;161;72;10;;581;80;93;181;111;61;55;0
QP094018;1491;4456;31201;L'Haÿ-les-Roses;49,1;38,3;32,3;20,5;21,5;1,6;30,7;4,9;26,9;24,7;249;624;74;96;7;72;33;7;;299;45;55;90;43;36;30;0
QP094019;867;4456;31201;L'Haÿ-les-Roses;50;37,9;39,8;11,3;9,2;2,7;26,5;9,4;40,3;36,3;336;699;83;180;13;60;28;13;;289;48;55;79;52;31;24;0
QP094020;1207;5870;57184;Villejuif;47,4;36,2;31,9;12,9;12,8;2,6;14,4;8,4;27,1;25,8;410;916;53;231;26;100;53;10;;377;42;48;106;92;53;36;0
QP094021;3066;10326;88385;L'Haÿ-les-Roses, Villejuif;50,8;35,4;34,1;18,9;20,2;1,6;29,3;4,6;23,6;25;697;1692;183;288;38;188;75;16;;762;118;116;194;143;104;87;0
QP094022;1979;5870;57184;Villejuif;51;33;;;;1,3;38,2;;25,4;25,6;599;1455;139;253;32;175;70;16;5;647;106;114;162;131;80;54;0
QP094023;1475;1475;16642;Bonneuil-sur-Marne;51,1;38,9;34,8;17,8;20,4;1,7;42,7;6,5;15,9;16,4;298;779;82;118;10;88;38;11;;379;57;55;82;84;53;48;0
QP094024;4001;18698;75961;Champigny-sur-Marne;54,9;32,6;31,7;20,3;22,5;1,3;40,2;4,7;21,8;18,9;1175;2682;270;544;65;296;127;31;7;1138;208;185;299;195;131;120;0
QP094025;479;18698;75961;Champigny-sur-Marne;30,5;20,9;30,5;14,7;11,7;1,3;29,5;1;43,8;18,1;188;328;10;132;6;40;10;;;94;21;21;27;14;;;0
QP094026;4838;18698;75961;Champigny-sur-Marne;48,8;40,4;39;15,2;15,4;2,1;22,9;9,5;25,7;21,8;;;;;;;;;;;;;;;;;5
QP094027;12303;23511;94095;Champigny-sur-Marne, Chennevières-sur-Marne;51,8;41,5;40;15,2;15,3;2,2;29;10,3;25,1;24,6;3069;8343;700;1153;186;1030;489;127;10;4037;552;512;976;828;608;561;0
QP094028;1890;18698;75961;Champigny-sur-Marne;52,2;42,4;37,8;12,5;14,5;2,6;36,6;9,8;16,1;14,4;623;1405;114;317;28;164;66;21;;591;98;80;150;123;86;54;0
QP094029;1563;3941;53124;Fontenay-sous-Bois;49,6;38,9;32,2;;;1,7;32,8;6,5;18;18,1;329;926;78;113;19;119;58;5;;456;49;64;122;91;75;55;0
QP094030;2378;3941;53124;Fontenay-sous-Bois;52,7;38,2;37,7;15,3;15,1;2,1;26,1;6,9;26,1;26,8;545;1532;111;192;29;213;98;12;11;741;89;105;208;157;95;87;0
QP094031;7181;7181;22377;Orly;52,2;38,8;36;17,4;19;1,9;29,9;6,1;25;23,8;1922;4884;376;818;90;638;260;82;7;2217;394;360;602;393;259;209;0
QP094032;2655;2655;42769;Choisy-le-Roi;48,4;38,6;38,8;13,3;13,1;2,3;16,1;7;24,4;22,1;832;2120;128;370;49;285;133;25;;950;138;164;248;176;130;94;0
QP094033;1577;1577;74133;Saint-Maur-des-Fossés;51,1;34,7;34,3;21,4;25,3;1,3;33,5;5,7;26,9;24;447;990;101;213;25;108;38;19;;404;44;48;88;86;72;66;0
QP094034;2425;2425;29280;Thiais;53,7;44,2;43,4;12,3;12;2,9;23,9;7,7;28,3;31,6;595;1790;149;175;31;240;119;29;;914;110;129;240;188;135;112;0
QP094035;10107;26738;68210;Limeil-Brévannes, Valenton, Villeneuve-Saint-Georges;50,9;43;39,8;13,7;13,6;2,5;23,2;7,1;26,7;26,3;2468;7200;646;730;125;967;416;85;9;3634;545;570;967;741;443;368;0
QP094036;2317;7009;12819;Valenton;54,9;37,8;35,6;11,6;12,6;2,8;23,7;2,4;29,7;32,1;667;1611;164;271;39;193;71;31;;708;157;137;183;113;66;52;0
QP094037;3041;17149;32575;Villeneuve-Saint-Georges;51,6;34,7;36;;;2,9;43,4;;47,4;43,9;764;1977;145;264;60;295;99;48;16;857;223;165;216;140;61;52;0
QP094038;7065;17149;32575;Villeneuve-Saint-Georges;51,3;42,3;40;12,4;12,9;2,9;30;7,5;23,7;21,9;1596;4675;397;484;69;646;288;74;10;2360;354;358;611;481;335;221;0
QP094039;1914;17149;32575;Villeneuve-Saint-Georges;54;34,9;31,1;20,4;24,1;1,5;44;;18;17,9;536;1306;158;219;22;137;56;16;;610;92;103;163;121;76;55;0
QP094040;1683;17149;32575;Villeneuve-Saint-Georges;47,2;35,6;35,2;;;2,1;39,2;;40,5;38,9;438;1151;92;162;26;158;63;28;6;528;97;104;132;101;49;45;0
QP094041;5794;5794;28190;Villiers-sur-Marne;48,9;37,7;38,6;16,2;15,7;1,8;25,2;7,8;25,2;23,8;1419;3786;268;587;71;493;225;50;9;1793;260;253;452;353;249;226;0
QP094042;2259;2259;29462;Cachan;53,4;38,9;34;13,2;14,4;2,5;29,8;;18,1;15,8;472;1267;106;171;23;172;74;18;;599;94;79;147;117;76;86;0
QP095001;1477;1477;17637;Soisy-sous-Montmorency;57,3;44,6;43,3;;;2,8;14,6;5,6;13,9;13,6;318;838;88;122;13;95;47;12;;410;50;61;114;98;52;35;0
QP095002;765;37994;134672;Argenteuil, Bezons;29,1;22,1;;33,5;;0,5;23,3;;51,8;26,2;331;583;23;242;10;56;30;5;;184;33;36;46;37;20;12;0
QP095003;1732;35678;106817;Argenteuil;50,4;47,2;43,8;5,4;;7,5;24,3;6,9;18,5;19,3;496;1510;99;130;29;238;96;20;;747;151;154;179;129;71;63;0
QP095004;2175;37994;134672;Argenteuil, Bezons;46,9;38,6;;;;2,4;26,8;;35,3;33;783;1922;112;365;48;258;113;17;;825;151;122;213;173;93;73;0
QP095005;14127;35678;106817;Argenteuil;51,2;42,3;39,3;14,5;14,7;2,4;23,6;9,4;24,7;25,1;3330;9598;677;1116;218;1319;663;138;13;4697;649;740;1207;953;664;484;0
QP095006;9258;35678;106817;Argenteuil;52,2;41,3;38,5;11,8;13,6;2,9;26,2;8;24,2;24,5;2196;6553;418;655;128;995;453;57;13;3226;563;570;879;585;356;273;0
QP095007;1240;35678;106817;Argenteuil;52,6;42;38,1;13;18,3;2,9;29,9;1,3;11;8,2;362;1067;84;105;20;153;69;16;;530;98;95;140;94;69;34;0
QP095008;2763;35678;106817;Argenteuil;50,2;37,4;33,4;15,9;18,1;2;41,6;;23,2;23,4;827;2000;157;359;54;257;97;22;;857;152;152;248;154;84;67;0
QP095009;4448;35678;106817;Argenteuil;50,8;36,8;36,6;18,9;18,2;1,5;37,4;;20,6;16,6;1315;3020;243;641;62;369;141;87;74;1266;230;217;334;232;154;99;0
QP095010;1486;2316;27855;Bezons;56,4;38,1;33,6;;;1,7;32,4;3,2;22,3;22,1;397;1027;108;143;22;124;45;19;;478;76;72;121;95;65;49;0
QP095011;9076;10223;61708;Cergy;52,3;46;43,9;10;10,7;3,8;29,1;8,6;23,2;22,9;2741;7304;704;1032;149;856;406;172;260;3540;580;589;969;646;420;336;0
QP095012;1147;10223;61708;Cergy;50,2;44,9;43,7;;;;21,4;;25,7;23,6;341;947;89;120;20;112;53;17;;473;60;76;126;85;65;61;0
QP095013;1740;1740;16704;Éragny;52,3;39,5;39,4;;;3,2;29,1;;20,7;22,3;476;1351;125;155;27;169;75;22;5;677;97;107;181;123;105;64;0
QP095014;2107;2107;16441;Osny;52,8;47,7;45,3;;;3,9;16,2;;20,5;19,2;524;1628;162;120;39;203;90;24;;857;119;115;218;172;128;105;0
QP095015;3211;5619;29826;Pontoise;52,8;41,6;40,2;11,5;12;3;32,8;7,3;23,2;22,5;795;2369;179;240;53;323;162;48;20;1190;168;200;329;228;165;100;0
QP095016;2408;5619;29826;Pontoise;54,5;38,5;34,3;17,7;18,3;1,7;28,6;6,8;20,3;21,3;623;1653;175;230;29;189;98;26;;809;98;128;208;172;110;93;0
QP095017;3136;4235;23702;Saint-Ouen-l'Aumône;46,8;32,2;34,8;23;23;1,2;28,7;6,3;28;20,7;767;1879;175;323;57;212;93;35;;840;126;122;210;153;133;96;0
QP095018;1099;4235;23702;Saint-Ouen-l'Aumône;50;40,5;37,3;;;3,3;25,3;;26,2;24,3;240;691;51;78;14;97;40;13;;338;60;60;91;63;33;31;0
QP095019;1489;1489;32005;Jouy-le-Moutier, Vauréal;54,2;43,8;43,3;;;4;19,3;;12,8;11,4;361;1083;112;99;22;128;64;23;;571;73;82;138;123;94;61;0
QP095020;1420;3888;13864;Montmagny;54,7;41;39,8;17,6;17,8;2;19,2;5,2;21,1;21,6;318;985;65;81;16;156;68;18;;490;87;77;113;98;62;53;0
QP095021;2468;3888;13864;Montmagny;54,6;41,7;37,8;13,8;16,4;2,5;25;6,5;17,2;16,2;669;1855;153;229;25;262;107;25;;895;131;127;266;165;105;101;0
QP095022;1079;6887;61396;Ermont, Franconville;42,8;31,7;;;;1,2;34,1;;24,8;11,4;358;722;68;213;8;69;25;8;;287;37;53;94;56;27;20;0
QP095023;1687;4098;33375;Franconville;53,3;39,5;36;15;15,9;2,1;31,3;;14,1;14,6;442;1125;117;167;29;129;55;23;;522;82;83;134;94;62;67;0
QP095024;1151;1151;27378;Herblay;52,8;45;43,7;;;3,3;;;20,1;21,4;301;921;70;81;12;138;64;16;;470;77;74;130;100;56;33;0
QP095025;2962;2962;20307;Montigny-lès-Cormeilles;52;43,6;39,6;12,5;13,8;2,9;23,1;8,2;22;22,5;894;2564;223;285;48;338;143;36;;1274;195;178;348;242;169;142;0
QP095026;1339;1339;8186;Pierrelaye;53,8;42,3;39,7;12,1;13,5;2,9;25,8;5,1;17,4;17,2;375;1022;111;127;17;120;58;16;;509;83;90;117;100;67;52;0
QP095027;4726;7182;59932;Franconville, Sannois;49,9;39,8;40,6;11,6;10,7;2,8;22,4;8,3;25,5;23,2;1300;3352;234;547;66;453;192;44;;1529;251;229;421;290;199;139;0
QP095028;1016;2071;25998;Taverny;50,8;49,6;47,1;9,6;7,8;4,5;18,7;12,1;18;18,3;262;808;62;79;9;112;50;12;;421;56;65;121;87;52;40;0
QP095029;1055;2071;25998;Taverny;55,8;44;42,5;;;3,4;23,2;;15,5;14,8;295;778;74;114;13;94;35;10;;372;40;56;121;76;44;35;0
QP095030;1976;10186;31212;Goussainville;52,8;38;38,8;;;2,8;38,2;7,7;29,5;28;491;1388;91;160;27;213;79;30;5;657;131;103;186;109;79;49;0
QP095031;8210;10186;31212;Goussainville;51,4;43,6;41,9;11,6;10,5;3,1;26,3;8,8;25,4;25,6;2092;6260;479;616;120;877;433;82;;3164;470;489;865;629;412;299;0
QP095032;30892;30892;41782;Garges-lès-Gonesse;50,2;41,5;40,8;11,8;12,1;2,9;20,7;10;30,7;28,8;7356;21160;1465;2362;515;3014;1428;251;21;10206;1577;1606;2639;1892;1346;1146;0
QP095033;35912;42981;57533;Sarcelles;51,6;42,5;40,1;14,6;15,5;2,4;20,8;9,9;22,8;22;8970;26302;2006;2834;591;3539;1739;417;52;13126;2032;2087;3343;2464;1783;1417;0
QP095034;15243;31634;67509;Arnouville, Gonesse, Villiers-le-Bel;53;40,6;38,7;14,8;16,2;2,3;30,4;8,5;21,3;21,1;3894;11139;820;1271;232;1571;713;148;18;5421;856;867;1400;1102;700;496;0
QP095035;1036;10199;26075;Gonesse;49;42,1;39,4;15,1;;2,3;22,9;12;13,1;12,7;233;674;60;76;11;86;47;8;;341;55;43;71;73;54;45;0
QP095036;4267;42981;57533;Sarcelles;52,8;42,8;42;13,9;13;2,5;20,5;9,5;21,7;20,2;1032;2935;273;333;43;383;175;31;;1470;216;228;382;281;198;165;0
QP095037;2802;42981;57533;Sarcelles;50,9;38,2;34,5;14,8;19,1;2,1;23,8;8,9;28,6;25,2;617;1900;120;171;25;301;127;27;;952;181;173;254;166;109;69;0
QP095038;15355;20550;27312;Villiers-le-Bel;51,1;41,9;41,1;11,7;11,9;3;23,9;8,3;25,9;25,7;4114;12689;917;1059;268;1870;861;227;19;6424;1062;1058;1733;1168;787;616;0
QP095039;2479;2789;28021;Ermont;51,7;41,4;40,1;12,5;12,7;3;28,5;7,1;22,8;22,3;630;1790;152;215;24;239;113;20;;893;123;152;270;162;94;92;0
QP095040;3131;3131;11809;Persan;51,2;41,7;38,1;15,1;;2,3;30;8,8;20,3;20,9;745;2041;182;268;54;241;126;32;;994;129;152;263;195;146;109;0
QP095041;2681;2681;20933;Saint-Gratien;54,7;38,3;34,7;18,1;19,9;1,8;26,9;6,6;20,5;20,3;606;1679;158;196;31;221;95;24;8;815;116;112;221;164;116;86;0
QP974001;2996;18866;52656;Saint-Louis;;;;;;;;;;;960;2581;334;363;33;230;77;70;;1353;160;161;307;283;217;225;0
QP974002;8732;18866;52656;Saint-Louis;;;;;;;;;;;3155;7969;1169;1167;149;670;218;289;25;3979;583;549;974;779;580;514;0
QP974003;1467;18866;52656;Saint-Louis;;;;;;;;;;;483;1269;189;141;26;127;37;35;;629;101;90;163;129;77;69;0
QP974004;3534;18866;52656;Saint-Louis;;;;;;;;;;;1173;2690;324;525;53;271;62;89;;1188;146;152;272;226;211;181;0
QP974005;2137;18866;52656;Saint-Louis;;;;;;;;;;;751;1872;192;276;40;243;49;55;5;832;106;106;217;167;124;112;0
QP974006;2832;6016;37550;Saint-Joseph;;;;;;;;;;;1058;2226;265;523;66;204;46;52;;887;105;128;224;209;125;96;0
QP974007;2053;6016;37550;Saint-Joseph;;;;;;;;;;;838;1610;224;459;49;106;24;48;6;614;79;98;136;123;105;73;0
QP974008;1131;6016;37550;Saint-Joseph;;;;;;;;;;;372;834;85;154;32;101;16;25;;326;39;40;94;61;50;42;0
QP974009;2364;19548;81415;Saint-Pierre;;;;;;;;;;;854;2163;279;280;46;249;56;51;;1018;141;147;237;215;156;122;0
QP974010;2990;19548;81415;Saint-Pierre;;;;;;;;;;;983;2308;331;367;62;223;46;66;;1052;159;153;254;214;142;130;0
QP974011;3796;19548;81415;Saint-Pierre;;;;;;;;;;;1784;3651;522;907;104;251;58;104;8;1510;193;225;359;318;214;201;0
QP974012;6106;19548;81415;Saint-Pierre;;;;;;;;;;;2347;5136;766;1078;114;389;95;179;20;2281;304;325;538;450;340;324;0
QP974013;3002;19548;81415;Saint-Pierre;;;;;;;;;;;1215;2749;352;510;84;269;55;74;18;1173;143;163;275;227;196;169;0
QP974014;1290;19548;81415;Saint-Pierre;;;;;;;;;;;396;1018;137;143;13;103;30;23;;504;63;67;124;113;77;60;0
QP974015;2192;4175;32605;Sainte-Marie;;;;;;;;;;;691;1603;210;295;30;156;38;62;6;721;104;104;167;137;107;102;0
QP974016;1983;4175;32605;Sainte-Marie;;;;;;;;;;;975;2344;402;373;37;163;42;88;19;1163;205;227;289;196;135;111;0
QP974017;4511;27937;35881;Le Port;;;;;;;;;;;1513;3748;485;591;74;363;105;143;8;1794;237;254;392;358;294;259;0
QP974018;23426;27937;35881;Le Port;;;;;;;;;;;7967;18103;2567;3604;380;1416;467;486;31;8297;1094;1110;1959;1690;1301;1143;0
QP974019;1006;1006;31439;La Possession;;;;;;;;;;;417;875;143;182;26;66;17;29;;363;48;43;87;87;43;55;0
QP974020;2042;13961;56156;Saint-André;;;;;;;;;;;664;1657;219;239;44;162;62;35;;783;96;102;209;169;123;84;0
QP974021;6171;13961;56156;Saint-André;;;;;;;;;;;2352;5137;724;1085;159;384;112;149;11;2231;323;317;482;448;318;343;0
QP974022;4534;13961;56156;Saint-André;;;;;;;;;;;1616;4584;686;529;59;342;119;161;14;2564;435;422;658;453;316;280;0
QP974023;1214;13961;56156;Saint-André;;;;;;;;;;;421;1049;127;172;23;99;32;33;;500;72;80;127;96;73;52;0
QP974024;1324;12815;36131;Saint-Benoît;;;;;;;;;;;404;908;97;164;35;108;19;24;;360;40;45;79;68;63;65;0
QP974025;11491;12815;36131;Saint-Benoît;;;;;;;;;;;4021;9573;1396;1753;174;698;213;343;39;4677;755;650;1097;917;662;596;0
QP974026;1221;33909;142442;Saint-Denis;;;;;;;;;;;469;1169;187;183;30;69;30;33;;595;69;71;154;127;85;89;0
QP974027;2899;33909;142442;Saint-Denis;;;;;;;;;;;1042;2199;266;551;57;168;53;60;16;926;114;144;218;184;146;120;0
QP974028;789;33909;142442;Saint-Denis;;;;;;;;;;;539;1020;130;318;40;51;16;26;;390;48;63;79;70;71;59;0
QP974029;1700;33909;142442;Saint-Denis;;;;;;;;;;;718;1495;175;405;39;99;33;38;6;634;94;87;165;114;89;85;0
QP974030;1263;33909;142442;Saint-Denis;;;;;;;;;;;483;1173;195;188;21;79;30;32;5;590;65;69;156;122;102;76;0
QP974031;2337;33909;142442;Saint-Denis;;;;;;;;;;;602;1021;110;401;33;58;20;12;;326;26;32;82;69;48;69;0
QP974032;18444;33909;142442;Saint-Denis;;;;;;;;;;;8032;16192;2198;4204;451;1179;274;508;254;6485;999;902;1526;1233;963;862;0
QP974033;1926;33909;142442;Saint-Denis;;;;;;;;;;;843;1727;260;419;50;114;35;74;69;725;141;97;176;135;91;85;0
