CODGEO;POP_MUN;POP_COM_QP;POP_COM;LIB_COM;TX_F;TX_TOT_0A24;TX_F_0A24;TX_TOT_60ETPLUS;TX_F_60ETPLUS;IND_JEUNE;TX_TOT_MEN1;TX_TOT_MEN6;TX_TOT_ET;TX_F_ET;A;PERCOU;AM;AI;ACSSENF;ACAVENF;AC3ENF;A_NETUD_24;A_ETUD;ENF;ENF_2;ENF_3_5;ENF_6_10;ENF_11_14;ENF_15_17;ENF_18_24;NOTE_CNAF
QP060012;1229;1229;12637;Pont-Sainte-Maxence;50,1;45,2;41,2;8,9;8,7;4,4;33,1;3,1;17,5;17,9;412;1000;109;152;33;118;33;41;;436;74;70;113;78;59;42;0
QP060013;3089;3089;13995;Méru;51,3;43,6;41,9;16,7;16,3;2,2;29,9;9,9;26,4;25,2;755;2063;162;301;42;250;139;26;;1005;160;159;274;200;125;87;0
QP060014;1118;1118;10714;Clermont;52,6;41,4;39,1;;;2,2;38,2;;;;356;885;114;129;21;92;33;25;;410;73;70;105;72;56;34;0
QP060015;1285;1285;7204;Liancourt;54,2;31,8;28,5;28;35,1;0,9;36,2;4,1;24,1;14,8;349;724;71;195;18;65;32;15;;291;39;38;96;66;33;19;0
QP060016;1988;1988;14962;Crépy-en-Valois;50,9;42,5;38,1;13,9;;2,6;31,7;6,9;11,8;;498;1329;113;197;31;157;76;22;;641;85;85;185;142;93;51;0
QP060017;1559;2874;13894;Noyon;55,1;42,2;37,4;17,2;21,1;2;34;;17,3;15,2;505;1200;124;216;40;125;55;35;;526;91;100;159;77;53;46;0
QP060018;1315;2874;13894;Noyon;50,7;40,2;37,8;20,7;;1,5;30,6;7,9;23,8;24,7;389;950;79;165;44;101;49;21;;414;95;77;88;61;55;38;0
QP061001;1382;4008;13903;Argentan;54;30,8;28,4;23,3;27,4;1;51;;;;484;989;121;263;28;72;27;31;;399;57;68;106;75;45;48;0
QP061002;2626;4008;13903;Argentan;53,4;31,5;29,1;26,8;28,9;0,9;54,4;;5,9;;932;1729;207;553;53;119;37;61;16;625;91;93;152;123;95;71;0
QP061003;1047;3031;14761;Flers;52,5;;;;;;57,6;;;;371;670;72;225;22;52;15;21;;227;38;34;57;36;32;30;0
QP061004;1984;3031;14761;Flers;51;42,6;39,1;;;2,4;30,6;;21,2;19,5;643;1624;133;255;45;210;90;27;;717;109;103;182;146;109;68;0
QP061005;1233;1233;7983;L'Aigle;55,7;36;33,7;18,9;21,4;1,6;53;2;18,2;17,4;447;815;88;278;22;59;19;29;;286;46;51;80;54;28;27;0
QP061006;4245;6358;26350;Alençon;54;41,4;39,1;19,6;21,6;1,8;38,2;4,9;20,9;19,8;1396;3293;323;659;95;319;163;82;14;1476;250;224;386;272;196;148;0
QP061007;2113;6358;26350;Alençon;54,3;35,8;32,5;19,7;24,3;1,6;49,2;;8,8;;776;1577;214;386;52;124;37;71;5;624;107;99;144;128;77;69;0
QP062001;1088;1088;5145;Marquise;54,1;33,8;30,2;26,9;32,8;1,1;24,6;4,3;0,9;0,3;208;551;43;72;19;74;31;10;;248;23;29;70;60;37;29;0
QP062002;1256;1256;4100;Angres;56,1;34,9;30,6;24,2;30,7;1,2;36,2;2,9;3;3;426;1084;84;159;29;154;48;18;;470;55;63;128;94;65;65;0
QP062003;1588;1588;16873;Carvin;54,7;32,2;30,3;20,6;24,1;1,3;30,1;;;;458;1113;88;185;50;135;51;24;;466;58;59;122;104;70;53;0
QP062004;2413;4640;10863;Auchel;53,6;39,1;36,6;18,7;23,8;1,7;39,8;;;;705;1744;149;302;56;198;82;65;;778;106;119;200;162;100;91;0
QP062005;2365;7205;22158;Auchel, Calonne-Ricouart, Marles-les-Mines;51,5;34,2;31;23,4;28,6;1,2;34,2;;0,4;0,2;684;1592;118;299;78;189;60;50;;631;88;89;155;130;94;75;0
QP062006;994;4761;13892;Auchel, Burbure;51,1;41,5;38,7;;;2,2;31,7;;;0;286;750;53;108;26;99;37;29;;339;44;57;79;74;55;30;0
QP062007;2396;2396;13692;Barlin, Hersin-Coupigny;53,5;33,4;29,4;23,6;30,2;1,1;38,3;2,3;0,6;0,6;750;1475;118;396;84;152;40;50;;486;69;73;97;91;92;64;0
QP062008;3083;6323;25463;Béthune;56,2;36,5;33,9;21,3;25,8;1,2;46,6;;4,4;3,2;972;1951;221;503;84;164;58;74;;722;117;138;158;119;94;96;0
QP062009;3347;6430;28899;Béthune, Verquin;51,1;35,5;31,9;16,8;20,1;1,6;47,3;;;;1043;2329;186;499;87;271;95;102;42;933;124;139;237;186;139;108;0
QP062010;1179;1179;11847;Beuvry, Labourse;54;37,4;35;15,1;18,4;1,9;38,7;3,7;1,6;1,8;361;858;72;147;34;108;29;24;;348;58;56;80;68;51;35;0
QP062011;5210;8498;27803;Bruay-la-Buissière, Haillicourt;54,8;35,7;31,3;24,1;30,2;1,2;43,8;3,1;;;1689;3733;327;825;148;389;133;135;10;1499;205;221;370;283;244;176;0
QP062012;1889;7922;22802;Bruay-la-Buissière;53,9;35,9;34,8;19;22;1,5;26;;;;497;1191;101;192;65;139;53;30;;488;65;83;140;85;65;50;0
QP062013;1496;9107;29577;Bruay-la-Buissière, Divion;53,4;34,1;30,8;20,3;25,8;1,5;42,6;;;;516;1109;89;250;53;124;38;39;;418;61;50;104;89;66;48;0
QP062014;1689;3004;12338;Calonne-Ricouart, Divion;50,9;40,5;39,4;17,3;19,6;1,9;31,2;6,4;0,2;0,3;561;1502;108;188;68;197;79;44;;663;92;109;180;127;98;57;0
QP062015;1213;5280;13778;Auchel, Cauchy-à-la-Tour;51,7;38;36,7;18,1;22,2;1,7;35,1;;0,5;0,2;357;786;81;158;37;81;20;42;;310;54;42;77;53;53;31;0
QP062016;1332;1332;12592;Douvrin, Haisnes, Hulluch;51,9;39,7;36,9;16,4;19,3;2;26,4;6,6;2,2;2,3;376;1030;68;128;33;147;54;26;;469;60;67;129;96;71;46;0
QP062017;2727;2923;12474;Haillicourt, Houdain;52;40,4;37,1;16,5;20,6;2,1;27;4,3;0,3;0,2;726;1975;132;240;69;285;98;54;;890;126;131;229;151;133;120;0
QP062018;1729;1729;12424;Noeux-les-Mines;54,3;37,4;35,7;18,1;21,9;1,7;34,2;;;;494;1274;112;173;49;160;61;31;;575;80;88;119;138;91;59;0
QP062019;4765;4831;17876;Avion;52,4;40,8;37,4;17,6;20,1;2;31,4;6,5;8,4;7,9;1466;3490;304;652;114;396;149;89;;1512;224;239;375;297;205;172;0
QP062020;2318;3550;20421;Bully-les-Mines, Mazingarbe;54,9;39,1;37,4;18;20,9;1,8;35,8;;;;673;1577;128;290;69;186;64;39;;654;97;101;150;102;113;91;0
QP062021;1850;2761;14701;Billy-Montigny, Fouquières-lès-Lens;55,6;36,8;34,7;20,1;23,4;1,4;39,4;4,6;5,4;5,1;481;1137;83;209;44;145;44;52;;461;86;81;113;79;62;40;0
QP062022;3847;3942;13480;Grenay, Loos-en-Gohelle;51,2;38,8;36,2;15;18,4;2,2;28,3;4,2;1;1;1026;2720;178;341;124;383;129;72;;1179;151;179;342;222;162;123;0
QP062023;2316;2316;12244;Harnes;52;36,2;34,1;19,7;22;1,6;22;;6,4;6,7;611;1518;88;257;75;191;80;42;;635;88;97;149;136;92;73;0
QP062024;2215;10720;31647;Lens;51,8;37,1;35,4;19,1;22,4;1,5;27,2;;;;559;1401;105;220;63;171;68;44;17;608;70;84;176;113;92;73;0
QP062025;4803;11638;44747;Lens, Loison-sous-Lens, Vendin-le-Vieil;51,6;40,1;37,8;14,8;18,7;2,1;41,7;3,8;7;6,2;1529;3395;321;735;117;356;131;104;;1392;201;216;367;280;157;171;0
QP062026;1497;10720;31647;Lens;51;45,7;41,4;14,1;;2,8;27,7;16,2;;;378;1108;69;138;29;142;75;28;;553;57;78;145;111;96;66;0
QP062027;1497;10880;34512;Éleu-dit-Leauwette, Lens;54,2;37,3;37,8;21,8;24,4;1,4;39,2;;;;500;1207;113;216;46;125;56;32;;536;83;84;132;102;66;69;0
QP062028;7071;12284;31517;Liévin;53,1;38,2;37,4;17,3;20,2;1,7;36,6;2,9;;;2038;4782;403;885;180;570;183;165;16;1988;326;314;496;386;258;208;0
QP062029;4819;23870;69745;Lens, Liévin, Loos-en-Gohelle;51,9;39,9;39,3;17;19,9;1,9;31,1;7;;;1454;3595;236;613;149;456;187;125;17;1525;178;189;378;317;246;217;0
QP062030;2275;12284;31517;Liévin;51;41,3;36,5;17,7;20,1;1,9;26,2;;;;684;1671;164;256;66;198;65;53;;712;119;115;176;125;84;93;0
QP062031;1232;1990;7743;Mazingarbe;52,9;39,9;37,7;16;18,5;2,1;26,8;5,2;0,9;0,6;357;927;68;125;42;122;44;26;;403;53;65;105;79;53;48;0
QP062032;1610;1610;6363;Sains-en-Gohelle;51,3;34,6;33;15,4;18,9;1,8;30,2;3,8;0,3;0,1;528;1131;95;247;55;131;25;43;5;411;69;52;110;75;60;45;0
QP062033;4072;9546;27381;Avion, Sallaumines;51,7;38,8;37;18,4;20,6;1,8;33,5;5,3;8,2;7,3;1091;2680;202;473;99;317;123;61;;1174;158;183;287;252;163;131;0
QP062034;1438;7052;21213;Méricourt, Sallaumines;51,2;45,5;44;;;3;16,8;;;;382;1013;73;131;45;133;58;22;;450;62;69;120;84;61;54;0
QP062035;2301;2301;8268;Wingles;50,8;39,9;36,2;16,2;19,1;2,1;25,2;6,2;4;3,7;583;1646;108;183;49;243;98;48;;769;115;134;211;136;103;70;0
QP062036;2896;4672;35132;Arques, Longuenesse, Saint-Omer;54,6;43,9;40,4;12,5;15,9;2,6;35,5;;8,2;7,7;988;2279;272;404;98;214;68;92;5;969;159;183;251;159;116;101;0
QP062037;1776;2138;13992;Saint-Omer;57,1;33,7;33,6;18,4;22,2;1,4;50,7;;;;682;1304;145;384;56;97;33;57;15;470;84;79;118;84;62;43;0
QP062038;1134;1134;6604;Courcelles-lès-Lens;50;41,7;38,6;14,2;16,6;2,5;23,9;7,1;4,6;4,8;283;731;44;117;22;100;43;17;;323;37;42;62;72;56;54;0
QP062039;1092;1298;10639;Courrières;53,1;45;43,9;13,2;15,3;2,8;26,5;;;;360;808;87;168;25;80;28;25;;341;45;51;77;70;60;38;0
QP062040;1670;3296;10026;Ostricourt, Évin-Malmaison;52,4;36,1;32,9;21,4;24,8;1,4;30,4;5,9;9,2;9,8;401;1025;69;145;57;130;51;24;;439;63;69;110;103;48;46;0
QP062041;1936;3890;26748;Hénin-Beaumont;50,6;37,9;33;18,2;22,5;1,8;29,7;;;;548;1387;96;215;54;183;65;36;;595;84;100;136;106;84;85;0
QP062042;1049;3890;26748;Hénin-Beaumont;52,3;42,8;38,8;12,2;20,1;2,5;34,1;;;;291;724;90;107;20;74;27;33;;334;60;52;92;59;50;21;0
QP062043;1898;5278;27354;Courrières, Fouquières-lès-Lens, Montigny-en-Gohelle;52,4;44,7;41;12,5;;2,8;30,7;;;;420;1093;78;166;35;141;65;34;;494;69;78;129;92;66;60;0
QP062044;2183;6824;36975;Hénin-Beaumont, Montigny-en-Gohelle;57,3;43,5;38,7;15,8;21,3;2,1;43,5;3,8;3,9;3,7;621;1198;152;329;48;92;21;66;;437;77;79;94;80;53;54;0
QP062045;2466;4969;20312;Méricourt, Rouvroy;54,3;33,8;31,6;21;24,9;1,3;39,1;;3,9;;748;1760;148;328;65;207;82;39;;734;98;105;186;155;107;83;0
QP062046;1231;2632;8604;Rouvroy;52,5;37,6;35,3;17,4;20,8;1,9;36,2;4,3;0,9;0,2;387;938;68;160;40;119;43;18;;394;54;59;98;83;61;39;0
QP062047;1418;4347;16817;Billy-Montigny, Rouvroy;55;39,6;36,7;19;24;1,8;35,9;5,3;2,6;2,7;383;992;70;153;25;135;61;30;;443;71;67;115;85;58;47;0
QP062048;1915;1915;8534;Libercourt;51,1;36,8;34,6;19,6;21,3;1,5;31,2;5,3;8;8,4;458;1071;78;206;40;134;58;32;;439;67;68;116;67;66;55;0
QP062049;1487;10361;42537;Boulogne-sur-Mer;54,1;35,1;30,9;22,6;26,6;1,2;47,5;;;;555;1091;119;298;45;93;25;33;17;392;64;59;95;81;45;48;0
QP062050;1423;10361;42537;Boulogne-sur-Mer;47,9;;;;;;61,8;;;;581;1009;99;378;36;68;26;61;53;323;54;60;89;43;40;37;0
QP062051;8046;11587;53860;Boulogne-sur-Mer, Saint-Martin-Boulogne;54,6;44,3;40,4;15,5;18,4;2,3;29,6;4,4;2,8;1,8;2429;5589;568;1090;208;563;222;188;9;2363;309;344;586;454;356;314;0
QP062052;1455;13769;52169;Boulogne-sur-Mer, Le Portel;51,5;36,6;34;20,2;22;1,5;36;1,2;1;0,9;395;983;88;156;29;122;44;33;;437;62;79;112;71;55;58;0
QP062053;1227;1227;14390;Outreau;56,6;31,8;26,3;26,1;35,3;1;48,9;;0,8;0,4;;;;;;;;;;;;;;;;;5
QP062054;2584;3408;9632;Le Portel;53,5;42,3;36,9;17,6;22;1,9;36,9;5,1;0,4;0,2;754;1737;145;345;75;189;67;74;;706;115;108;157;138;106;82;0
QP062055;5477;14032;72520;Calais;51,6;42,8;41;15,6;18,1;2,2;34,9;6,3;;;1659;4003;353;712;143;451;171;163;22;1748;247;262;433;328;256;222;0
QP062056;8555;14032;72520;Calais;54,7;44,6;42,7;13,5;15,5;2,6;38,6;3,2;3,3;2,7;3175;7092;780;1467;238;690;230;268;141;2972;519;505;718;503;382;345;0
QP062057;2693;2693;10184;Lillers;53,8;38,6;36,5;16,3;18,8;1,9;36,9;2,9;0,6;0,4;902;1987;189;437;64;212;67;99;;808;141;137;226;140;97;67;0
QP062058;1849;1849;9947;Aire-sur-la-Lys;52,8;39;37,8;15,8;18,6;1,8;47,5;2,6;1,3;1;636;1347;149;318;48;121;39;79;10;536;82;75;138;104;84;53;0
QP062059;1207;1207;11158;Étaples;54;39,7;37,7;15,9;;2,2;34,4;;;0;333;794;63;141;30;99;36;37;;328;54;49;71;65;51;38;0
QP062060;1088;1386;7852;Achicourt;55;38,5;32,5;16,5;19,5;1,7;49,7;1,1;2,6;2,1;405;765;99;223;22;61;13;32;;272;53;46;75;39;37;22;0
QP062061;7023;9483;40830;Arras;52,6;38,8;36,6;16,4;19;1,9;44,4;3,1;9,2;7;2635;5681;574;1312;189;560;206;191;8;2293;357;366;593;462;299;216;0
QP062062;1259;9483;40830;Arras;52,8;35,8;30,3;16,2;19,6;1,7;50,2;;;4,7;565;1176;133;280;38;114;32;59;7;471;87;88;120;74;58;44;0
QP062063;1499;10869;48682;Achicourt, Arras;52,5;43,9;41,7;;;2,6;27,5;;0,8;0,7;395;1055;94;145;31;125;49;25;9;496;53;69;107;115;82;70;0
QP062064;2193;2193;11271;Saint-Laurent-Blangy, Saint-Nicolas;52,2;35,4;33;15,5;17,8;1,8;47,3;1,1;8;7,2;750;1445;159;407;53;131;35;53;;503;79;94;117;90;67;56;0
QP063001;1033;2637;11308;Thiers;54,4;31,4;27,8;30;33,3;0,8;41,6;;23,8;21,6;410;848;58;223;36;93;37;40;22;310;51;53;81;62;37;26;0
QP063002;3413;17319;141463;Clermont-Ferrand;52,2;38,2;40,5;16,6;19,7;1,7;53,5;;27,1;22,6;1316;2410;149;842;88;237;93;89;210;767;178;129;178;120;74;88;0
QP063003;7596;17319;141463;Clermont-Ferrand;51,4;38,1;34,8;20,2;22,3;1,6;40,3;5;25;24,1;2233;5763;338;948;194;753;361;105;44;2562;409;403;708;481;320;241;0
QP063004;4382;17319;141463;Clermont-Ferrand;53,3;40,7;37,8;17,1;17,9;2;34,2;;25,7;25,8;1298;3486;259;488;101;450;202;62;9;1632;269;279;431;288;212;153;0
QP063005;1928;17319;141463;Clermont-Ferrand;54,6;38,8;36,5;20,8;23,8;1,6;39,6;;20,6;21,4;505;1180;89;229;40;147;61;39;22;490;121;102;117;76;46;28;0
QP063006;1560;1560;19287;Cournon-d'Auvergne;51,1;37,2;33,9;16,7;18,8;1,8;42,5;;11,4;10,9;519;1083;113;269;31;106;36;22;;424;66;71;102;92;54;39;0
QP063007;1604;2637;11308;Thiers;51,4;34,6;31,5;24;28,5;1,1;51,6;;15,9;14;671;1313;116;381;54;120;43;64;8;466;71;91;122;79;57;46;0
QP064001;1649;5452;47492;Bayonne;49,8;31,1;29,3;20;23,2;1,2;53,2;;;;606;1027;119;374;40;73;13;58;16;315;51;58;75;66;37;28;0
QP064002;3803;5452;47492;Bayonne;52,9;37;34,3;19,7;21,9;1,6;33,6;4,5;22;22,4;1150;2672;189;501;117;343;108;46;;1056;173;175;281;193;132;102;0
QP064003;4102;6159;77575;Pau;56,7;33,1;28,1;26,8;31,7;1;47,8;;21,5;20,1;1459;3119;319;724;116;300;108;52;38;1229;165;205;308;226;167;158;0
QP064004;2057;6159;77575;Pau;50,7;38,5;36,6;21,3;21,3;1,5;34,9;;35,3;33,8;789;1804;116;372;113;188;94;27;;706;97;110;196;117;111;75;0
QP065001;1516;7137;41062;Tarbes;50,6;49,7;45,5;;;2,5;50,8;3,8;20,4;19;711;1263;101;494;29;87;40;36;270;434;78;81;122;72;43;38;0
QP065002;2357;7137;41062;Tarbes;57,9;36,3;32,9;24,1;27;1,3;50,9;;15,6;14,3;1034;2043;193;578;88;175;65;67;;749;134;125;180;138;107;65;0
QP065003;3316;7189;45775;Séméac, Tarbes;57,1;30,2;26;30;34,1;0,8;58,5;;9;8,8;1338;2466;264;811;93;170;57;116;69;862;143;135;215;195;102;72;0
QP065004;1165;1165;14644;Lourdes;51,5;39,5;;17,4;20,8;1,9;38,7;;25,6;23,7;354;746;72;167;34;81;27;18;;283;45;43;76;46;51;22;0
QP066001;1226;1226;8450;Elne;51,7;33;30,3;21,6;24,6;1,3;43,8;2,4;10,1;9,9;353;713;68;189;22;74;22;27;;270;52;33;62;62;37;24;0
QP066002;2630;32385;120959;Perpignan;53,2;38,5;33,9;18,3;21,9;1,7;39,8;;;;717;1406;171;376;52;118;31;102;11;514;84;94;130;83;67;56;0
QP066003;3430;32385;120959;Perpignan;54,1;37;33,6;18,2;20,6;1,6;48,2;;8,9;8,7;1352;2614;353;725;80;194;55;126;41;993;163;168;231;165;149;117;0
QP066004;2828;32385;120959;Perpignan;51,2;46,5;44,6;14,6;15,5;2,7;37,6;6,2;28,6;26,8;953;2331;194;414;90;255;113;42;;1030;149;183;277;190;118;113;0
QP066005;5101;32385;120959;Perpignan;50;43,4;42,1;16,8;16,9;2,2;31,4;5,7;25,4;24,1;1610;3636;396;811;99;304;144;121;;1602;240;257;392;311;203;199;0
QP066006;1581;32385;120959;Perpignan;50,4;45;;;;;;;;;374;1030;60;132;37;145;64;13;;473;70;95;125;80;59;44;0
QP066007;2854;32385;120959;Perpignan;52,3;28,2;26,4;28,4;30,2;0,8;46;;15,2;14,3;1006;2025;215;555;51;185;64;76;21;782;129;132;208;149;88;76;0
QP066008;11358;32385;120959;Perpignan;47,6;41,5;39,4;13,7;13,6;2,4;51,6;;10,2;8,7;4329;6794;821;3076;176;256;66;400;239;2018;302;305;489;363;299;260;0
QP066009;994;32385;120959;Perpignan;53,8;47,1;;;;;;;;;426;933;148;230;14;34;11;55;;431;74;49;87;85;56;80;0
QP066010;1609;32385;120959;Perpignan;55,5;39,6;33,1;20,1;21,9;1,7;31,5;3,3;21,4;20,3;623;1505;132;277;56;158;77;20;;659;85;95;170;135;98;76;0
QP067001;1464;1464;12718;Bischwiller;51,9;40,1;39,7;18,6;;1,6;31;;15;13,1;386;986;93;139;32;122;48;33;;442;62;71;126;95;56;32;0
QP067002;1251;1251;34419;Haguenau;50,4;35,9;;16;;2;34,2;;17,1;17,2;336;803;92;140;19;85;26;27;;360;74;64;82;68;40;32;0
QP067003;1426;1426;11609;Saverne;50,1;39,2;36,8;15;16,1;2,3;23,4;;24;26,1;380;1080;80;123;32;145;58;24;;520;68;73;128;114;84;53;0
QP067004;5957;9582;48882;Bischheim, Schiltigheim;53;40,6;36,7;20,8;23,1;1,7;31,4;7;22,4;23,1;1832;4547;373;742;171;546;232;111;33;1984;285;315;498;368;267;251;0
QP067005;1691;4767;17432;Bischheim;49,3;36,7;32,6;16,9;;1,7;31,1;3,6;25,8;23,5;551;1206;109;268;55;119;51;19;;475;74;58;128;94;66;55;0
QP067006;2327;2327;26455;Illkirch-Graffenstaden;56,7;34,3;33,1;21,7;24,7;1,3;33,3;;11,9;10,4;741;1805;216;276;54;195;79;32;;814;120;122;224;156;106;86;0
QP067007;2701;2701;17450;Lingolsheim;52,6;43,2;40,8;16,6;18,1;2,3;31,5;7;15,2;15,9;480;1377;94;164;30;192;81;28;5;678;106;113;167;127;99;66;0
QP067008;1934;4815;31450;Schiltigheim;51,7;34,5;;22,8;;1,2;37;;19,8;16,1;665;1520;131;321;37;176;81;34;7;636;86;88;165;133;96;68;0
QP067009;2937;64499;275718;Strasbourg;53,1;37,2;34,8;21,8;23,8;1,4;25,4;;29,5;29,1;829;2313;138;301;72;318;144;38;;1089;185;194;307;201;115;87;0
QP067010;1875;64499;275718;Strasbourg;51,3;37,2;;18,6;;1,6;37,7;;27,4;27,6;720;1882;164;245;67;244;92;31;7;843;152;136;237;151;89;78;0
QP067011;12869;64499;275718;Strasbourg;52;42;39,5;15;16,3;2,3;28,2;8,6;24,3;24,8;3900;10522;697;1445;397;1361;653;210;33;4828;617;682;1242;977;652;658;0
QP067012;2251;64499;275718;Strasbourg;54,2;39,3;;;;;42,6;;;;661;1748;133;247;50;231;105;39;10;802;119;115;208;159;118;83;0
QP067013;7991;64499;275718;Strasbourg;51,6;40,8;38,9;15,3;16,4;2,3;25,5;6,3;27,2;27,8;2591;6786;417;1041;235;898;413;125;106;3027;417;487;799;602;408;314;0
QP067014;5014;64499;275718;Strasbourg;55,1;43;41,9;17,9;17,9;2,1;26,8;9,1;27,9;27,5;1430;3895;267;567;125;471;264;56;5;1852;196;271;486;391;262;246;0
QP067015;2949;64499;275718;Strasbourg;48,9;37,7;;;;;50;;28,7;30,3;1152;2119;155;715;82;200;61;86;137;682;134;130;161;111;78;68;0
QP067016;16800;64499;275718;Strasbourg;52,4;42,9;39,9;15,2;16,3;2,3;27;6,4;24;23;5826;14313;1254;2505;470;1597;686;326;65;6356;948;968;1654;1227;824;735;0
QP067017;4199;64499;275718;Strasbourg;53,8;35,7;32,8;21,9;24,1;1,3;38,6;;17,9;17,4;1307;3097;264;576;120;347;155;55;;1314;203;222;326;250;169;144;0
QP067018;2493;64499;275718;Strasbourg;54,6;33,1;35,8;;;1;54,3;;22;23,1;1015;1737;121;662;80;152;35;51;173;483;90;94;97;83;62;57;0
QP067019;1259;64499;275718;Strasbourg;50,8;41,2;36,7;12,8;13;2,7;29,3;4,7;18,1;18;454;1058;122;191;33;108;39;24;;461;81;81;124;76;58;41;0
QP067020;1461;64499;275718;Strasbourg;53,3;38,3;;;;1,9;38,8;;24,8;27,9;581;1219;135;286;54;106;37;27;16;473;94;96;111;80;50;42;0
QP067021;2401;64499;275718;Strasbourg;54,7;41,1;40;16,8;16,8;2,1;22,4;;21,6;20;710;1888;146;234;80;250;107;34;;840;121;173;219;143;102;82;0
QP068001;1901;12092;67956;Colmar;48;38,2;36,6;16;17,9;2;31,2;;19,6;19,6;369;857;54;181;38;96;48;24;;352;62;54;85;63;60;28;0
QP068002;10191;12092;67956;Colmar;52,2;41,9;39,1;14,9;15,7;2,3;27;4,1;28,1;28;2750;7154;555;1079;207;909;399;157;81;3265;535;516;887;624;411;292;0
QP068003;8111;50823;112063;Mulhouse;52,2;44,7;42,6;15,2;17;2,5;28,8;9,7;31,1;31,2;2357;7003;483;779;187;908;490;103;10;3516;500;565;944;670;456;381;0
QP068004;4419;50823;112063;Mulhouse;51,9;40,6;38,4;17,4;18,1;2;30,5;7,5;25,4;25,9;1307;3377;214;558;104;431;213;48;;1526;232;270;388;280;183;173;0
QP068005;34043;50823;112063;Mulhouse;49,4;39,1;38,5;15,8;16,6;2;41,8;4,6;30,2;28,8;10368;23485;1586;5282;732;2768;1153;819;557;9579;1636;1601;2596;1773;1164;809;0
QP068006;4674;52510;126933;Illzach, Mulhouse;51,5;36,3;35,5;18,1;19,2;1,6;35,9;4,5;20,6;21,1;1445;3232;252;712;108;373;159;74;;1299;225;197;356;239;162;120;0
QP068007;1263;50823;112063;Mulhouse;48,7;;;;;2,1;;;29,7;31,2;275;849;48;85;18;124;61;12;;423;68;73;115;86;49;32;0
QP068008;1893;1893;14666;Wittenheim;50,2;45;41,4;14,9;13,4;2,5;20,2;12,1;22,9;24,5;387;1204;91;98;32;166;85;12;;615;89;104;174;119;67;62;0
QP068009;1889;1889;19907;Saint-Louis;51;36,8;37,6;15,9;17,4;1,9;41;;31,6;31,9;509;1284;80;218;42;169;68;25;10;559;70;77;152;113;81;66;0
QP068010;1139;1139;11664;Cernay;53,2;46,7;48;;;2;;14,3;27,3;25,3;258;721;48;81;31;98;45;10;;336;37;53;103;66;41;36;0
QP069001;1782;1782;10733;Tarare;52,2;38,8;35,8;22,2;26,4;1,5;42,3;6,9;14;13,2;409;1040;71;172;36;130;61;38;;455;68;81;117;84;63;42;0
QP069002;2283;14197;147192;Villeurbanne;53;44,9;42,2;14,3;;2,7;25,3;7,8;25,1;23,9;699;1883;138;280;36;245;110;59;31;902;118;136;277;156;108;107;0
QP069003;985;985;7242;Neuville-sur-Saône;52,9;36,1;32,7;18,9;20,8;1,5;25,9;2,4;24,3;25,2;255;638;53;90;34;78;28;9;;267;56;37;60;54;40;20;0
QP069004;3129;8103;19574;Givors;50,5;34;32,3;19,6;20,5;1,3;40;;25;23,8;922;2260;139;427;61;295;126;44;6;979;162;151;260;183;130;93;0
QP069005;810;810;11429;Brignais;51,2;37;;;;1,5;28,6;8;;;199;520;37;75;16;71;26;15;;234;34;42;65;42;28;23;0
QP069006;1201;8704;36531;Villefranche-sur-Saône;53,6;48,2;47,1;;;;28,4;;22,3;24,6;305;948;80;81;22;122;66;16;;501;76;97;140;83;65;40;0
QP069007;4066;8704;36531;Villefranche-sur-Saône;48,7;39,8;37,9;19,6;22;1,7;29;8,4;24,2;24,5;1040;2950;135;362;114;429;218;35;;1367;232;273;355;265;142;100;0
QP069008;4923;10190;48740;Gleizé, Limas, Villefranche-sur-Saône;53,3;45,5;43,1;15,1;16,1;2,5;30;6,4;23,7;23,9;1381;3749;278;510;148;445;225;63;;1763;262;290;461;325;229;196;0
QP069009;1517;1517;8123;Belleville;52,2;35,4;33,3;22;23,5;1,3;40,2;1,9;21;18,4;482;1087;96;212;56;118;51;30;;428;71;71;113;89;55;29;0
QP069010;4759;10324;38746;Bron;52,1;40,3;40,2;15,9;15,7;2,3;45,3;7,8;31;31,9;1649;3951;231;801;133;484;201;48;9;1670;307;292;436;286;177;172;0
QP069011;6686;34177;82833;Bron, Vaulx-en-Velin;50,7;40,6;39,4;16,5;17,1;2,1;31,8;6,3;24,6;23,9;1522;4145;264;562;113;583;268;77;16;1918;333;322;519;330;222;192;0
QP069012;3285;8103;19574;Givors;52,1;45,5;42,6;12,4;14,3;3,2;31;10,2;23,3;21;969;2739;211;336;63;359;174;61;;1341;217;218;340;262;182;122;0
QP069013;1336;1336;32598;La Mulatière, Oullins;49,4;;;;;;54,5;;19,6;18,7;546;1142;82;300;47;117;49;49;41;427;80;69;118;81;44;35;0
QP069014;2408;2408;10132;Pierre-Bénite;52;39,8;37;19,2;21,8;1,8;28,3;8,7;24,1;25,4;567;1506;106;233;36;192;92;34;;708;123;121;192;130;79;63;0
QP069015;21966;31504;79220;Saint-Fons, Vénissieux;51,9;44,1;42,3;15,2;16,4;2,4;27,9;9,9;26,1;25,6;6239;18040;1165;2154;512;2408;1213;297;16;8839;1378;1447;2317;1719;1081;897;0
