"CODGEO";"POP_MUN";"POP_COM_QP";"POP_COM";"TX_F";"TX_TOT_0A24";"TX_F_0A24";"TX_TOT_60ETPLUS";"TX_F_60ETPLUS";"IND_JEUNE";"TX_TOT_MEN1";"TX_TOT_MEN6";"TX_TOT_ET";"TX_F_ET";"NOTE_RP";"A";"PERCOU";"AM";"AI";"ACSSENF";"ACAVENF";"AC3ENF";"A_NETUD_24";"A_ETUD";"ENF";"ENF_2";"ENF_3_5";"ENF_6_10";"ENF_11_14";"ENF_15_17";"ENF_18_24";"NOTE_CNAF"
"QP084012";4384;5593;28922;52,9;38,4;35,6;20,3;20,5;1,6;35,2;4,3;25,8;26,7;0;1164;2915;225;483;103;353;161;63;;1298;200;216;363;241;159;119;0
"QP084013";1209;5593;28922;54,2;36,2;31,7;27,5;27,5;1,1;35,2;;30,6;32,3;0;299;623;40;168;33;58;27;11;;234;32;40;62;49;31;20;0
"QP084014";1565;4083;18802;54,1;38,8;35,7;18,2;;1,9;32,8;;30,2;30,3;0;500;1222;100;214;49;137;67;36;;528;83;83;124;128;59;51;0
"QP084015";1128;4083;18802;52,8;43,3;40,8;12,5;;3;36;;15,7;13,5;0;372;908;63;160;26;123;45;22;;388;55;65;110;79;48;31;0
"QP084016";1453;1453;12875;52,7;35,8;37,6;;;1,4;38,5;;23,1;20;0;373;771;95;188;22;68;22;49;;309;48;54;85;62;33;27;0
"QP084017";3125;3125;11011;53,2;31,4;31,3;24;;1,1;51;;21,5;19,6;0;1022;2092;180;569;72;201;86;77;;796;94;100;211;189;122;80;0
"QP084018";1044;1044;19706;50,8;42;36;;;3;28,7;;20,2;18,2;0;319;751;78;138;26;77;31;15;;329;62;50;89;63;34;31;0
"QP084019";1705;1705;9426;52,7;34,9;33,8;24;24,7;1,2;44,6;2,9;20,9;17,6;0;447;919;84;237;33;93;35;34;;347;62;71;94;54;35;31;0
"QP084020";4748;5970;26198;52,7;40,2;38,2;19,7;21;1,8;36,1;6,4;34,7;33,1;0;1117;2706;177;508;96;336;165;46;;1151;220;206;312;209;118;86;0
"QP084021";1222;5970;26198;42,9;32,3;;;;0,9;36,6;;27,1;;0;279;623;35;158;11;75;40;14;;256;31;44;76;49;37;19;0
"QP084022";2290;2290;13509;52,4;34,9;32;26,8;32,7;1,1;48,3;4,3;23,2;24,1;0;725;1541;113;407;47;158;69;52;;613;86;89;185;119;78;56;0
"QP085001";2779;5831;54766;55,2;36,2;30,6;19,4;22,3;1,6;55,9;;18,9;18,1;0;1129;2158;233;665;58;173;61;79;23;800;124;128;199;155;116;78;0
"QP085002";1331;5831;54766;50,7;37,6;32,2;15,2;17;2;44,2;;21,4;21,7;0;523;957;102;322;25;74;28;44;;332;55;56;93;63;41;24;0
"QP085003";1721;5831;54766;52,6;39,3;36;;;2,2;54,4;;13,5;12,5;0;629;1216;133;354;51;91;34;89;21;449;69;77;123;87;59;34;0
"QP085004";1471;1471;13302;53,8;28,7;30,3;26,1;28,3;0,9;60,7;;;6,3;0;612;1067;121;382;43;66;18;53;13;347;49;47;77;81;60;33;0
"QP086001";4175;6834;31733;55,8;38,7;35,3;22,6;26,7;1,4;45,7;4,8;18,8;17,3;0;1656;3560;425;871;92;268;114;130;5;1544;237;270;383;275;196;183;0
"QP086002";2659;6834;31733;47,9;41,4;40,6;16,3;18,9;1,7;65,5;;12,9;13,8;0;1256;2041;185;881;68;122;45;246;112;605;94;86;151;125;79;70;0
"QP086003";1302;16073;88665;53,1;37,6;35,7;16,8;;;46;;21,1;;0;471;1002;115;245;28;83;34;34;;419;69;69;110;74;53;44;0
"QP086004";3686;16275;95931;53,3;36,4;34,3;19,9;23,3;1,5;51,3;;29,1;26,1;0;1578;3510;364;832;103;279;122;113;29;1550;283;249;386;291;185;156;0
"QP086005";9497;16073;98707;56,6;39,6;35,1;22,5;27,9;1,4;58,4;3,7;17,5;15,6;0;3761;7491;810;2169;222;560;224;361;218;2954;531;471;719;510;382;341;0
"QP086006";1790;16073;88665;54,2;34,6;33,3;14,7;15,4;1,5;62,1;2,1;16,9;16,6;0;872;1419;136;588;57;91;28;85;81;407;89;60;101;69;43;45;0
"QP087001";1049;25143;131479;51,6;36,9;35;20,4;;1,6;29,5;7,7;40,8;40,5;0;302;753;61;139;36;66;38;12;;344;37;58;100;68;39;42;0
"QP087002";2884;25143;131479;54,7;39,4;37,1;21;24,6;1,6;44,8;;28,3;27,6;0;1091;2542;230;545;103;213;107;81;;1135;174;171;310;216;144;120;0
"QP087003";1478;25143;131479;50,3;33,7;33;21,5;26,3;;61,6;;19,5;15,5;0;628;1074;89;418;49;72;27;48;6;325;64;36;89;70;35;31;0
"QP087004";5567;25143;131479;51;41;37,7;18;19,7;1,9;29,1;6;28,4;28,9;0;1596;3882;310;675;170;441;174;91;6;1671;295;264;415;319;206;172;0
"QP087005";4622;25143;131479;53,7;50,6;46,6;14,2;16,1;3,1;38,6;10,5;35,5;32,4;0;1330;3344;361;610;106;253;129;116;41;1650;226;241;399;335;246;203;0
"QP087006";4008;25143;131479;55,3;40,9;35,7;22,3;25,1;1,6;39,5;4,9;31,4;29,4;0;1334;3304;343;580;106;305;165;108;15;1563;284;260;402;274;190;153;0
"QP087007";1892;25143;131479;52,2;30,8;30,3;28,6;32,3;;60,1;;20,3;20,7;0;763;1243;123;487;67;86;18;81;55;337;70;53;83;50;45;36;0
"QP087008";2261;25143;131479;57,3;36;32,8;22,4;26;1,2;46,9;;23,8;21,9;0;953;1885;237;507;69;140;40;65;23;731;132;127;172;137;91;72;0
"QP087009";1382;25143;131479;54,1;31,7;27,2;28,6;;;51,1;;14,3;15,2;0;475;986;109;240;35;91;30;34;;380;69;61;92;65;52;41;0
"QP088001";1343;4982;32223;55,3;40,1;36,7;;;;48,2;;;;0;510;983;110;305;28;67;28;42;11;379;65;57;83;69;57;48;0
"QP088002";3639;4982;32223;50,7;40,3;37,7;18,6;19,9;1,7;43;5,5;21,9;22,4;0;1312;2840;248;694;109;261;125;79;15;1149;144;160;315;236;152;142;0
"QP088003";1153;1153;8714;57,6;35,8;30,4;21;23,8;1,4;46,7;1;4;3,6;0;448;910;115;223;35;75;19;35;;347;55;47;97;70;46;32;0
"QP088004";1202;1202;7691;52,4;33,9;32,9;25,5;28,2;1,1;42,4;3,9;17,9;16,8;0;356;748;62;191;26;77;22;14;;286;34;27;73;72;47;33;0
"QP088005";2665;5329;19724;51,5;35,2;32,1;22,9;24,8;1,3;51,4;;14,4;;0;1011;2032;161;581;75;194;76;51;;743;91;118;197;159;94;84;0
"QP088006";2664;5329;19724;56,2;38,7;33,7;24,7;28,9;1,4;38,7;;17,3;16;0;911;1940;150;505;58;198;92;65;22;769;104;112;193;160;103;97;0
"QP089001";1791;6249;34764;51,5;32,7;28,1;;;1,2;45,2;;16,2;16,7;0;649;1336;131;343;53;122;54;55;;512;87;80;141;90;63;51;0
"QP089002";3544;6249;34764;54,3;39,4;36,4;19,2;21,3;1,8;40,1;;23,6;22,5;0;1181;2883;249;526;88;318;159;58;;1290;171;204;356;248;184;127;0
"QP089003";914;6249;34764;48,3;41,1;37,4;17,2;;2;47;;16,9;16,7;0;384;757;102;207;20;55;20;35;;303;60;52;72;66;32;21;0
"QP089004";1133;1133;7247;51,2;39,6;36,7;18,8;20,3;1,8;35;7,2;14,9;14,9;0;363;880;53;180;28;102;53;21;;388;49;57;97;95;59;31;0
"QP089005";2198;2198;9479;52,8;47,9;41,8;13,8;15,4;3,1;31;9,9;28,1;25,7;0;672;1483;141;335;45;151;67;47;10;610;92;101;158;110;74;75;0
"QP089006";5572;6631;26586;52,9;39,7;36,9;17,7;19,6;2;42,4;3,7;25,2;22,8;0;1892;4341;398;900;161;433;185;92;;1836;301;289;465;384;239;158;0
"QP089007";1059;6631;26586;53,9;35,6;;;;;51,4;;19,5;;0;392;875;110;171;37;74;32;31;;366;57;59;93;72;48;37;0
"QP090001";1255;13336;46954;48,8;49,6;43,8;;;;63,5;;20,1;16,2;0;564;1015;81;369;30;84;33;47;176;336;49;44;90;73;43;37;0
"QP090002";1926;13336;46954;52,5;33,5;32,3;26,5;28,6;1;45,3;;33,5;32,2;0;674;1613;99;326;63;186;89;40;23;677;98;113;172;138;92;64;0
"QP090003";1755;13336;46954;48,1;25,5;21;27,1;30,4;;51,3;;17,5;16,1;0;670;1180;119;417;44;90;29;40;5;372;67;63;93;69;38;42;0
"QP090004";8762;13698;51634;52,6;38,1;35,2;22,1;24,7;1,5;39,3;4,3;19,4;19,7;0;2772;6470;464;1338;233;737;349;223;49;2702;399;432;702;563;346;260;0
"QP090005";1101;1101;9439;52,6;34,9;34,9;24,9;26,4;1,2;26,7;4,7;20,2;20,9;0;286;707;37;128;33;88;44;10;;296;37;44;90;54;43;28;0
"QP091001";1112;1112;19965;55,8;45,9;44,2;;;;24,8;;21,6;21,6;0;238;790;59;59;11;109;56;9;;431;57;74;112;87;57;44;0
"QP091002";5582;15524;50954;48,9;44,1;45,1;13,4;12,7;2,7;18,4;13,7;39,7;38,7;0;1626;3937;262;779;129;456;232;87;12;1716;250;248;411;338;225;244;0
"QP091003";7068;15524;50954;53;42,7;41,7;8,6;8,6;4,3;31,3;6,1;28,4;27,3;0;1890;5201;447;639;121;683;310;135;18;2510;444;454;681;468;280;183;0
"QP091004";1671;15524;50954;52,3;45;42;;;2,4;31;13;31,2;32,3;0;448;1221;114;169;22;143;68;23;;605;74;90;167;139;80;55;0
"QP091005";1211;15532;58438;51,3;32,7;35;;;;42,5;;42,8;45,5;0;363;800;69;177;31;86;30;43;5;320;77;59;68;56;40;20;0
"QP091006";5457;5457;24764;49;39,5;38,9;15;15,5;2,1;29,3;6,7;24,7;21,5;0;1544;3765;322;706;65;451;212;76;51;1705;263;253;454;345;220;170;0
"QP091007";1527;1527;26878;55,2;44,4;42,3;;;3,1;24,6;;23,1;24,1;0;362;1064;117;118;11;116;70;22;;577;65;87;168;117;81;59;0
"QP091008";1364;1364;13917;51,6;42,7;42,8;8,8;9,4;3,8;47,2;5,3;22,9;22;0;426;1074;106;179;23;118;59;42;;507;110;79;113;88;68;49;0
"QP091009";1204;6636;36015;53,9;37,8;37,4;19,3;22,1;1,6;34,8;;23,6;22,7;0;329;795;72;154;13;90;41;13;;365;44;59;100;86;46;30;0
"QP091010";5432;6636;36015;49,5;40,3;39,2;14,8;;2,4;31;8;27,8;23,5;0;1616;4167;313;730;74;499;268;65;12;1970;256;313;557;378;255;211;0
"QP091011";2502;2502;25354;51,4;46;41,8;;;3,7;18,6;12;24,8;23,4;0;697;2021;191;216;43;247;124;32;;1035;150;165;284;177;153;106;0
"QP091012";6590;6590;12279;53,5;45,5;43,2;11,7;11,9;3,3;21,4;9,1;27,2;26,7;0;1681;4808;447;549;89;596;281;69;7;2436;319;373;632;519;343;250;0
"QP091013";1385;1385;9018;54,9;43,5;43,3;11;10,7;3,3;32,2;9,5;19,7;20,4;0;389;1002;89;170;22;108;65;22;;480;56;56;121;106;79;62;0
"QP091014";2248;2248;20964;51,7;41,3;40,4;16,6;;2,1;34,7;7,7;28,5;28,5;0;612;1757;144;226;25;217;129;21;;897;112;136;273;174;108;94;0
"QP091015";2332;5918;50632;51,4;39,6;38,1;15,2;16,5;2,1;33,1;6,1;23,6;24,2;0;643;1801;140;256;25;222;123;26;;902;107;131;249;192;120;103;0
"QP091016";4890;33165;67131;53,3;46,5;46,2;7,5;7,1;5,2;22,8;9,2;25,5;25,4;0;1257;3666;345;388;69;455;229;52;13;1879;288;302;492;359;244;194;0
"QP091017";12854;33165;67131;51,7;42,3;43;11,6;11,4;2,9;31,7;9,8;22,2;21,3;0;3491;9021;652;1499;168;1172;537;261;231;4181;635;660;1079;850;522;435;0
"QP091018";2757;33165;67131;51,9;45;44,1;;;4,7;27,4;;20,4;20,8;0;837;2101;172;371;41;253;119;54;115;963;164;147;240;195;124;93;0
"QP091019";3265;33165;67131;52,7;42,2;37,6;11,8;13,5;3,1;21,2;7,7;24,4;22,7;0;897;2427;190;343;44;320;156;53;12;1160;216;168;281;239;148;108;0
"QP091020";1288;33165;67131;51,2;42,7;38,7;;;2,5;30,2;;33,1;32,3;0;337;879;64;137;16;120;50;26;31;407;66;60;104;81;54;42;0
"QP091021";2189;33165;67131;48,8;37,1;32,3;;;2,1;33,1;;20,9;22;0;421;1120;98;160;29;134;67;18;;539;53;78;143;116;79;70;0
"QP091022";2019;33165;67131;49,4;40,6;39,8;6,5;6,8;5,7;21,1;10,2;22;21,9;0;643;1513;111;309;38;185;69;37;11;653;119;118;153;121;87;55;0
"QP091023";2475;33165;67131;50;43,8;40,1;8,4;;4,4;32,8;8,9;22,1;23,4;0;737;1943;171;293;33;240;116;33;19;928;170;166;237;160;112;83;0
"QP091024";1428;33165;67131;46,4;36,8;37,3;12,4;13,7;2,5;35,3;10;23,7;23,5;0;308;847;46;124;7;131;49;14;7;399;72;56;118;81;38;34;0
"QP091025";5435;5435;29589;53,6;42,1;41,1;14,4;14,7;2,5;27,9;6,7;26,9;26,1;0;1499;4491;343;428;94;634;307;58;5;2248;296;336;657;458;292;209;0
"QP091026";16459;29796;58971;52,4;44,7;42,4;14,2;15;2,6;27,6;12,5;25,8;25,3;0;4277;12174;1057;1574;250;1396;778;227;13;6233;832;935;1675;1224;864;703;0
"QP091027";13337;24103;28265;50;45,1;46,6;8,8;9,3;4,4;25,6;11;43;42,7;0;2867;8833;573;821;193;1280;608;187;38;4482;749;757;1111;888;548;429;0
"QP091028";4573;5847;35101;51,6;42;40,9;12,8;12,2;2,7;26,8;8,2;27,7;29,4;0;1152;3193;275;370;70;437;167;54;;1530;262;213;439;304;167;145;0
"QP091029";1274;5847;35101;50,4;50,6;46;;;6,5;14,9;;22,8;20,5;0;316;1053;91;72;10;143;78;19;;584;62;97;159;123;86;57;0
"QP091030";4413;4413;36734;51,3;39,8;37,3;13,4;12,9;2,6;26,7;6,1;28,6;29,9;0;1027;3025;236;286;81;424;185;53;9;1493;243;264;408;271;171;136;0
"QP091031";2773;9667;60204;52,9;47,2;42,3;13,3;15,3;3;24,7;9,3;21,6;21,5;0;691;2136;212;197;23;259;147;29;;1157;140;151;304;256;159;147;0
"QP091032";2694;4847;23775;54,1;48,1;44,6;8,7;9,2;4,8;21,4;9,7;24,9;26,1;0;711;2173;214;195;33;269;137;40;;1160;154;200;344;214;137;111;0
"QP091033";5614;7962;31463;52,2;44,6;41;13,2;14,2;2,9;26,3;8,9;26,2;25,4;0;1477;4075;398;513;76;490;222;90;6;2022;321;300;513;420;253;215;0
"QP091034";3433;12809;55238;52,6;43,1;42,1;13,9;14;2,6;23,6;8,3;26,6;26,2;0;917;2490;221;339;54;303;139;43;;1206;179;163;337;249;165;113;0
"QP091035";907;907;10920;35,7;21,9;;23,2;;;35,5;;32,7;;0;299;567;;200;;60;22;12;;202;26;28;55;46;32;15;0
"QP091036";1417;1417;6094;53,5;46,1;45,5;11,9;11,6;3,3;22;9,6;24,3;23,1;0;380;1184;103;100;19;158;84;26;;628;73;95;157;143;90;70;0
"QP091037";2472;4101;25287;50,6;46,4;45,1;;;3,5;30,1;10,1;28,5;29,9;0;640;1813;113;230;45;252;126;42;;874;103;111;230;190;124;116;0
"QP091038";1629;4101;25287;49,1;51,1;50;;;6,4;17,2;15,1;46,6;44,7;0;389;1182;96;109;25;159;87;18;;612;75;110;177;116;76;58;0
"QP091039";3586;5918;50632;51,6;36,1;33,2;16,7;19,6;1,8;40,4;5;25,6;24,6;0;956;2366;217;420;46;273;130;39;;1088;174;202;318;198;120;76;0
"QP092001";2915;6175;62485;50,3;33,7;31,2;16,2;;1,5;33,4;;30,8;29,4;0;800;1961;154;339;42;265;95;27;7;854;132;147;228;173;98;76;0
"QP092002";1409;29485;96807;51,4;42,6;37,9;17;19,7;2;31,7;9,8;16,5;17,2;0;407;1011;96;177;17;117;54;14;5;468;54;86;99;91;69;69;0
"QP092003";3165;29485;96807;53,2;35,1;33,9;17,5;18,3;1,7;41,6;;18,9;18,4;0;868;1971;193;432;31;212;92;23;;856;125;130;235;164;119;83;0
"QP092004";3660;3660;62858;53,6;36,7;33,5;21,1;23,3;1,4;29,6;6,8;21,3;22;0;964;2477;204;404;47;309;141;36;8;1151;147;166;295;234;161;148;0
"QP092005";5481;5481;34170;53,3;35,4;34,3;16,4;18;1,8;39,4;3,3;24,7;24,6;0;1610;3593;381;773;80;376;138;78;;1525;244;212;392;300;211;166;0
"QP092006";5020;29485;96807;48,3;35,8;35,9;15,3;16,9;2;35,1;7,6;27,2;23,3;0;1704;3685;238;948;86;432;166;48;6;1455;243;219;380;261;178;174;0
"QP092007";12999;29485;96807;53,2;38,7;36,1;17,9;19,2;1,7;37,7;7,5;23,9;25,2;0;3613;8873;719;1641;213;1040;487;139;19;3987;513;587;1002;775;575;535;0
"QP092008";1728;6493;40812;53,2;34,8;36,1;15,2;15,5;1,9;33,9;6,2;26,9;26,2;0;548;1318;102;251;41;154;76;18;;571;89;104;133;119;63;63;0
"QP092009";3305;6493;40812;54,5;37;39,7;11,5;11,3;2,7;26,2;4,2;20;20,6;0;754;1982;137;283;35;299;94;37;7;886;188;169;231;130;98;70;0
"QP092010";3944;14559;47702;52,5;39,8;37,6;17;19;1,9;30,1;8,6;20,6;22;0;1020;2734;198;389;69;364;163;47;;1278;186;213;347;241;165;126;0
"QP092011";6451;16495;86052;49,9;36,7;34,3;20,1;21;1,6;32;6,7;22,9;21,4;0;1712;4204;327;768;101;516;222;50;9;1871;239;258;478;406;272;218;0
"QP092012";7227;10020;85946;53,3;37,7;34;19,8;22,3;1,6;28,4;6,5;20,4;21,4;0;1874;4862;384;773;109;608;287;74;7;2265;255;281;596;543;332;258;0
"QP092013";8809;24579;133648;51,6;33,3;33,1;23,1;22,9;1,2;38,3;4;26,2;23,5;0;2363;5487;421;1129;148;665;286;85;11;2308;323;380;606;471;299;229;0
"QP092014";3260;6175;62485;48,8;30,8;35,1;16,4;;1,4;45,2;;27,6;22,5;0;706;1547;125;348;48;185;53;53;37;609;104;111;139;124;79;52;0
"QP092015";8968;16495;86052;51,4;38,5;36,6;15,5;15,3;2;27,3;6,4;23,3;24,2;0;2429;6304;485;994;130;820;333;124;78;2908;405;475;750;572;374;332;0
"QP092016";6892;29485;96807;49,8;38,1;37,4;18,1;18,1;1,7;26,1;10,2;24,4;23,6;0;1988;4606;337;976;115;560;228;87;11;1937;326;306;478;374;239;214;0
"QP092017";2181;24579;133648;46;27,7;32,3;16,2;;1,4;43,9;;29,4;24;0;665;1545;101;331;51;182;78;41;5;645;101;92;149;125;93;85;0
"QP092018";2418;24579;133648;46,9;29,5;31,6;26,1;19,3;1;55,2;3,6;37,1;31,8;0;586;1184;83;341;30;132;40;19;;432;77;67;109;74;55;50;0
"QP092019";10783;10783;24023;50,5;38,8;36,9;16,7;16,9;1,9;28,9;6,7;23,9;24;0;2768;7370;564;1072;170;962;428;124;14;3450;526;551;859;716;452;346;0
"QP092020";1460;6493;40812;50,7;41,2;35,2;11,8;12,7;;35,7;;27,2;26,1;0;344;975;77;112;19;136;60;12;;474;73;73;143;91;53;41;0
"QP092021";1076;16495;86052;54;;;24,2;;;59,1;;23,8;;0;390;797;61;227;23;79;31;7;;303;46;50;73;65;45;24;0
"QP093001";1632;4013;16139;51,8;36,1;34,6;17,4;22,2;1,7;33,1;;39;37,4;0;403;1012;61;161;29;152;57;23;7;430;78;71;114;81;48;38;0
"QP093002";2381;4013;16139;52;40,8;38,4;13,1;14,9;2,6;27,6;;29,9;26,9;0;590;1646;154;204;24;208;102;24;;819;112;127;209;158;122;91;0
"QP093003";26350;26350;56193;51,1;45,9;44,5;11,4;11,5;3,4;17;14,3;40,9;40,8;0;6662;19612;1335;2069;686;2572;1283;255;19;9662;1316;1437;2574;1923;1265;1147;0
"QP093004";3701;13121;72109;54,5;37,2;35,9;17,4;18,7;1,8;32,5;3,8;28,2;28,7;0;1181;2712;214;555;83;329;122;76;61;1112;172;192;284;205;134;125;0
"QP093005";5074;49010;126381;49,6;34,6;32,2;16,7;18,7;1,6;43,8;3,6;20,2;19;0;1415;3119;259;729;79;348;135;52;;1272;209;199;349;222;155;138;0
"QP093006";1357;35887;129259;52,7;35,9;35,4;;;;41,2;;31,7;29,6;0;291;773;45;94;23;129;36;13;5;330;77;63;78;54;34;24;0
"QP093007";4034;4779;10757;52,1;43,7;40,6;15,6;17,7;2,3;28,3;11,9;22,1;22,9;0;1221;3275;305;483;59;374;188;51;;1614;198;243;445;314;218;196;0
"QP093008";1861;12109;35442;53,1;33,9;28,7;28,4;30,6;0,9;43,8;4,5;22,1;24;0;816;1616;103;516;48;149;70;26;;605;72;101;152;122;79;79;0
"QP093009";15566;41416;145356;51,6;36,5;35;19,1;20,3;1,6;30,3;6,2;22,1;21,6;0;4454;11001;895;1943;268;1348;547;192;30;4915;688;701;1324;986;629;587;0
"QP093010";9523;132888;200904;51,8;39,6;37,9;15,1;16,6;2,1;37,4;5,6;27,9;27,3;0;2968;7172;549;1362;184;873;364;166;112;3132;520;532;794;600;370;316;0
"QP093011";28905;49010;126381;51;39,2;38,3;15;15,2;2,2;29,9;7;32;29;0;7802;19782;1550;3280;525;2447;1055;313;47;8980;1261;1333;2286;1800;1246;1054;0
"QP093012";4094;21317;54055;51,9;38,3;36,9;17,8;18,3;1,8;32,3;5;25,4;25,2;0;1324;3321;333;535;71;385;168;41;;1531;236;274;385;308;154;174;0
"QP093013";3814;23926;84060;52,3;43,6;40,1;14,8;15,7;2,5;25,6;9,6;23,3;23;0;960;2549;264;336;65;295;134;42;;1222;178;170;320;241;170;143;0
"QP093014";29817;92806;209700;51;38,9;37,2;16,7;16,7;1,9;33,9;6,7;30,1;29,3;0;8810;22303;1826;3723;536;2725;1208;457;80;10179;1490;1584;2596;1946;1338;1225;0
"QP093015";7375;52783;182673;53,8;36,6;37,5;15,3;14,9;2;29,8;3,2;22,5;18,3;0;2066;4858;444;961;103;558;205;99;24;2132;347;298;543;404;313;227;0
"QP093016";3440;29307;109914;47,8;40,1;39,4;15,7;16,1;2,1;26,8;10,9;26,1;22,7;0;971;2521;208;407;54;302;140;48;;1188;144;152;298;250;183;161;0
"QP093017";3258;8956;46043;46,6;42,2;42,5;14,2;;2,2;27,4;10,4;23;23,2;0;975;2249;177;490;56;252;104;149;16;964;129;142;271;198;134;90;0
"QP093018";13862;29307;109914;50,7;38,3;36,6;16,7;18,6;2;35;5,8;25,5;21,8;0;4223;9769;882;2044;232;1065;441;215;93;4237;631;675;1086;810;550;485;0
"QP093019";3581;29307;109914;51,8;39,5;34,6;18,2;20,2;1,7;31,4;;20;20,7;0;962;2562;196;384;53;329;152;43;7;1214;171;174;296;242;199;132;0
"QP093020";2973;12834;44223;50,9;44,4;39,1;12,8;15,2;2,9;27,3;8,8;21,7;21,1;0;775;2131;144;290;50;291;132;43;;1014;110;118;276;207;167;136;0
"QP093021";6098;12834;44223;54,3;41,5;37,7;16,3;18,1;2,2;32,9;8,2;29;27,6;0;1727;4409;379;707;117;524;242;67;6;2027;313;348;559;392;221;194;0
"QP093022";2047;12834;44223;53,4;39,7;36,8;;;1,8;30,4;6;30,7;27,6;0;602;1437;140;272;31;159;65;23;;639;89;106;160;120;80;84;0
"QP093023";6772;23119;76545;51;33,6;31,5;14;15,6;1,9;39,6;2,3;26,8;25;0;1520;3652;250;685;96;489;151;85;41;1541;245;239;416;297;197;147;0
"QP093024";11060;20267;59060;45,3;31,4;33;14,8;14,3;1,8;39,1;2,6;41,5;36,9;0;2733;6652;384;1246;200;903;349;118;53;2823;488;459;762;531;305;278;0
"QP093025";2434;10642;28536;55,4;44,1;41,6;15;16,5;2,5;26,5;7,4;28,3;28,2;0;653;1535;148;292;30;183;67;34;;665;86;89;175;139;87;89;0
"QP093026";2485;10642;28536;52,7;44;43,3;;;3,2;33,5;;23,8;23;0;783;1788;167;357;52;207;61;30;34;744;132;126;186;142;82;76;0
"QP093027";1868;10642;28536;56,8;38,7;34,5;21,4;23,7;1,4;32,8;6,8;15,6;16,1;0;602;1484;130;258;43;171;87;25;;664;49;86;176;130;123;100;0
"QP093028";126034;194872;243609;48,1;36,3;37,1;13,9;14,2;2,1;31,5;5,9;38,6;35;0;32982;79985;5380;15054;2286;10262;4070;1752;810;34320;5476;5443;8770;6583;4235;3813;0
"QP093029";7083;28051;54771;52,3;39,5;39;13,9;14,5;2,4;22,4;7,9;27;27,5;0;1651;4486;386;617;83;565;271;83;16;2174;291;336;581;388;315;263;0
"QP093030";10808;28051;54771;52,2;40,5;38,7;12,3;13,6;2,6;30,7;6,5;24,9;24,3;0;3159;7655;681;1415;173;890;410;225;17;3417;513;566;832;644;480;382;0
"QP093031";10160;28051;54771;52;39,5;39,1;15,3;16;2,2;28,9;7,1;28,1;27,1;0;2641;7414;542;935;154;1010;470;113;43;3593;491;533;944;745;473;407;0
"QP093032";1457;5847;8012;54,7;37,6;36,6;17,6;19,5;1,8;35,4;5,6;21,9;21,8;0;430;1017;86;207;25;112;58;17;;447;52;72;97;91;73;62;0
"QP093033";2906;5847;8012;50,8;37,8;36,1;13;13,1;2,4;29,8;5,3;24,2;23,5;0;751;1850;145;337;42;227;105;38;6;827;124;136;202;158;115;92;0
"QP093034";1484;5847;8012;53,2;39;33,6;17,4;18,6;1,9;30,1;5;25,3;25,2;0;472;1130;114;214;27;117;61;17;;511;64;57;122;119;76;73;0
"QP093035";10761;36348;69494;51,7;41,8;41,6;12,3;12,9;2,9;25,7;7,5;33,2;31,4;0;3093;8313;652;1137;203;1101;480;148;28;3909;612;678;994;741;482;402;0
"QP093036";1968;15359;30828;46,2;39,7;45,1;17,3;;2;25,3;9,8;41,3;32,4;0;593;1474;99;264;45;185;85;26;;654;97;97;168;130;83;79;0
"QP093037";4901;79761;112091;47;37,9;40,1;;;4,2;31,4;;37,9;33,8;0;1203;2888;187;546;63;407;125;66;28;1211;235;195;307;213;148;113;0
"QP093038";1675;79761;112091;45,8;33,5;;;;;31,1;;;39,6;0;412;1050;70;174;22;146;51;28;27;468;71;76;134;87;52;48;0
"QP093039";40066;79761;112091;50,4;34,8;34,4;14,7;16,5;1,9;39;3,9;30,6;27,4;0;10728;24638;1991;5142;702;2893;1069;664;484;10284;1774;1635;2595;1911;1321;1048;0
"QP093040";7772;100750;150757;50,2;44,7;43,8;13,5;12,4;2,8;23,7;11,7;27,2;24,9;0;2037;5355;472;847;114;604;318;66;5;2589;363;383;658;511;346;328;0
"QP093041";2614;79761;112091;41,4;;;;;2,5;45;;43,6;35,1;0;644;1330;76;362;38;168;51;65;57;477;94;83;127;78;52;43;0
"QP093042";7143;79761;112091;51;37,2;37,9;16,5;17,3;1,9;35;6,4;34,3;31,4;0;2249;5177;400;1122;135;592;240;124;64;2182;363;326;552;408;281;252;0
"QP093043";9852;95120;142919;49,3;38,5;37,7;15,4;15,2;2;32,2;6,5;29,8;27,3;0;2781;6434;448;1420;160;753;339;172;254;2724;394;413;739;555;327;296;0
"QP093044";2228;16099;50670;51,5;33;33,3;;;1,7;46,8;;30,1;25,4;0;681;1441;129;356;40;156;54;23;11;558;101;98;146;92;73;48;0
"QP093045";7648;16099;50670;51;29,8;28;17;18,9;1,3;43,4;2,4;27,6;25,2;0;2197;4755;342;1156;132;567;195;102;162;1848;306;279;488;325;237;213;0
"QP093046";2884;16099;50670;53,5;33,5;31,2;17,9;19,1;1,6;40,7;2,4;22,1;22,4;0;875;2038;203;399;48;225;90;26;10;891;118;130;226;173;129;115;0
"QP093047";3339;16099;50670;50,2;30,5;28,7;13,1;15,8;1,8;44,8;1;22,8;21;0;863;2079;173;365;59;266;87;66;13;888;158;139;220;160;113;98;0
