"CODGEO";"POP_MUN";"POP_COM_QP";"POP_COM";"TX_F";"TX_TOT_0A24";"TX_F_0A24";"TX_TOT_60ETPLUS";"TX_F_60ETPLUS";"IND_JEUNE";"TX_TOT_MEN1";"TX_TOT_MEN6";"TX_TOT_ET";"TX_F_ET";"NOTE_RP";"A";"PERCOU";"AM";"AI";"ACSSENF";"ACAVENF";"AC3ENF";"A_NETUD_24";"A_ETUD";"ENF";"ENF_2";"ENF_3_5";"ENF_6_10";"ENF_11_14";"ENF_15_17";"ENF_18_24";"NOTE_CNAF"
"QP093048";18434;20989;38666;50,2;40,9;39,7;12,2;13,6;2,8;28,6;8,9;29,3;29,2;0;5465;13523;1267;2411;348;1439;684;267;59;6253;880;917;1594;1250;841;771;0
"QP093049";9773;9773;13557;51,7;40,8;39,5;14,7;14,4;2,3;24;8,4;26,2;24,7;0;2522;6648;547;988;150;837;372;118;71;3132;496;456;777;624;405;374;0
"QP093050";5722;23602;51225;47,8;37,7;38,7;16,3;14,6;1,9;22,7;7,5;29,1;23,1;0;1768;4404;332;802;105;529;250;66;7;2001;265;294;535;381;288;238;0
"QP093051";7063;23602;51225;52;46,2;44,9;10,1;10,4;4;24,8;9,6;30,9;28,7;0;1718;5011;395;547;107;669;326;78;6;2504;416;425;641;504;276;242;0
"QP093052";10156;10156;37280;52,8;44,1;40,6;12,3;13,5;3,1;20;9,5;26,1;27,1;0;2514;7508;658;785;130;941;501;121;8;3894;544;619;1060;782;502;387;0
"QP093053";7244;7244;36230;49,6;42,2;41,3;13,5;13,7;2,6;33,1;7,6;19,2;19,7;0;2197;5541;436;953;132;676;316;87;5;2527;356;399;652;496;349;275;0
"QP093054";45207;57992;137503;50,2;43,5;42,3;13,5;13,1;2,7;22;10,9;29,8;27,5;0;12209;33155;2558;4697;835;4119;2062;538;33;15918;2251;2438;4117;3102;2122;1888;0
"QP093055";16751;27545;67907;51,8;41,5;41;13,1;13,2;2,7;23,8;7,8;30,6;29,2;0;4297;11945;916;1527;243;1611;741;193;18;5772;874;913;1584;1112;669;620;0
"QP093056";4586;6407;39618;53,6;41,6;40;10,2;10,8;3,4;26,7;6,3;24,3;24,3;0;1319;3587;356;431;66;466;177;50;11;1733;293;336;481;297;184;142;0
"QP093057";1821;6407;39618;54,2;42,1;40,4;;;2,8;21,6;9,7;23,9;25;0;506;1400;132;176;30;168;82;20;;692;88;112;175;154;90;73;0
"QP093058";7001;7001;35680;51,5;39,5;35,9;16,6;17,4;2;36,7;6,1;24;23,1;0;2016;5411;544;787;96;589;302;86;6;2707;365;412;730;553;348;299;0
"QP093059";1598;12982;68126;51,5;40,4;39,4;15,6;16,3;2,1;22,2;9,4;32,4;30,7;0;454;1190;105;180;34;135;55;30;13;562;68;65;159;109;89;72;0
"QP093060";7441;12982;68126;50,1;43,7;41,1;9,9;10;3,4;29,3;8,3;29,4;28,9;0;1833;4557;352;804;112;565;233;125;112;2037;297;339;530;358;271;242;0
"QP093061";3943;12982;68126;56,6;45,3;41,9;13,1;;2,8;26,3;9,3;24,5;24;0;1099;2654;281;502;48;268;129;96;66;1238;155;175;317;241;193;157;0
"QP093062";3635;8956;46043;54,8;38,5;36,5;14,1;15,7;2,3;31,3;5,4;19,7;18,6;0;1003;2524;253;420;55;275;127;40;;1186;147;154;339;228;166;152;0
"QP093063";2063;8956;46043;53,1;38,2;33,3;18;21,1;1,9;28,9;5,4;20,7;19,6;0;607;1707;135;196;28;248;86;33;9;821;139;136;224;134;106;82;0
"QP094001";1667;11938;63309;53,9;37,4;34,9;21,7;23,5;1,4;32,5;4,7;26,9;29,1;0;449;1054;104;203;28;114;46;18;;457;64;72;113;86;67;55;0
"QP094002";1871;4401;21721;57,4;33,6;;25,5;29,3;1,1;42,1;;19,9;20,4;0;544;1137;121;284;23;116;29;24;9;454;72;79;114;92;65;32;0
"QP094003";5024;6862;44171;53,6;42,6;39;13,5;13,4;2,6;27,2;10,7;24,9;24;0;1232;3292;283;468;62;419;176;67;12;1581;216;246;372;318;232;197;0
"QP094004";3082;3082;44287;49,7;31,3;33,8;20;17,9;1,1;48,3;2,7;25,8;24,4;0;1048;2279;165;515;99;269;84;54;51;860;162;161;214;147;89;87;0
"QP094005";7081;10073;92265;51,9;42,1;38,7;14,6;16,5;2,2;31,2;6,2;22,4;22;0;1909;4623;425;880;104;500;231;193;11;2096;290;322;512;410;271;291;0
"QP094006";1168;10073;92265;57,5;36,4;35,6;17,6;20;1,6;39,1;8,9;20,4;21,6;0;401;826;35;251;19;96;48;106;14;307;48;49;77;55;40;38;0
"QP094007";1824;10073;92265;54,1;31,7;30,5;;;1,6;44;;25;21,8;0;537;1392;133;211;23;170;79;37;45;663;98;123;178;118;84;62;0
"QP094008";2926;11938;63309;50,7;37,5;34,5;18;21,9;1,5;33,1;;29,9;30,9;0;499;1099;81;252;28;138;40;26;12;431;69;58;118;80;50;56;0
"QP094009";5398;11938;63309;43,4;31,2;31,6;17,4;16,5;1,2;55,8;;35,8;28,2;0;1576;3131;173;965;60;378;114;96;248;1117;220;185;315;185;118;94;0
"QP094010";1947;11938;63309;47,6;33,4;30,3;22,1;23;1,2;27,9;5,9;22,4;22,4;0;522;1072;81;306;15;120;35;23;17;411;65;50;105;85;61;45;0
"QP094011";1229;19041;94649;;;;;;;;;;;0;309;768;73;136;19;81;42;9;;359;46;48;83;77;46;59;0
"QP094012";3734;19041;94649;52;40,1;36,7;16,8;19,6;2;29;7;22,5;22,2;0;1079;2665;228;491;54;306;145;45;17;1226;144;158;324;261;180;159;0
"QP094013";10795;19041;94649;52,8;36;35,3;19,7;21,1;1,5;29,7;6,3;27,7;26,2;0;2693;7009;548;1097;149;899;402;127;37;3256;461;463;842;631;466;393;0
"QP094014";3283;19041;94649;50,2;40,6;42,9;9,1;8,1;4;38,6;7,9;23,7;23,1;0;892;2385;155;368;35;334;148;30;6;1122;193;193;307;205;129;95;0
"QP094015";2066;2900;43427;49,8;37,6;34,8;17,2;18,8;1,9;38,4;3,3;27,4;29,1;0;613;1346;143;302;27;141;47;16;;561;92;78;123;115;95;58;0
"QP094016";3364;6713;40298;51,8;33,6;28,1;15,3;16,9;1,8;38,5;2,7;21,1;20,8;0;850;2160;177;328;45;300;99;30;20;967;158;171;271;181;103;83;0
"QP094017";1682;4054;31417;50,7;43,9;38,7;11,9;11,8;3,1;27,3;9;30,3;31,4;0;424;1210;101;143;26;154;84;9;;604;93;70;176;133;68;64;0
"QP094018";1201;4054;31417;50,4;36,8;29,2;20,5;22,4;1,4;31,4;;23,9;23,3;0;209;491;57;92;5;55;26;8;;221;29;30;76;43;24;19;0
"QP094019";1004;4054;31417;47,9;33,3;34,7;13,2;11;2,1;62,2;3,7;41,6;38,6;0;340;725;88;178;9;65;30;16;;310;56;43;85;56;41;29;0
"QP094020";952;5462;54964;47,9;38;29,9;7,4;;4,8;7,2;;32,7;31,8;0;395;917;62;211;22;100;52;17;;397;49;64;97;79;66;42;0
"QP094021";2669;9516;86381;52,2;36;34;20,3;24;1,5;34,2;6,5;24,5;27;0;774;1783;180;368;32;194;85;37;;774;137;111;189;137;118;82;0
"QP094022";2008;5462;54964;51,1;33,8;31,3;;;1,6;37,6;;25;23,5;0;670;1606;153;290;39;188;74;26;7;707;103;111;182;147;86;78;0
"QP094023";1407;1407;18045;52,3;40,4;34,4;17,6;21,7;1,9;35,5;6,9;18,2;17,5;0;294;720;75;127;9;83;32;15;;336;54;42;73;73;56;38;0
"QP094024";3969;18505;77039;53,4;33;30,7;19,3;21,1;1,4;40,2;3,9;20,5;19,2;0;1236;2729;255;620;70;291;132;46;10;1125;177;198;304;201;127;118;0
"QP094025";510;18505;77039;34,4;24,2;37,5;15,7;10,2;1,3;24,4;0;47,9;27,3;0;174;303;10;123;6;35;9;;5;88;21;19;28;;8;;0
"QP094026";5072;18505;77039;50,2;39;39,5;16,9;16,9;1,9;23;8,4;29,7;25,7;0;1404;3416;296;641;66;401;168;62;;1530;197;207;417;303;231;175;0
"QP094027";11914;23304;95181;51,5;41,6;40,4;15,8;15,5;2,2;28,2;10,8;26,1;26,2;0;3352;8572;716;1448;200;988;489;188;12;4006;481;580;938;849;624;534;0
"QP094028";1839;18505;77039;50;37;34,9;14,3;13,6;2,1;49,5;;27;22,5;0;664;1506;110;340;37;177;70;21;;629;88;99;154;114;95;79;0
"QP094029";1234;3585;52256;49,6;41,1;34,2;15,5;;2,1;29,6;7,4;20,5;20,4;0;358;946;87;144;19;108;50;8;;459;52;58;130;86;69;64;0
"QP094030";2351;3585;52256;51,8;38,9;37,3;16,5;17;1,9;26,2;7,2;28,2;27,8;0;577;1505;116;235;34;192;85;27;14;698;87;90;183;161;92;85;0
"QP094031";7187;7187;23853;51,4;39,1;36,3;16,2;19;2;32,5;6,6;25,4;25,3;0;2031;4852;346;998;104;583;268;132;74;2121;335;342;585;404;249;206;0
"QP094032";2674;2674;46154;48,8;39,6;39,7;14,1;13,3;2,2;22,3;8,4;23,3;19,8;0;701;1853;120;292;39;250;124;20;;858;122;134;242;164;110;86;0
"QP094033";1735;1735;75298;51,2;34,2;34,5;21,8;23;1,2;24,1;5,9;26,9;26,4;0;462;961;93;247;28;94;38;19;6;371;43;47;87;71;67;56;0
"QP094034";2390;2390;29806;56,1;41,1;38,9;14,7;14,2;2,4;32,5;8,4;22,9;25,3;0;659;1923;141;220;36;262;128;43;;954;100;143;242;206;137;126;0
"QP094035";10267;28170;77128;51,3;42,3;40,3;14;14,4;2,5;24,9;8;28,4;28;0;2710;7620;704;912;144;950;433;122;10;3807;559;594;976;776;500;402;0
"QP094036";2498;7511;14837;49,3;36,1;33,3;12,7;;2,4;37,7;3,8;33,2;37,1;0;735;1665;168;342;41;184;70;27;;701;145;126;184;124;71;51;0
"QP094037";3620;18230;34607;49,9;35,6;37;;;2,9;38,4;;52;46,6;0;808;2016;144;315;57;292;97;58;17;857;205;167;203;132;100;50;0
"QP094038";7422;18230;34607;51,8;42,5;41;14,1;14,1;2,6;30,7;7,5;28,3;27,1;0;1789;5079;418;600;92;679;309;102;7;2519;419;377;655;496;316;256;0
"QP094039";2026;18230;34607;54,2;35,2;30;23;28,4;1,3;47,4;2,4;18,8;19,8;0;570;1374;168;230;24;148;58;23;;633;115;106;168;123;76;45;0
"QP094040";1746;18230;34607;49,4;37,2;38,1;;;2,2;38,6;;42,6;41,4;0;537;1354;91;221;32;193;68;31;6;591;124;98;153;104;72;40;0
"QP094041";5672;5672;28592;48,3;37,2;36;15,9;15,7;1,9;26,3;7,8;23,6;21,9;0;1337;3484;264;543;77;453;192;73;10;1606;243;220;389;307;239;208;0
"QP094042";1908;1908;30884;55,1;37,6;32,9;14,1;16;2,2;31,2;6,4;17,5;15,1;0;533;1344;114;224;27;168;71;25;;613;96;105;146;114;78;74;0
"QP095001";1482;1482;18243;55,4;43,7;41,8;16,4;17;2,2;16,6;7,6;18,8;16,2;0;349;903;96;132;14;107;46;11;;434;52;59;108;106;64;45;0
"QP095002";826;39274;140697;27;22,3;;32,3;;;;;47,5;17,5;0;343;521;20;275;10;38;16;9;;128;17;20;28;29;19;15;0
"QP095003";2123;36926;110213;50,3;46,8;43,1;;;6,1;23,6;6,6;18,9;20;0;524;1561;97;150;37;240;95;24;6;760;133;149;208;126;78;66;0
"QP095004";2541;39274;140697;47;37,9;38,5;;;2,5;40,1;;39,1;37,1;0;749;1804;98;371;45;235;112;27;;769;127;115;193;166;104;64;0
"QP095005";13729;36926;110213;51,1;41,9;39,4;15,4;15,2;2,2;24,7;9,5;25,8;25,9;0;3563;9945;701;1326;211;1325;697;177;11;4815;566;726;1257;1015;671;580;0
"QP095006";9709;36926;110213;52,1;40,7;38,8;13,6;15,6;2,5;26,3;7,8;27,1;26,9;0;2290;6626;430;760;134;966;464;81;10;3237;522;515;883;614;401;302;0
"QP095007";1588;36926;110213;54,5;43,3;43,1;12;13,6;3,2;27,3;3,4;15,7;14,7;0;383;1126;84;118;23;158;71;19;;561;73;99;160;112;63;54;0
"QP095008";2906;36926;110213;50,5;37,4;35,2;15,6;17,3;2,1;38,6;3,1;27,1;26,8;0;890;2139;179;392;58;261;104;30;;925;148;163;264;171;104;75;0
"QP095009";4539;36926;110213;49,5;36,5;36,4;20,1;18,4;1,4;36;;21,4;16,2;0;1360;3145;255;658;53;394;150;99;58;1330;239;230;321;249;171;120;0
"QP095010";1313;2348;30484;56,5;40;37,5;;;;32,4;4,9;26;24,4;0;415;1067;105;153;27;130;54;14;;491;74;78;129;93;67;50;0
"QP095011";9630;10977;66322;51,7;45,2;43,8;11,2;12,4;3,3;30,1;9,8;24;23;0;2962;7651;680;1219;149;914;433;240;209;3618;603;600;964;675;429;347;0
"QP095012";1347;10977;66322;52,4;44,6;43,8;;;4;23,1;;27,3;23,7;0;327;898;76;126;22;103;51;20;;443;65;65;121;82;54;56;0
"QP095013";1828;1828;18162;51,5;44,3;41,5;;;4;29,2;;29,5;28;0;471;1245;115;182;25;149;60;27;;594;97;91;154;108;78;66;0
"QP095014";1800;1800;17402;54;44,5;42,8;13,4;;2,8;21,5;;21,5;22,5;0;550;1597;162;151;42;195;88;36;;807;111;115;188;177;110;106;0
"QP095015";3156;5432;31422;50,3;40,9;38,5;;;2,8;32,3;7,5;28,1;27;0;890;2412;185;348;53;304;154;87;35;1157;172;172;307;226;149;131;0
"QP095016";2276;5432;31422;56,1;38,8;36,7;20,9;21,8;1,6;30,1;6,5;20;19,4;0;686;1694;173;282;48;183;88;44;;773;100;111;219;162;101;80;0
"QP095017";3014;4041;24385;50,5;35,2;37,9;22,7;20,9;1,3;39,6;5,6;29,6;24;0;853;2079;174;375;66;238;112;34;;917;128;150;221;180;130;108;0
"QP095018";1027;4041;24385;50,7;41,1;38,4;;;3,4;24,6;;29,5;27,3;0;273;757;57;100;16;100;48;14;;364;50;69;111;67;40;27;0
"QP095019";1488;1488;32789;53,1;46,4;46,3;;8,6;;24,1;;14,6;13,7;0;392;1089;104;133;16;139;59;24;;540;71;72;136;107;89;65;0
"QP095020";1321;3962;14145;52,6;41,5;40,6;16,5;18,5;2,2;30,7;6,5;30,6;32,7;0;319;970;66;93;18;142;71;16;;487;78;77;120;105;56;51;0
"QP095021";2641;3962;14145;52,3;39;36,3;16,4;18,5;1,9;28,8;5,8;19;19,1;0;787;2135;185;272;36;294;113;44;6;1011;176;138;275;212;101;109;0
"QP095022";1202;7396;66089;42;34,6;36,6;;;1,7;28,9;;27,8;17,1;0;346;672;59;218;10;59;27;7;;257;23;30;86;72;33;13;0
"QP095023";1752;4596;37010;50,6;38,9;36,4;14,9;14,2;2,2;28;4,6;20,1;18,5;0;459;1118;107;187;30;135;51;25;;491;79;92;120;86;71;43;0
"QP095024";1238;1238;30095;55,3;47,3;48,3;;;;;;21,3;22,4;0;323;971;61;99;17;146;71;19;;485;61;77;124;98;81;44;0
"QP095025";3487;3487;21638;51,2;43,8;40,3;13,3;14,2;2,8;24;10,6;22,3;22,7;0;950;2616;237;340;50;323;151;47;;1285;176;201;346;259;171;132;0
"QP095026";1393;1393;8908;52,2;44,1;38,9;13,2;14;2,8;26,5;5,8;23,3;22,8;0;402;1028;109;150;27;116;54;25;;479;72;81;120;104;50;52;0
"QP095027";4972;7651;63494;48,2;39,6;39,3;12,7;12;2,6;24,4;8,8;24,9;24,1;0;1436;3553;261;650;77;448;191;62;;1591;256;229;418;315;219;154;0
"QP095028";1060;2232;26576;51,8;47,7;47;10,2;8,3;4;19;12;18,4;20,1;0;250;761;58;79;11;102;52;8;;397;51;61;113;82;57;33;0
"QP095029";1172;2232;26576;54,7;46,5;43,6;;;3,4;19,7;;16,1;18,4;0;371;972;89;140;14;128;43;28;;457;70;67;133;85;64;38;0
"QP095030";1858;10271;30642;49,9;36,9;36,7;;;2,6;44,4;;31,6;28,9;0;;;;;;;;;;;;;;;;;5
"QP095031";8413;10271;30642;51,2;42,4;41,6;12,8;11,5;2,8;27,5;8,2;23,7;23,1;0;2358;6718;532;785;156;885;445;107;5;3311;498;519;866;659;440;329;0
"QP095032";30757;30757;42956;49,8;40;39,5;13,2;13,7;2,5;23,5;10;31,3;30,1;0;7647;21160;1414;2773;518;2942;1393;339;29;9980;1463;1535;2567;1938;1312;1165;0
"QP095033";36637;43837;58811;51,7;42;39,8;15,4;16,5;2,2;21;9,6;25,8;24,8;0;9935;27525;2067;3653;647;3568;1720;622;91;13310;1994;2059;3443;2568;1744;1502;0
"QP095034";15382;32971;68389;52,2;39,6;37,4;16;17;2;32,6;7,8;23,1;22,2;0;4262;11905;871;1495;254;1642;773;207;16;5724;892;861;1473;1138;760;600;0
"QP095035";1062;10382;26019;50,6;42,4;39,5;13,5;;;26,6;9,2;13,3;12,8;0;302;883;59;93;21;129;54;10;;430;78;61;113;80;54;44;0
"QP095036";4438;43837;58811;53,3;42,5;42,3;15,3;15,5;2,4;24,4;9,1;21,8;22,1;0;1081;2951;263;393;54;371;180;34;5;1437;195;222;368;303;190;159;0
"QP095037";2762;43837;58811;51,4;38,5;34,7;14,9;18,4;2,1;23,3;10,3;33;30,4;0;638;1822;131;213;30;264;109;34;8;888;158;157;214;174;107;78;0
"QP095038";16527;21505;28041;51,8;42,4;41,1;12,2;12,1;3;24,7;8;26,9;26,7;0;4303;12801;904;1285;287;1827;855;230;14;6372;1025;1008;1662;1277;742;658;0
"QP095039";2525;2800;29079;51,7;41,9;40,9;13,4;13,3;2,7;29,9;7,2;24,1;24,6;0;687;1864;155;264;35;233;116;29;;904;114;149;280;180;96;85;0
"QP095040";3351;3351;13386;52;44,4;40,8;14,2;15;2,7;28,8;12,4;23,3;25,9;0;754;1956;158;304;58;234;115;38;;903;134;120;237;182;128;102;0
"QP095041";2754;2754;20893;54,4;37,7;33,9;18,7;19,6;1,7;30,1;6;19,2;18,2;0;676;1783;154;264;32;226;101;38;;842;116;107;226;171;120;102;0
"QP971001";3674;17452;53082;57,1;37,3;;;;;38,1;;;;0;1873;3711;681;925;78;189;44;95;7;1568;210;223;378;317;229;211;0
"QP971002";4041;30438;68492;57,6;;;;;;;;;;0;1408;2527;459;797;48;104;27;85;52;971;114;141;241;186;153;136;0
"QP971003";9871;30438;68492;58,6;;;;;;47,7;;;;0;3851;7016;1344;2147;102;258;69;186;107;2807;332;366;695;565;431;418;0
"QP971004";2084;17452;53082;58,2;;;;;;;;;;0;928;1678;305;514;34;75;14;30;9;638;72;87;163;138;92;86;0
"QP971005";4193;17452;53082;56,7;;;;;;39,5;;;;0;1563;3075;612;732;53;166;26;83;16;1296;152;156;329;291;193;175;0
"QP971006";3090;3090;5404;54,7;27,3;23;33,5;35;0,7;37,2;2,3;4;4,4;0;905;1789;292;458;29;126;28;25;6;731;68;91;172;172;129;99;0
"QP971007";1639;1639;10046;53,9;;;;;;46,5;;;;0;459;810;137;268;14;40;;20;14;296;35;32;57;68;62;42;0
"QP971008";3236;7754;18131;54,9;;;;;;38,5;;;;0;969;1818;312;516;29;112;21;38;;710;59;93;158;165;117;118;0
"QP971009";3023;7754;18131;55,5;;;;;;;;;;0;900;1877;373;384;39;104;16;42;;837;105;113;213;180;107;119;0
"QP971010";1495;7754;18131;48,3;;;;;;;;;;0;377;724;82;206;25;64;14;12;;257;28;33;62;57;49;28;0
"QP971011";1460;4264;22315;54,2;;;;;;;;;;0;431;822;153;221;14;43;11;15;;333;32;27;76;77;63;58;0
"QP971012";2804;4264;22315;58,6;;;;;;47,2;;;;0;986;1893;355;501;35;95;22;44;;778;92;126;185;163;113;99;0
"QP971013";1431;30438;68492;59;;;;;;53,7;;;;0;527;882;145;344;14;24;7;19;7;317;39;55;71;63;47;42;0
"QP971014";5144;30438;68492;55,1;;;;;;56,6;;;;0;2119;3574;579;1308;83;149;24;92;243;1220;160;185;288;262;181;144;0
"QP971015";3811;6361;18650;55,5;35,9;;;;;33,3;;;;0;1063;2211;371;476;34;182;26;55;;934;94;103;207;226;178;126;0
"QP971016";2550;6361;18650;55,3;;;;;;;;;;0;775;1728;296;320;30;129;38;31;;794;70;80;202;196;130;116;0
"QP972001";10367;19289;78126;52,3;28,7;26,8;26,8;28,1;;52,4;;;;0;4311;7336;1218;2652;129;312;61;190;52;2581;370;388;641;521;350;311;0
"QP972002";4072;19289;78126;55,3;;;;;;44,7;;;;0;1599;2963;488;881;72;158;25;69;15;1127;154;145;269;217;170;172;0
"QP972003";2624;19289;78126;55,8;;;;;;34,6;;;;0;822;1539;256;453;30;83;21;33;;598;82;73;151;115;90;87;0
"QP972004";2226;19289;78126;60,3;;;;;;;;;;0;;;;;;;;;;;;;;;;;5
"QP972005";1754;1754;40581;53;;;;;;;;;;0;690;1182;185;424;18;63;17;31;;406;50;52;87;88;70;59;0
"QP972006";2031;2031;22429;57,7;;;;;;;;;;0;494;1087;191;207;13;83;19;23;;495;44;57;131;115;84;64;0
"QP972007";1227;1227;15571;57;;;;;;;;;;0;443;821;141;245;13;44;8;20;;321;34;45;76;70;42;54;0
"QP973001";1941;35904;63652;56,2;;;;;;;;;;0;591;1492;260;209;17;105;37;36;7;777;125;125;188;152;106;81;0
"QP973002";2211;35904;63652;54;;;;;;;;;;0;608;1498;225;234;21;128;41;46;5;737;129;125;166;133;116;68;0
"QP973003";1721;35904;63652;52,5;;;;;;;;;;0;436;944;161;187;9;79;15;51;20;419;88;70;106;87;44;24;0
"QP973004";4208;35904;63652;53,3;50,4;45,6;;;;;;43,7;46,8;0;1053;2590;444;385;52;172;61;77;11;1316;184;202;314;289;183;144;0
"QP973005";2825;35904;63652;53,6;;;;;;;;51,2;51,6;0;670;1575;295;234;17;124;22;73;12;764;140;156;193;143;83;49;0
"QP973006";1140;35904;63652;50,7;;;;;;;;;;0;292;781;126;89;9;68;22;20;;411;68;63;107;81;60;32;0
"QP973007";1693;35904;63652;58,3;;;;;;;;;;0;433;958;184;178;11;60;10;45;5;454;86;88;101;97;50;32;0
"QP973008";3382;35904;63652;53,6;;;;;;;;;;0;883;1909;370;388;30;95;29;42;8;899;139;151;230;182;100;97;0
"QP973009";3195;35904;63652;53,6;;;;;;;;;;0;615;1571;258;203;25;129;31;40;15;802;173;140;195;146;94;54;0
"QP973010";960;35904;63652;55,2;;;;;;;;;;0;286;621;111;130;9;36;12;22;;289;42;46;75;64;37;25;0
"QP973011";7497;35904;63652;55,8;50,1;47,7;;;;;;;;0;1819;4495;784;623;75;337;95;105;134;2262;391;377;559;456;272;207;0
"QP973012";2335;35904;63652;52;;;;;;;;;;0;578;1455;225;197;23;133;37;48;8;720;122;126;203;136;71;62;0
"QP973013";2796;35904;63652;54,8;;;;;;;;49,7;54,5;0;764;1814;304;270;35;155;41;60;8;861;171;156;201;169;102;62;0
"QP973014";3784;12970;24959;53,2;49,6;;;;;;;;;0;984;2623;372;313;41;258;90;85;11;1340;211;208;319;256;206;140;0
"QP973015";2235;12970;24959;53;;;;;;;;;;0;565;1813;211;135;20;199;86;47;7;1029;159;138;244;209;174;105;0
"QP973016";6951;12970;24959;49,6;53,8;51,6;;;;;;50,7;50,6;0;1692;5246;681;401;49;561;243;130;28;2937;438;394;716;625;433;331;0
"QP973017";6465;10701;15602;52,2;52;48,3;;;;;;29,7;31,4;0;1676;5302;917;269;26;464;174;125;25;3135;519;512;825;637;410;232;0
"QP973018";4236;10701;15602;52,1;54,9;;;;;;;27,4;29,2;0;1088;3200;586;256;26;220;84;99;11;1866;262;292;463;406;272;171;0
"QP973019";2067;21529;32942;51;;;;;;;;;;0;590;1640;277;173;23;117;36;40;;910;144;146;224;185;124;87;0
"QP973020";3424;21529;32942;52,1;;;;;;;;51,6;56,5;0;754;2250;370;173;19;192;52;82;8;1285;259;220;302;225;162;117;0
"QP973021";11768;21529;32942;52;49,6;47,8;;;;;;47,5;48,8;0;2190;6479;928;498;77;687;228;163;18;3523;560;550;905;726;479;303;0
"QP973022";1621;21529;32942;52,7;;;;;;;;;;0;508;1260;227;169;22;90;31;42;;640;94;81;151;133;92;89;0
"QP973023";2649;21529;32942;56,2;;;;;;;;;;0;803;2220;398;203;28;174;57;65;7;1213;163;188;312;260;176;114;0
"QP973024";814;3962;26143;49;;;;;;;;;;0;;;;;;;;;;;;;;;;;3
"QP973025";1711;3962;26143;51,7;;;;;;;;;;0;380;1079;158;106;16;100;36;24;;583;82;79;140;127;90;65;0
"QP973026";1437;3962;26143;47,9;;;;;;;;88,5;;0;;;;;;;;;;;;;;;;;3
"QP973027";4148;38477;45576;52,9;63,3;61;;;;;;;;0;1674;5853;870;399;43;362;179;200;41;3771;676;637;992;703;434;329;0
"QP973028";3125;38477;45576;54,9;53,9;;;;;;;;;0;793;2389;384;204;24;181;67;69;13;1391;229;248;358;279;174;103;0
"QP973029";6092;38477;45576;50,4;58,2;56,2;;;;;;53,6;54,9;0;998;3566;475;227;25;271;136;119;23;2270;427;413;600;401;248;181;0
"QP973030";14205;38477;45576;54,9;71,5;66,2;;;;;43;41,4;41,7;0;2662;9852;1625;543;40;454;257;388;84;6690;1280;1149;1774;1177;766;544;0
"QP973031";4714;38477;45576;51;56,8;;;;;;;;;0;835;3020;457;158;16;204;93;128;17;1965;353;298;533;368;241;172;0
"QP973032";6193;38477;45576;54,5;63,4;;;;;;;;;0;1581;5744;860;323;32;366;187;199;38;3762;765;609;969;689;404;326;0
"QP974001";2789;18278;53589;;;;;;;;;;;6;1025;2582;350;426;49;200;67;93;8;1299;164;157;282;262;220;214;0
"QP974002";8728;18278;53589;;;;;;;;;;;6;3319;8024;1202;1315;167;635;183;283;17;3900;571;540;919;761;579;530;0
"QP974003";1368;18278;53589;;;;;;;;;;;6;493;1242;176;162;23;132;42;49;;587;94;103;123;117;92;58;0
"QP974004";3214;18278;53589;;;;;;;;;;;6;1238;2670;298;620;65;255;58;90;5;1108;147;123;236;230;191;181;0
"QP974005";2179;18278;53589;;;;;;;;;;;6;768;1847;174;313;44;237;52;61;;796;101;99;195;173;124;104;0
"QP974006";2645;5650;37517;;;;;;;;;;;6;1147;2299;272;610;74;191;40;61;;881;96;118;210;203;155;99;0
"QP974007";1904;5650;37517;;;;;;;;;;;6;848;1614;228;475;47;98;20;46;;620;94;89;149;118;94;76;0
"QP974008";1101;5650;37517;;;;;;;;;;;6;388;841;75;175;36;102;18;24;;312;31;50;82;56;52;41;0
"QP974009";2536;20078;84961;;;;;;;;;;;6;991;2217;272;450;45;224;50;58;88;957;124;125;227;194;167;120;0
"QP974010";2723;20078;84961;;;;;;;;;;;6;1015;2252;300;432;59;224;45;73;5;961;132;148;214;203;154;110;0
"QP974011";4670;20078;84961;;;;;;;;;;;6;1876;3822;550;970;106;250;69;86;10;1585;210;217;376;345;230;207;0
"QP974012";5718;20078;84961;;;;;;;;;;;6;2365;4904;751;1163;132;319;79;154;17;2087;267;272;515;409;339;285;0
"QP974013";3179;20078;84961;;;;;;;;;;;6;1212;2673;346;527;81;258;58;76;18;1117;131;156;264;218;178;170;0
"QP974014";1252;20078;84961;;;;;;;;;;;6;436;1063;144;164;18;110;25;22;;497;67;67;108;104;80;71;0
"QP974015";2001;4415;33234;;;;;;;;;;;6;739;1608;215;340;40;144;28;70;;680;115;106;126;134;102;97;0
"QP974016";2414;4415;33234;;;;;;;;;;;6;990;2318;396;416;34;144;44;86;14;1142;175;200;285;222;138;122;0
"QP974017";4411;25256;33531;;;;;;;;;;;6;1598;3765;484;695;81;338;83;140;7;1744;235;245;390;335;275;264;0
"QP974018";20845;25256;33531;;;;;;;;;;;6;8086;17484;2388;3976;422;1300;417;532;27;7631;947;1021;1729;1635;1179;1120;0
"QP974019";946;946;32633;;;;;;;;;;;6;381;791;127;171;26;57;11;30;;327;43;44;82;57;56;45;0
"QP974020";1796;13494;56747;;;;;;;;;;;6;649;1603;216;253;39;141;51;33;;766;97;116;172;170;118;93;0
