CODGEO;LIBGEO;NBMEN17;NBPERS17;NBUC17;Q117;Q217;Q317;Q3_Q1;D117;D217;D317;D417;D617;D717;D817;D917;RD;S80S2017;GI17;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200033868;CC des Ballons des Hautes-Vosges;6867;14739;10412,6;14750;18970;23640;8890;11380;13820;15700;17390;20610;22440;25170;29750;2,6;3,108;0,223;61,9;54,3;3,5;4,1;37,3;7,6;5,7;2,1;2,1;1,4;-12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034023;CC Tarn-Agout;12892;31499;21005,9;16800;22190;28480;11680;12630;15520;17880;20030;24440;27050;30350;36270;2,9;3,467;0,243;75,8;67,5;3,2;5,0;25,8;9,4;4,7;2,2;1,5;1,0;-15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034031;CC des Monts d'Alban et du Villefranchois;2755;6233;4316,8;14220;18680;24300;10080;10780;13330;15060;16850;20790;23030;25730;30560;2,8;3,410;0,242;62,3;48,4;3,0;10,8;33,5;11,5;5,4;2,1;2,1;1,2;-12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034049;CC Centre Tarn;4669;10952;7450,9;14750;19510;24450;9700;11120;13850;15700;17670;21300;23210;25920;31210;2,8;3,467;0,245;65,6;55,9;3,3;6,4;30,9;11,0;6,0;2,4;2,2;1,3;-13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034056;CC du Lautrécois et du Pays d'Agout;5748;14175;9499,2;15710;20300;25920;10210;11980;14670;16590;18520;22230;24410;27520;32920;2,7;3,306;0,236;68,8;58,7;3,2;7,0;29,5;10,2;5,0;2,3;1,7;1,0;-13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034064;CC du Cordais et du Causse (4 C);2119;4317;3114,3;13030;17820;24500;11470;8960;11950;13880;15710;20480;23240;26600;32590;3,6;4,486;0,288;49,6;36,2;3,9;9,4;45,3;12,8;5,7;1,7;2,6;1,4;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034098;CC des Montagnes du Giffre;5254;12147;8307,3;18760;24460;32090;13330;13760;17290;19960;22090;26870;29920;34670;43690;3,2;3,909;0,267;77,7;67,0;3,2;7,6;24,6;12,9;2,3;1,4;0,5;0,4;-17,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034130;CC Gally Mauldre;8396;23054;14938,0;24700;34380;47720;23020;17450;22550;26610;30410;38630;44150;52210;69150;4,0;5,087;0,321;87,3;78,6;2,6;6,1;25,8;13,8;1,4;0,8;0,3;0,2;-28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034197;CC de Montaigne Montravel et Gurson;5005;11401;7879,6;14210;18890;24250;10040;10740;13300;15020;16990;20710;22880;26070;31260;2,9;3,596;0,250;61,7;50,8;3,6;7,2;37,2;8,8;5,5;2,2;2,1;1,2;-13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034205;CC de la Costa Verde;3885;7972;5715,9;12790;18230;24810;12020;9430;11800;13750;16080;20460;23170;26550;32540;3,5;4,419;0,287;58,4;46,7;3,5;8,2;39,0;8,9;7,8;1,7;4,1;1,9;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034270;CC du Pays de Barr;10044;23977;16251,3;17800;23150;29860;12050;13450;16440;19000;21060;25450;28150;31960;38580;2,9;3,515;0,248;77,6;67,5;2,9;7,2;25,5;10,5;3,3;1,8;0,9;0,6;-16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034379;CC Pays d'Uzès;12764;28077;19647,0;14440;19940;26690;12250;10350;13280;15610;17820;22240;24920;28870;35840;3,5;4,299;0,283;57,7;47,9;3,4;6,4;40,1;12,7;5,4;1,8;2,3;1,4;-15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034411;CC du Piémont Cévenol;9121;20613;14231,4;14000;19130;24940;10940;10140;12950;15040;17090;21200;23460;26690;32550;3,2;3,872;0,262;63,2;51,7;4,2;7,2;34,1;10,0;6,5;2,3;2,6;1,6;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034601;CC Causses Aigoual Cévennes;2526;4869;3580,3;12550;17160;22710;10160;8780;11360;13410;15160;19160;21620;24330;29900;3,4;4,151;0,270;50,1;37,8;4,7;7,6;44,0;10,8;7,4;1,7;3,7;2,0;-12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034635;CC du Kochersberg;10202;25817;17191,7;20670;26570;34750;14070;15880;19300;21830;24130;29230;32640;37310;45400;2,9;3,512;0,250;81,5;73,3;2,2;6,0;26,2;10,0;2,0;1,3;0,4;0,3;-19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034692;CA du Gard Rhodanien;31497;72793;49744,6;14840;20350;26640;11810;10700;13600;15970;18190;22520;25080;28580;34690;3,2;3,831;0,259;69,4;60,7;3,3;5,4;30,9;8,7;6,2;2,3;2,3;1,5;-15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034700;CA Durance-Lubéron-Verdon Agglomération;27760;61037;42460,4;14880;20480;27580;12700;10970;13690;16080;18230;22890;25780;29760;36510;3,3;4,220;0,284;62,8;53,1;3,3;6,4;33,6;14,4;5,3;1,9;2,0;1,4;-16,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034718;CC de Vitry, Champagne et Der;10801;23639;16493,1;14200;18990;24540;10330;10720;13150;15210;17110;20950;23120;26240;32010;3,0;3,541;0,250;63,4;55,1;3,2;5,1;33,6;9,0;7,7;2,6;3,0;2,1;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034726;CC Bastides de Lomagne;4627;10451;7218,2;15780;20770;26820;11040;11800;14530;16810;18820;23010;25370;28830;35500;3,0;3,629;0,252;67,9;58,2;2,9;6,8;30,6;10,9;4,7;2,0;1,8;1,0;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034825;CA du Grand Guéret;13478;27407;19674,4;15460;20550;26030;10570;11310;14250;16620;18640;22480;24730;27720;33350;2,9;3,492;0,241;64,1;56,8;2,5;4,7;37,6;7,4;5,9;1,9;2,5;1,5;-15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034833;CC des Bastides Dordogne-Périgord;8328;17411;12458,0;14460;19490;25630;11170;10680;13340;15450;17440;21570;24140;27260;33050;3,1;3,819;0,260;53,0;42,7;3,3;7,0;45,0;11,1;4,6;1,7;1,9;1,1;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034874;CC Côtes de Meuse Woëvre;2485;5987;4026,0;14970;19830;25250;10280;11470;14030;15970;17980;21530;24010;26780;32110;2,8;3,285;0,233;67,8;57,8;3,0;7,0;30,5;9,5;5,2;2,7;1,5;1,0;-13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034882;CC Pays du Mont-Blanc;20656;45679;31770,3;17950;23290;30320;12370;13410;16620;19100;21150;25520;28460;32700;40840;3,0;3,903;0,271;75,2;64,7;2,9;7,6;25,7;14,7;2,8;1,5;0,7;0,6;-18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200034957;CC du Frontonnais;10145;26408;17224,9;18010;23340;29740;11730;13660;16670;19080;21220;25600;28120;31890;37920;2,8;3,563;0,254;82,0;74,3;3,0;4,7;19,6;10,6;4,0;2,1;1,1;0,7;-16,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035087;CA Terre de Provence;25195;60460;40763,2;15000;20400;27120;12110;11110;13860;16140;18310;22690;25450;29260;35990;3,2;4,087;0,278;73,8;62,4;3,8;7,5;25,8;11,8;5,0;2,1;1,7;1,2;-16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035103;CC de la Vallée de la Haute-Sarthe;3274;7460;5130,2;15140;19580;24600;9460;11310;14080;16070;17920;21390;23420;26140;31550;2,8;3,369;0,237;65,1;55,4;2,8;6,9;34,4;8,6;5,2;2,5;1,6;1,1;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035111;CC des Sources de l'Orne;4913;11110;7639,1;14980;19520;24320;9340;11490;13980;15940;17750;21220;23050;25580;30410;2,6;3,110;0,220;65,2;56,7;2,7;5,7;32,4;8,7;6,3;2,6;2,3;1,4;-12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035129;CC de Cèze Cévennes;8792;17916;12916,4;12790;17520;23130;10340;9330;11850;13690;15630;19490;21810;24870;29970;3,2;3,874;0,264;51,0;39,6;4,2;7,3;45,1;9,7;7,9;2,0;3,7;2,1;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035137;CC Marche Occitane - Val d'Anglin;3248;6421;4697,4;13740;17960;23100;9350;10350;12760;14580;16260;19750;21870;24750;29590;2,9;3,575;0,248;49,2;38,0;2,9;8,3;47,4;9,7;5,6;1,7;2,7;1,2;-11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035202;CC Charlieu-Belmont;9774;22351;15334,4;16000;20340;25510;9500;12460;15030;17010;18630;22140;24170;27040;32310;2,6;3,193;0,230;66,4;58,5;2,8;5,0;33,1;9,9;4,7;2,3;1,3;1,0;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035319;CA Var Esterel Méditerranée (Cavem);55576;117046;83220,7;15540;21570;29380;13840;11170;14250;16810;19180;24180;27390;31780;40060;3,6;4,549;0,297;56,8;46,9;3,3;6,5;43,3;15,0;4,0;1,4;1,7;0,9;-19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035327;CC Cazals-Salviac;2411;5026;3603,9;13890;18410;24710;10820;9890;12940;14750;16770;20700;23330;26840;32700;3,3;3,919;0,262;47,4;38,2;3,0;6,3;49,5;11,3;5,1;1,7;2,2;1,2;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035442;CC du Sud-Artois;10593;26181;17419,9;14910;19510;24860;9950;11550;13940;15890;17690;21360;23670;26440;31840;2,8;3,416;0,244;71,8;61,5;2,9;7,4;27,0;8,8;6,1;2,9;2,0;1,2;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035459;CA d'Agen;43249;93951;65544,4;15040;20400;26650;11620;11050;13800;16180;18280;22580;25110;28560;34930;3,2;3,849;0,264;69,0;60,5;3,2;5,3;31,0;9,2;6,5;2,2;2,5;1,8;-15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035533;CC du Grand Saint-Émilionnais;6001;14035;9594,3;15780;20660;27140;11360;11870;14590;16840;18860;22810;25430;29150;37410;3,2;4,223;0,289;70,6;55,4;3,0;12,1;27,0;15,4;3,9;1,8;1,3;0,8;-16,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035541;CC des Landes d'Armagnac;4713;10311;7240,5;15060;19690;24820;9760;11460;14040;16020;18040;21340;23480;26420;31620;2,8;3,343;0,236;58,5;47,8;3,2;7,5;40,0;10,0;4,8;1,8;1,9;1,1;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035632;CC Armagnac Adour;3085;6485;4637,5;14430;19190;24610;10180;10690;13320;15540;17460;21060;23240;26300;32010;3,0;3,523;0,243;56,3;44,9;2,6;8,8;39,6;11,3;5,8;1,7;2,8;1,3;-13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035665;CA Seine Eure;27596;67968;45111,1;15280;20790;26820;11540;11110;14040;16440;18640;22940;25430;28560;34310;3,1;3,644;0,250;75,0;68,3;3,6;3,1;26,3;6,4;7,1;2,9;2,4;1,8;-14,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035707;CC Piège Lauragais Malepère;6495;15090;10295,6;14030;18930;24410;10390;10450;13090;15010;17000;20900;23050;25940;31160;3,0;3,650;0,254;63,2;52,6;3,6;7,0;33,1;10,7;7,0;2,7;2,7;1,6;-14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035715;CA Carcassonne Agglo;49033;108038;75090,8;13490;18660;24810;11330;9910;12390;14560;16640;20840;23300;26590;32750;3,3;4,039;0,273;62,7;53,1;3,6;6,1;34,7;8,9;8,4;2,5;3,6;2,2;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035723;CC Ventoux Sud;3662;8281;5718,0;14010;19180;25350;11340;10170;12930;14930;17140;21270;23830;27180;33000;3,2;3,974;0,268;64,1;49,2;4,1;10,7;33,3;11,5;5,7;2,3;2,1;1,4;-14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035731;CA Roannais Agglomération;45502;97452;68492,6;15180;20000;25570;10390;11310;14080;16220;18150;21880;24140;27270;33390;3,0;3,649;0,255;62,4;55,1;3,0;4,4;36,0;10,3;6,0;2,2;2,1;1,6;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035756;CC Astarac Arros en Gascogne;3139;7192;4995,2;15110;19760;25440;10330;11200;14220;16080;18050;21670;23990;27100;33060;3,0;3,682;0,256;59,5;47,7;2,5;9,3;37,6;12,2;4,3;1,8;1,8;0,8;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035764;CC de la Beauce Loirétaine;6368;16112;10599,6;17870;22240;27410;9540;14020;16870;18910;20610;24100;26130;29140;34200;2,4;2,862;0,206;76,7;70,7;2,7;3,4;25,1;8,8;4,1;2,5;0,9;0,7;-14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035772;CC du Pays du Saintois;5812;14228;9512,5;17120;21900;27360;10240;13320;16110;18010;20110;23790;26040;28950;34630;2,6;3,083;0,222;75,8;67,5;2,6;5,7;26,6;7,8;4,2;2,3;1,2;0,7;-14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035814;CA Flers Agglo;23660;52570;36488,7;15180;19430;24300;9130;11360;14050;16040;17800;21200;23160;25780;30890;2,7;3,302;0,233;63,0;55,0;3,0;5,0;35,8;8,5;6,1;2,5;2,1;1,5;-13,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035848;CC du Châtillonnais en Berry;2739;5385;3952,1;14470;18640;23520;9050;11190;13680;15400;17110;20260;22290;25100;30990;2,8;3,414;0,242;50,3;41,3;2,6;6,4;46,8;10,2;4,9;1,5;2,2;1,2;-12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035855;CC Castelnaudary Lauragais Audois;10917;24518;16925,7;14620;19410;25070;10450;10870;13530;15610;17550;21390;23580;26860;32520;3,0;3,633;0,252;67,1;58,0;3,2;5,9;31,2;9,1;6,6;2,4;2,6;1,6;-14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035863;CC Région Lézignanaise, Corbières et Minervois;14181;31286;21770,2;13200;17830;23350;10150;9570;12230;14140;15940;19860;21990;25060;30600;3,2;3,918;0,264;57,4;46,2;4,2;7,0;39,0;8,6;8,1;2,6;3,6;2,0;-13,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200035970;CC Vexin Centre;9263;24547;16019,3;20670;26440;33680;13010;15540;19300;21910;24270;28920;31700;35960;43410;2,8;3,417;0,241;83,7;76,2;2,8;4,7;24,1;9,0;2,7;1,7;0,6;0,4;-19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036069;CC du Pays de Mortagne-au-Perche;6077;13178;9253,1;14960;19690;25160;10200;10930;13900;16130;17920;21560;23760;26850;32850;3,0;3,688;0,254;61,4;51,7;2,9;6,8;37,2;10,1;5,4;2,1;1,9;1,4;-14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036077;CC du Golfe de Saint-Tropez;27680;57380;41067,3;15220;21210;29760;14540;10800;13950;16510;18910;23910;27450;32570;42610;3,9;5,328;0,332;61,5;48,5;3,9;9,1;35,4;21,7;3,1;1,2;1,2;0,7;-21,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036135;CC Coeur de France;8811;17797;12867,1;14470;19090;24450;9980;10910;13400;15530;17330;20920;23120;26070;31580;2,9;3,556;0,250;57,2;49,0;2,9;5,2;41,5;8,0;6,9;1,9;3,2;1,8;-13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036150;CC des Hauts du Val de Saône;3863;8268;5839,5;14100;18760;23640;9540;10560;12970;15130;16890;20360;22280;25130;29360;2,8;3,437;0,242;54,8;45,3;2,5;7,0;41,0;10,5;6,1;2,3;2,6;1,3;-12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036465;CC de Thann-Cernay;15856;36766;25128,8;16570;22040;29220;12650;12340;15300;17720;19900;24440;27380;31380;38280;3,1;3,732;0,259;73,8;67,1;3,1;3,6;29,9;7,6;4,7;2,0;1,5;1,1;-16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036473;CA de Saintes;27953;59883;42216,0;15600;20570;26690;11090;11630;14400;16630;18620;22660;25140;28600;34860;3,0;3,658;0,255;63,3;53,6;3,1;6,7;36,8;9,5;5,6;1,9;2,3;1,4;-15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036499;CC de Marana-Golo;8668;20220;13739,0;14420;20200;26710;12300;10520;13340;15570;17930;22470;25150;28760;35000;3,3;4,059;0,273;78,2;67,7;2,9;7,6;24,2;8,4;6,0;1,9;2,5;1,5;-16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036523;CC des Bastides en Haut-Agenais Périgord;7367;16295;11406,8;14170;18870;24740;10570;10430;13110;15160;16990;20870;23260;26350;32250;3,1;3,774;0,258;57,0;43,5;3,2;10,3;39,4;11,9;5,0;2,0;1,9;1,2;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036549;CC Val de Gray;9002;19846;13825,4;14760;19410;24880;10120;11260;13850;15790;17610;21270;23550;26470;32100;2,8;3,464;0,245;63,4;54,2;3,0;6,3;35,0;8,8;6,5;2,4;2,5;1,6;-13,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200036572;CC Porte d'Aquitaine en Pays de Serres;2178;5026;3447,5;15230;20310;26020;10800;11060;14250;16180;18320;22500;24780;28020;33340;3,0;3,579;0,247;67,7;57,5;3,3;6,9;31,9;9,8;4,9;2,2;1,7;1,0;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200037059;CC de la Haute Somme (Combles - Péronne - Roisel);11670;27031;18468,1;14140;18940;24370;10230;10800;13120;15190;17120;20800;22990;26110;31710;2,9;3,582;0,253;66,2;56,7;3,6;6,0;31,9;8,8;7,3;2,6;3,0;1,6;-14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200037133;CC du Provinois;13956;34515;22955,5;15200;20400;26490;11290;11090;14050;16340;18370;22490;25040;28290;34170;3,1;3,822;0,262;72,5;63,7;3,1;5,7;27,3;9,6;6,5;2,8;2,2;1,5;-15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200038958;CC de la Pieve de l'Ornano;4593;9322;6769,8;16100;22880;31660;15570;10740;14680;17540;20210;25720;29240;34000;43080;4,0;5,107;0,315;59,5;49,4;2,4;7,7;43,2;14,5;3,2;0,8;1,9;0,5;-20,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200038990;CC de Saint-Méen Montauban;10372;25909;17097,1;16520;20480;25060;8550;12940;15520;17340;18900;21990;23880;26420;31190;2,4;2,814;0,204;75,4;66,6;2,8;6,0;24,3;8,0;5,6;3,2;1,4;1,0;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039022;CA Vitré Communauté;32496;81558;53848,9;16850;20860;25990;9140;13430;15900;17710;19300;22590;24710;27520;32570;2,4;2,953;0,216;78,4;70,5;2,7;5,2;22,4;8,4;5,1;2,9;1,3;1,0;-14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039055;CC Ouche et Montagne;4428;10771;7201,1;18870;23470;29430;10570;14560;17790;19950;21900;25460;27980;31250;36680;2,5;3,007;0,215;75,5;68,0;2,5;4,9;29,4;7,7;3,1;2,0;0,7;0,5;-15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039063;CC Forêts, Seine et Suzon;2762;6602;4475,9;18870;24740;32150;13270;14350;17550;20290;22510;27240;30170;34380;42660;3,0;3,747;0,262;75,0;64,7;2,0;8,3;30,0;11,0;2,6;1,5;0,6;0,4;-18,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039204;CC de Lacq-Orthez;22897;52580;36156,9;15830;20680;26560;10720;12070;14720;16860;18790;22830;25200;28250;33830;2,8;3,318;0,235;65,4;58,5;3,1;3,8;34,9;8,4;5,3;2,1;2,0;1,2;-14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039519;CC du Quercy Blanc;3380;7317;5174,2;14390;19220;25350;10960;10560;13250;15380;17330;21370;23800;26990;33290;3,2;3,810;0,260;57,4;45,3;2,6;9,5;39,6;11,4;4,9;1,8;2,1;1,0;-13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039642;CC Le Tonnerrois en Bourgogne;7310;15229;10858,2;14440;19250;24730;10280;10760;13470;15540;17380;21060;23410;26270;31780;3,0;3,604;0,251;57,0;48,5;2,5;6,0;40,3;9,9;6,6;2,2;2,9;1,6;-13,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039709;CC du Serein;2955;6320;4463,5;15370;20130;25680;10310;11350;14310;16700;18350;21860;24220;27380;32940;2,9;3,607;0,246;58,5;49,0;2,4;7,1;38,8;11,4;4,8;2,0;1,9;0,9;-13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200039758;CC Avallon, Vézelay, Morvan;8769;18307;13046,7;14870;19620;25230;10360;11210;13760;15850;17800;21520;23860;26880;32800;2,9;3,597;0,251;59,8;50,5;2,7;6,6;39,0;9,7;5,9;2,0;2,5;1,4;-14,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
