IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6016;DISP_Q116;DISP_MED16;DISP_Q316;DISP_EQ16;DISP_D116;DISP_D216;DISP_D316;DISP_D416;DISP_D616;DISP_D716;DISP_D816;DISP_D916;DISP_RD16;DISP_S80S2016;DISP_GI16;DISP_PACT16;DISP_PTSA16;DISP_PCHO16;DISP_PBEN16;DISP_PPEN16;DISP_PPAT16;DISP_PPSOC16;DISP_PPFAM16;DISP_PPMINI16;DISP_PPLOGT16;DISP_PIMPOT16;DISP_NOTE16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382290203;Plaine Fleurie;38229;Meylan;;19776;26553;35366;0,59;14760;18088;20908;22887;29711;32759;39064;48537;3,3;4,118;0,282;57,9;50,9;1,6;5,5;43,1;16,9;2,2;0,8;0,7;0,7;-20,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382290301;Maupertuis-St Mury-Charlaix;38229;Meylan;;26425;35946;50912;0,68;18325;24888;28250;32242;40757;46666;55425;68858;3,8;4,757;0,305;75,7;62,4;1,5;11,7;27,4;23,1;1,3;0,6;0,4;0,3;-27,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382290302;Haut Meylan;38229;Meylan;;26654;37685;54588;0,74;19110;23836;28697;33571;43975;50286;59980;77304;4,0;5,378;0,332;77,3;60,3;1,5;15,5;27,7;23,8;1,1;0,6;0,3;0,3;-29,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383170101;Grand-Galet;38317;Le Pont-de-Claix;12,6;15198;19381;25236;0,52;11694;13901;16053;17807;21575;23888;26299;30441;2,6;2,943;0,212;78,1;72,5;4,3;1,3;22,5;5,2;6,9;3,1;1,9;1,9;-12,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383170102;Villancourt;38317;Le Pont-de-Claix;;16273;20354;25063;0,43;12449;15316;17311;18925;22179;23896;26335;31329;2,5;2,864;0,203;72,6;66,8;3,0;2,8;29,8;6,7;4,3;1,9;1,5;0,9;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383170103;Les-Iles-de-Mars-Les-Olympiades;38317;Le Pont-de-Claix;;10953;14243;19201;0,58;8566;10239;11554;12838;15971;18118;20321;24069;2,8;3,132;0,228;61,4;55,1;5,1;1,2;24,5;3,7;19,3;6,8;6,4;6,1;-8,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383170104;Arc-En-Ciel;38317;Le Pont-de-Claix;;15412;19675;24838;0,48;11982;14316;16297;18127;21600;23825;25924;30069;2,5;2,869;0,206;70,8;66,2;3,2;1,4;30,1;5,4;6,0;2,8;1,9;1,4;-12,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383170105;Bourg;38317;Le Pont-de-Claix;11,6;15836;20599;25194;0,45;11940;14608;17060;18720;22314;24257;26684;30873;2,6;3,015;0,213;71,5;66,0;4,0;1,5;28,3;6,5;6,4;2,7;1,9;1,7;-12,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820102;Rochepleine;38382;Saint-Égrève;10,3;16163;21807;30109;0,64;12416;14746;17487;19674;25179;28162;32735;38723;3,1;3,639;0,258;79,3;73,7;2,9;2,7;23,7;8,6;5,7;2,6;1,6;1,5;-17,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820103;Champaviotte;38382;Saint-Égrève;10,6;16070;21385;27601;0,54;12078;14960;17110;19562;23443;26250;29622;34483;2,9;3,436;0,241;73,2;66,8;2,7;3,7;28,8;8,2;5,1;2,1;1,6;1,4;-15,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820104;Barnave-Saint Robert;38382;Saint-Égrève;;22200;28142;36764;0,52;16168;20559;23250;25830;30946;34823;39011;45135;2,8;3,248;0,231;62,3;57,3;1,9;3,2;43,0;12,8;1,9;1,0;0,5;0,4;-20,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820105;La-Monta-Visancourt;38382;Saint-Égrève;9,9;17000;23276;30270;0,57;12500;15654;18264;21067;25576;28420;33052;40441;3,2;3,794;0,258;80,2;73,7;2,4;4,0;24,2;8,5;4,8;2,1;1,4;1,3;-17,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820201;Fiancey-Brieux;38382;Saint-Égrève;8,0;18818;26170;35311;0,63;13770;17123;20243;23463;29154;33291;38055;46849;3,4;3,985;0,269;68,0;61,7;1,8;4,6;34,4;13,1;3,9;1,7;1,4;0,9;-19,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820202;Moutonnees;38382;Saint-Égrève;;18648;23836;30682;0,50;14844;17358;19623;21757;26035;29241;32083;37545;2,5;3,028;0,220;76,6;71,4;2,3;2,9;27,5;9,5;3,3;1,8;0,8;0,7;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383820203;Predieu;38382;Saint-Égrève;;17773;22316;27811;0,45;13647;16710;18643;20390;24137;26623;29642;35975;2,6;3,021;0,214;75,2;70,3;2,3;2,6;29,5;7,5;3,3;1,7;1,0;0,6;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210101;Croix-Rouge;38421;Saint-Martin-d'Hères;14,6;15095;20341;26873;0,58;10663;13939;16166;18184;22871;25222;28635;34147;3,2;3,755;0,256;77,2;70,7;3,4;3,1;24,5;7,2;6,6;2,0;2,3;2,2;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210103;Portail-Rouge;38421;Saint-Martin-d'Hères;16,7;15047;20927;26871;0,57;9962;13629;16375;18544;23106;25636;28143;34039;3,4;3,729;0,247;70,5;66,2;2,2;2,1;30,7;8,1;6,1;1,8;2,4;1,9;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210201;La-Plaine;38421;Saint-Martin-d'Hères;18,4;13811;18822;24307;0,56;10137;12777;14769;16839;20986;22991;25572;29871;2,9;3,306;0,231;81,1;75,8;3,5;1,8;18,5;4,7;9,6;3,7;3,1;2,8;-13,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210202;Renaudie;38421;Saint-Martin-d'Hères;;11082;14751;19733;0,59;8721;10560;11749;13287;16493;18577;21048;25280;2,9;3,614;0,254;74,1;68,0;5,0;1,1;15,4;4,5;16,9;5,5;6,3;5,2;-10,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210301;Paul-Bert;38421;Saint-Martin-d'Hères;15,1;14431;19021;23894;0,50;11103;13673;15436;17369;20834;22968;24993;28778;2,6;2,920;0,209;69,9;65,0;3,2;1,7;31,5;5,8;6,3;2,7;1,9;1,6;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210302;Paul-Eluard;38421;Saint-Martin-d'Hères;12,3;15505;19994;24961;0,47;11724;14317;16532;18085;21446;23734;26593;31826;2,7;3,150;0,222;72,9;66,8;3,7;2,4;27,3;8,1;5,9;2,4;2,1;1,4;-14,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210401;Les-Alloves;38421;Saint-Martin-d'Hères;;16121;20271;24525;0,41;12404;14972;16780;18632;21370;23474;26237;30280;2,4;2,743;0,196;78,6;72,8;3,2;2,5;23,7;6,3;4,9;2,5;1,4;0,9;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210402;Le-Village;38421;Saint-Martin-d'Hères;8,5;16598;21245;26796;0,48;12890;15604;17660;19558;23177;25607;28739;33875;2,6;3,105;0,221;74,0;69,3;3,0;1,7;29,3;8,2;4,1;2,2;1,1;0,9;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210501;Murier;38421;Saint-Martin-d'Hères;17,0;14220;19573;25223;0,56;10667;13180;15411;17449;21432;23861;27073;32591;3,1;3,898;0,270;74,0;66,4;3,1;4,5;23,6;13,0;6,9;3,1;1,9;1,9;-17,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210502;Semard;38421;Saint-Martin-d'Hères;23,8;12649;17587;22829;0,58;9289;11765;13670;15758;19548;21838;24529;28890;3,1;3,557;0,244;65,9;58,8;4,2;2,9;30,8;5,9;10,0;2,8;3,7;3,6;-12,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384210601;Taillees;38421;Saint-Martin-d'Hères;14,1;15404;21135;27727;0,58;10641;14124;16793;19134;23494;26243;30341;35289;3,3;3,932;0,256;75,5;69,5;3,1;2,9;26,8;8,7;5,3;1,6;1,9;1,8;-16,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384740101;La Falaise;38474;Sassenage;;15847;20015;24009;0,41;11926;14819;16715;18312;21396;23093;25076;29314;2,5;2,775;0,194;72,5;67,4;3,9;1,2;28,4;6,1;6,3;3,0;1,9;1,4;-13,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384740102;La Plaine;38474;Sassenage;5,8;18413;24234;30568;0,50;14099;17199;19775;22043;26520;28964;32434;38716;2,7;3,152;0,225;80,1;72,8;2,3;5,1;24,8;9,1;3,8;1,8;1,1;0,9;-17,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384740103;Le Bourg-Les Cotes;38474;Sassenage;;20010;26121;33066;0,50;14629;18294;21105;23686;28264;31333;35561;42417;2,9;3,375;0,237;80,8;74,7;2,7;3,4;24,5;11,4;2,7;1,5;0,7;0,6;-19,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384740104;Engenieres-Rolandiere;38474;Sassenage;;19421;24703;31216;0,48;15593;18347;20689;22715;26716;29554;33300;39310;2,5;3,090;0,228;74,5;70,8;2,0;1,7;31,4;10,5;2,8;1,6;0,7;0,5;-19,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384850101;Les-Iles-Sud;38485;Seyssinet-Pariset;10,8;16383;21259;27695;0,53;12268;14992;17566;19507;23602;26067;29856;34823;2,8;3,384;0,238;67,0;61,1;2,7;3,2;33,7;9,7;4,9;1,7;1,8;1,4;-15,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384850102;Les-Iles-Nord;38485;Seyssinet-Pariset;9,3;16610;21481;27504;0,51;12719;15466;17601;19428;23401;25751;29277;34707;2,7;3,189;0,230;75,1;69,7;2,8;2,7;26,8;9,6;4,7;2,0;1,5;1,2;-16,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384850103;La-Fauconniere;38485;Seyssinet-Pariset;;15820;22324;29227;0,60;12284;14928;17273;20118;24770;27523;31173;36587;3,0;3,708;0,257;74,8;68,6;2,9;3,3;26,3;9,5;5,4;2,9;1,1;1,4;-16,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384850104;Pacalaire;38485;Seyssinet-Pariset;;17998;22733;28168;0,45;13853;16803;19181;20871;24447;26825;30059;34809;2,5;2,957;0,213;74,1;69,1;2,5;2,6;28,9;9,1;3,7;1,4;1,3;1,0;-15,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384850105;Le-Village;38485;Seyssinet-Pariset;;20364;25899;34829;0,56;15388;18802;21253;23765;28830;32794;37928;45338;2,9;4,477;0,315;69,6;59,6;1,7;8,2;30,5;19,6;2,1;1,0;0,7;0,4;-21,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440101;Jean-Moulin;38544;Vienne;23,1;12873;17679;23666;0,61;9330;11803;13647;15948;19831;22634;25568;31009;3,3;3,819;0,259;70,9;63,7;4,0;3,3;26,5;6,8;9,4;3,0;3,6;2,8;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440102;Saint-Germain;38544;Vienne;12,4;15369;21078;26750;0,54;11821;14298;16734;19139;22881;25511;28666;34831;2,9;3,467;0,243;68,2;62,3;2,9;3,0;33,3;9,6;5,1;1,7;1,8;1,6;-16,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440103;Michel-Servet;38544;Vienne;14,1;14784;20355;28079;0,65;11637;13809;15948;17953;22685;25809;30875;38916;3,3;4,218;0,291;61,1;54,5;2,8;3,7;37,3;13,8;4,9;1,3;1,8;1,7;-17,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440201;Salle-des-Fetes;38544;Vienne;16,8;14455;20179;27693;0,66;10310;13267;15540;17800;22731;26134;29487;36183;3,5;4,361;0,287;75,3;66,7;3,5;5,1;23,5;12,0;6,1;1,5;2,5;2,2;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440202;Les-Collines;38544;Vienne;6,9;19787;27516;37628;0,65;14431;18204;21325;24672;30355;35402;41650;54325;3,8;4,903;0,321;79,6;67,4;2,6;9,7;24,2;18,2;2,5;1,3;0,7;0,6;-24,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440301;Salomon;38544;Vienne;35,4;10983;15101;22639;0,77;8395;10159;11729;13061;17695;20780;24999;30794;3,7;4,282;0,293;65,3;58,8;3,8;2,7;26,0;6,3;14,9;4,1;6,0;4,8;-12,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440302;Vallee-de-Gere;38544;Vienne;33,6;11083;15784;22297;0,71;8431;10178;11981;13851;18183;20410;24298;30044;3,6;4,478;0,299;76,8;67,0;4,8;5,1;17,6;5,8;13,3;3,7;5,8;3,9;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440303;Charlemagne;38544;Vienne;17,4;14506;19981;26953;0,62;10435;13198;16014;17786;22475;25600;28523;34937;3,3;3,887;0,266;77,4;70,1;3,1;4,2;22,4;8,2;7,5;3,6;2,1;1,9;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440304;Malissol;38544;Vienne;36,3;10797;15156;20041;0,61;8591;10039;11530;13118;17083;18453;21050;24820;2,9;3,201;0,232;71,5;64,5;5,5;1,5;18,8;3,2;17,0;7,2;5,0;4,8;-10,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440401;Pasteur-Leveau;38544;Vienne;17,5;14290;20145;26413;0,60;9854;13093;15388;17655;22248;24852;29111;34952;3,5;4,213;0,278;71,3;64,1;3,0;4,2;29,5;8,1;6,7;2,3;2,5;1,9;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440402;Estressin;38544;Vienne;16,1;15408;21158;27551;0,57;10389;13948;16537;19042;23434;26033;29736;37144;3,6;4,336;0,285;64,5;58,7;2,8;3,0;36,2;11,4;5,0;2,0;1,7;1,2;-17,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385440403;Grand-Estressin;38544;Vienne;40,6;10542;13810;17958;0,54;8275;9736;11097;12396;15134;17027;19852;22960;2,8;3,079;0,222;49,1;43,5;4,6;0,9;35,6;4,2;19,4;4,9;8,6;5,9;-8,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530101;Les-Armieres-Le-Mas-de-La-Raz;38553;Villefontaine;10,2;15871;20603;25640;0,47;12435;14905;16938;18646;22763;24751;26980;31158;2,5;2,909;0,210;78,0;72,3;4,0;1,8;24,4;4,7;6,3;3,4;1,4;1,5;-13,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530102;Les Roches;38553;Villefontaine;;11843;15674;21161;0,59;8945;10911;12723;14368;17545;19877;22671;27151;3,0;3,507;0,245;67,2;60,4;5,2;1,6;25,5;3,9;14,4;6,0;4,0;4,5;-11,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530103;Centre-St-Bonnet-Muissiat;38553;Villefontaine;32,9;11401;14906;20581;0,62;8694;10453;12054;13307;16480;19100;21919;26038;3,0;3,483;0,246;71,8;64,7;6,3;0,8;18,0;3,1;17,6;6,1;5,8;5,8;-10,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530104;Les-Picotieres-Le-Village;38553;Villefontaine;;19063;25014;31689;0,50;13597;17319;19937;22204;27443;30326;34116;41449;3,0;3,408;0,240;75,2;67,7;2,6;5,0;29,9;8,2;3,6;2,2;0,6;0,8;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530106;Vaugelas;38553;Villefontaine;27,0;12326;16073;20427;0,50;9718;11708;12926;14482;17895;19219;22138;25948;2,7;3,047;0,222;72,8;65,7;6,4;0,8;18,8;3,8;15,2;5,5;4,9;4,8;-10,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530107;Les Fougères;38553;Villefontaine;20,9;13088;17485;22928;0,56;10476;12281;14151;15449;19113;21343;24875;29355;2,8;3,177;0,232;86,9;79,4;5,7;1,8;8,9;2,7;13,2;6,9;2,4;3,8;-11,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385530108;Quincias;38553;Villefontaine;13,0;14475;19073;24572;0,53;11710;13903;15166;16886;21374;23479;25959;29823;2,5;2,829;0,211;91,8;86,4;4,9;0,4;7,9;2,7;10,0;5,6;2,1;2,4;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630101;Souillet-Vouise;38563;Voiron;7,7;18079;23509;29943;0,50;13707;17102;19103;21617;25349;28223;32658;39725;2,9;3,353;0,238;71,6;65,0;2,7;3,9;30,6;11,1;3,6;1,8;1,0;0,8;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630102;Voiron-Ouest;38563;Voiron;9,5;16996;22788;30017;0,57;12682;15649;18452;20348;25302;28443;32834;39711;3,1;3,850;0,267;72,7;64,9;2,6;5,1;28,5;12,7;4,0;1,8;1,2;1,0;-17,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630103;Centre-Ville-Nord;38563;Voiron;16,5;14267;19335;25563;0,58;10929;13309;15292;17316;21679;24050;27164;34471;3,2;3,825;0,266;65,4;58,4;4,4;2,7;33,0;9,7;7,0;2,0;2,8;2,2;-15,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630104;Centre-Ville-Ouest;38563;Voiron;15,5;14248;19937;25621;0,57;11229;13334;15376;17685;21876;24089;26960;32583;2,9;4,311;0,302;67,3;55,2;2,9;9,2;31,5;11,2;6,3;2,0;2,4;1,9;-16,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630105;Centre-Ville-Est;38563;Voiron;15,7;14680;20088;26507;0,59;10866;13680;15796;18089;22388;25310;28743;35919;3,3;4,005;0,272;74,3;67,6;3,3;3,4;25,5;9,2;6,5;1,9;2,5;2,1;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630106;Centre-Ville-Sud-Vallee;38563;Voiron;23,1;12884;18147;24307;0,63;9918;12012;13826;15916;20205;22672;25715;31515;3,2;3,867;0,272;53,1;47,4;3,5;2,3;40,1;12,1;8,7;2,2;3,6;2,9;-14,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630107;Grand-Brunetiere-Criel Nord;38563;Voiron;;11953;16336;23146;0,69;8986;10983;12965;14320;19006;21814;26142;32412;3,6;4,277;0,292;63,8;54,3;4,7;4,8;30,9;7,9;11,4;3,8;4,0;3,5;-14,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385630108;Criel-Champfeuillet;38563;Voiron;;20293;26201;33425;0,50;14953;18754;21710;23721;28978;31437;35945;43237;2,9;3,605;0,252;78,0;70,2;1,8;5,9;26,8;12,5;2,7;1,5;0,7;0,5;-20,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980102;Nouvelles, Petit Fort;39198;Dole;17,5;14400;19819;25561;0,56;10250;12916;16124;18035;21578;24155;27247;32697;3,2;3,632;0,247;59,9;54,9;3,0;2,0;39,0;7,9;7,2;2,2;2,9;2,0;-14,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980103;Faubourg de Besançon, Les Commards;39198;Dole;16,6;14565;20247;26507;0,59;10752;13385;15529;18035;22382;24831;28077;34660;3,2;4,049;0,276;57,7;48,9;2,8;6,0;41,8;9,1;6,8;1,9;2,8;2,0;-15,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980104;Rochebelle, Landon;39198;Dole;11,8;15135;20726;26511;0,55;12197;14234;16372;18659;22343;25222;28938;35161;2,9;3,651;0,262;69,6;60,8;2,7;6,2;31,6;8,4;6,3;2,5;2,2;1,6;-15,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980105;Centre Ville;39198;Dole;20,0;13535;18922;26803;0,70;9819;12508;14567;16702;21082;24719;29516;37177;3,8;4,666;0,303;72,1;60,8;4,4;6,9;26,2;10,0;8,6;1,4;4,0;3,2;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980106;Paix, Wilson, Machard;39198;Dole;15,5;14287;19709;25933;0,59;11312;13331;15633;17711;21732;24301;27795;35083;3,1;3,617;0,258;53,8;46,2;3,1;4,5;44,6;9,5;7,3;1,7;3,3;2,3;-15,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980107;Faubourg de Chalon;39198;Dole;15,3;15121;20595;26859;0,57;10757;14013;16329;18641;22940;25341;29049;35451;3,3;4,137;0,277;62,7;56,1;2,2;4,4;38,9;9,6;5,3;1,6;2,1;1,6;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980108;Plumont,  Val Fleuri;39198;Dole;14,1;14692;19842;25671;0,55;11353;13713;15787;17602;21899;24233;27579;33784;3,0;3,581;0,254;55,8;49,9;2,4;3,5;45,3;7,7;5,8;2,1;1,9;1,8;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980109;Azans, La Bedugue;39198;Dole;;18067;23055;30148;0,52;13574;16952;18907;20874;25560;28109;32253;41865;3,1;4,089;0,290;64,8;53,1;1,9;9,9;38,7;12,4;3,0;1,4;0,8;0,7;-18,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391980110;Zone Portuaire, Le Boichot;39198;Dole;14,8;14765;20226;26227;0,57;11493;13816;15992;17899;22335;24778;28332;35701;3,1;4,098;0,288;65,1;56,6;2,6;5,9;34,5;10,9;5,9;2,1;2,2;1,6;-16,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
