IRIS;LIBIRIS;COM;LIBCOM;DISP_TP6016;DISP_Q116;DISP_MED16;DISP_Q316;DISP_EQ16;DISP_D116;DISP_D216;DISP_D316;DISP_D416;DISP_D616;DISP_D716;DISP_D816;DISP_D916;DISP_RD16;DISP_S80S2016;DISP_GI16;DISP_PACT16;DISP_PTSA16;DISP_PCHO16;DISP_PBEN16;DISP_PPEN16;DISP_PPAT16;DISP_PPSOC16;DISP_PPFAM16;DISP_PPMINI16;DISP_PPLOGT16;DISP_PIMPOT16;DISP_NOTE16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774680204;Le Mail;77468;Torcy;33,5;10839;15100;20478;0,64;7977;10206;11678;13374;17047;19203;21971;26024;3,3;3,663;0,254;79,8;73,9;5,4;0,5;14,5;2,3;14,8;5,6;5,0;4,2;-11,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774680205;Belvedere;77468;Torcy;21,7;13154;16532;21530;0,51;9960;12233;13894;15377;18160;20212;23153;27413;2,8;3,067;0,219;87,7;80,7;5,8;1,1;10,2;2,0;12,5;4,8;3,8;3,9;-12,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774680206;Jean Zay-Mendes France;77468;Torcy;16,0;14901;19914;25746;0,54;11202;13596;16058;17927;21924;24269;27829;32633;2,9;3,346;0,235;90,7;84,1;4,7;1,9;13,3;3,5;7,1;3,4;1,8;1,9;-14,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774790101;Nord;77479;Vaires-sur-Marne;8,6;18627;24863;32141;0,54;13186;17162;20038;22265;27563;30545;34333;40781;3,1;3,728;0,250;73,8;68,3;2,3;3,2;34,7;7,2;3,2;1,5;1,0;0,7;-18,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774790102;Est;77479;Vaires-sur-Marne;14,1;15722;23451;30712;0,64;11322;14286;17051;20482;26330;29070;33257;41375;3,7;4,299;0,279;74,0;67,8;2,5;3,8;31,5;7,9;5,4;2,9;1,1;1,4;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774790103;Centre;77479;Vaires-sur-Marne;;20490;27304;36617;0,59;14749;18621;22325;24870;30431;34409;38738;46894;3,2;3,998;0,269;84,7;77,1;2,4;5,2;24,2;10,0;2,5;1,4;0,6;0,5;-21,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774790104;Ouest;77479;Vaires-sur-Marne;;19629;25609;32271;0,49;14160;18334;20627;23142;28118;30510;34312;39619;2,8;3,278;0,229;79,8;75,4;2,6;1,9;27,9;7,3;3,2;1,8;0,8;0,6;-18,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774790105;Sud;77479;Vaires-sur-Marne;;12126;17893;27130;0,84;9486;10971;13360;15304;21173;24664;29293;36472;3,8;4,457;0,297;80,9;73,7;4,6;2,6;21,1;3,8;9,9;4,0;3,1;2,8;-15,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774870101;Nord-Ouest;77487;Vaux-le-Pénil;;20331;25719;33129;0,50;16187;19421;21475;23678;28262;31347;35499;43140;2,7;3,243;0,235;68,3;63,9;1,7;2,8;40,7;9,9;2,1;1,1;0,5;0,4;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774870102;Sud-Ouest;77487;Vaux-le-Pénil;;20543;26691;33475;0,48;15585;19166;21850;24269;28925;31851;35674;41952;2,7;3,332;0,237;75,8;70,1;2,0;3,7;31,8;11,0;2,4;1,4;0,6;0,4;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774870103;Centre-Nord;77487;Vaux-le-Pénil;;16895;22818;30245;0,59;12888;15771;18014;20264;25007;28407;32118;38872;3,0;3,678;0,257;78,3;71,6;2,4;4,3;27,8;7,2;5,3;2,4;1,4;1,5;-18,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
774870104;Est-Sud;77487;Vaux-le-Pénil;;20024;25533;31731;0,46;15183;18662;21109;23264;27566;30176;33688;38260;2,5;2,934;0,209;94,3;88,7;2,4;3,2;16,8;3,9;3,4;2,3;0,6;0,5;-18,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775140101;Varlin Ouest;77514;Villeparisis;14,5;15516;21406;27338;0,55;11073;14344;17004;19176;23398;25721;29283;34174;3,1;3,473;0,238;85,8;80,2;3,8;1,8;20,0;5,3;5,6;2,5;1,6;1,4;-16,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775140102;Gide Ouest;77514;Villeparisis;11,1;15940;21745;28095;0,56;12111;14787;17024;19455;24214;26802;30322;36304;3,0;3,420;0,238;81,9;77,0;3,1;1,8;23,9;5,6;5,0;2,8;1,3;0,9;-16,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775140103;Gide Est;77514;Villeparisis;10,4;16913;22691;28392;0,51;12385;15620;18196;20350;24878;27330;30337;36241;2,9;3,340;0,234;82,8;77,2;2,9;2,8;23,3;6,5;4,7;2,7;1,2;0,8;-17,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775140104;Briand;77514;Villeparisis;13,8;15994;21735;27660;0,54;11176;14833;17657;20092;23665;26151;29122;34618;3,1;3,530;0,234;84,8;79,7;3,7;1,4;21,1;5,6;5,4;2,8;1,3;1,2;-16,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775140201;Monnet Pre Berson;77514;Villeparisis;13,8;15389;20865;26628;0,54;11390;14209;16523;18548;22863;25333;28253;32813;2,9;3,307;0,229;88,6;83,1;3,5;2,1;15,7;4,5;7,1;3,5;1,9;1,7;-15,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
775140301;Route Nationale 3;77514;Villeparisis;20,7;13589;18446;24671;0,60;9964;12413;14569;16646;20831;23368;26260;30641;3,1;3,522;0,242;79,8;74,7;3,6;1,5;20,5;4,1;9,9;4,0;3,2;2,6;-14,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050103;Champs de Villars;78005;Achères;17,2;14209;19262;25802;0,60;10551;13140;15261;17060;21556;24014;28213;33635;3,2;3,614;0,251;90,9;86,2;3,9;0,9;14,0;3,4;8,0;3,9;2,0;2,2;-16,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050104;Thorez;78005;Achères;16,8;14170;18349;24074;0,54;10399;13280;14982;16845;20474;22586;25910;31976;3,1;3,393;0,241;82,1;76,7;3,9;1,4;20,5;4,9;8,1;3,7;2,3;2,2;-15,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050105;Porte de Seine;78005;Achères;19,2;13611;17532;22238;0,49;10589;12578;14279;15853;19223;21184;23616;28837;2,7;3,053;0,222;85,6;80,8;4,4;0,4;14,9;3,0;10,3;4,3;2,8;3,2;-13,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050106;Centre Ville;78005;Achères;15,1;14884;19850;26670;0,59;11354;13909;15639;17665;22063;24785;28454;34243;3,0;3,429;0,242;83,4;78,2;3,5;1,7;20,9;4,5;7,4;3,4;2,1;1,9;-16,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050107;Montsouris;78005;Achères;;21199;27272;35013;0,51;15588;20218;22613;24707;30056;33235;37760;44594;2,9;3,140;0,222;76,6;72,3;1,7;2,6;34,1;8,7;1,9;1,2;0,4;0,3;-21,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050108;Plantes d'Ennemont;78005;Achères;9,9;16419;22107;29445;0,59;12578;15247;17628;19753;24497;27900;31807;37833;3,0;3,400;0,239;83,8;78,4;3,0;2,4;24,1;4,9;4,9;2,5;1,2;1,3;-17,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780050109;Chene Feuillu;78005;Achères;7,1;19099;25507;33142;0,55;14037;17529;20632;22927;27916;31427;35487;41712;3,0;3,475;0,240;94,9;89,5;3,0;2,4;16,4;5,3;3,5;1,9;0,8;0,8;-20,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780150101;l'Hautil;78015;Andrésy;;16528;24233;33061;0,68;12511;15137;18051;20806;27574;31312;34920;41398;3,3;3,914;0,268;83,5;78,3;3,0;2,1;25,1;6,2;4,7;2,6;0,9;1,2;-19,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780150102;Les Coteaux;78015;Andrésy;;22682;30101;37419;0,49;16544;21088;24454;27745;32284;35902;39495;47073;2,8;3,429;0,239;85,8;80,0;1,8;4,0;25,5;8,2;2,3;1,5;0,5;0,4;-21,8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780150103;Les Charvaux;78015;Andrésy;;18105;24494;31684;0,55;13507;16565;19436;22002;27794;30465;33518;39359;2,9;3,423;0,241;85,7;80,9;2,9;2,0;23,0;5,8;4,1;2,3;0,9;0,9;-18,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780150104;Le Centre;78015;Andrésy;;19458;26011;34606;0,58;14519;18181;20816;23378;28918;32378;37477;45277;3,1;3,653;0,253;88,3;81,4;3,0;4,0;23,1;6,8;2,8;1,2;0,8;0,7;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780150105;Les Iles;78015;Andrésy;;21274;27645;35615;0,52;14742;19231;22381;24857;30403;33838;38012;47993;3,3;4,167;0,279;82,3;74,9;2,5;4,9;28,4;10,4;2,0;1,2;0,5;0,3;-23,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780150106;Denouval;78015;Andrésy;;23647;29765;38394;0,50;17491;21878;24968;27365;32762;36345;41188;50344;2,9;3,417;0,243;89,1;80,9;2,0;6,1;23,7;8,0;1,9;1,2;0,4;0,2;-22,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780290101;Elisa;78029;Aubergenville;;18830;24532;32219;0,55;13993;17319;19900;22382;27265;30480;34478;40766;2,9;3,484;0,246;83,0;78,1;2,4;2,5;25,5;6,9;3,4;2,0;0,7;0,6;-18,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780290102;Trait Union;78029;Aubergenville;10,2;16181;21406;27277;0,52;12448;15143;17604;19679;23620;26027;29293;34295;2,8;3,258;0,230;83,8;77,5;4,2;2,1;21,9;5,7;5,1;2,7;1,2;1,2;-16,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780290103;Montgarde;78029;Aubergenville;;20748;25037;31190;0,42;15791;19234;21452;23371;27260;29446;33623;39454;2,5;2,959;0,211;81,8;77,3;3,0;1,6;28,7;5,2;2,4;1,5;0,6;0,3;-18,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780290104;Bois Bodin Haut du Parc;78029;Aubergenville;;12259;15491;19559;0,47;9531;11452;12989;14126;16926;18771;20261;23139;2,4;2,804;0,199;75,8;;;;17,4;1,8;15,0;7,0;4,0;4,0;-10,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780290105;Village;78029;Aubergenville;12,7;14992;19104;24239;0,48;11499;14145;15935;17542;20888;23035;25357;29915;2,6;2,909;0,209;79,8;75,3;4,0;0,5;23,8;3,2;6,7;3,4;1,6;1,7;-13,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780290106;Acosta;78029;Aubergenville;;15638;19842;24374;0,44;12493;14799;16326;18323;21643;23706;26057;29917;2,4;2,745;0,199;75,4;71,4;3,1;0,8;27,8;2,8;7,1;3,1;2,2;1,8;-13,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780730103;l'Eglise;78073;Bois-d'Arcy;;19507;24074;29285;0,41;14400;18048;20579;22479;25929;27914;31055;36974;2,6;3,009;0,208;89,4;84,5;2,5;2,3;20,8;5,2;3,2;2,2;0,6;0,4;-18,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780730104;Les Communes;78073;Bois-d'Arcy;;19268;25766;34256;0,58;14446;17751;20405;23217;28224;32026;36474;43682;3,0;3,655;0,254;88,0;83,0;2,4;2,6;22,1;7,4;3,2;1,8;0,7;0,7;-20,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780730105;La Chapelle Saint-Jean;78073;Bois-d'Arcy;;21276;28724;36463;0,53;16230;19690;22630;25563;31570;34728;38354;46192;2,8;3,441;0,239;79,3;75,6;1,7;2,0;29,6;11,1;1,9;1,2;0,4;0,3;-21,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780730106;La Butte du Moulin;78073;Bois-d'Arcy;;20218;26052;33260;0,50;15391;18810;21518;23614;28672;31544;35318;41138;2,7;3,123;0,223;81,4;77,2;2,0;2,3;30,4;7,1;2,3;1,4;0,5;0,5;-21,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780730107;Bois de la Couronne;78073;Bois-d'Arcy;;19393;25558;32612;0,52;14405;17651;20757;23351;28230;30665;34448;40196;2,8;3,443;0,234;107,7;103,1;2,4;2,3;4,2;3,0;4,3;2,5;0,8;1,1;-19,2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
780730108;La Croix Blanche Les Langots;78073;Bois-d'Arcy;;18525;23758;30143;0,49;15081;17676;19501;21629;26337;28891;31714;38259;2,5;2,938;0,214;93,0;89,3;2,1;1,6;17,5;4,4;3,4;2,0;0,7;0,7;-18,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781230101;Saint-Blaise;78123;Carrières-sous-Poissy;9,4;17921;25525;33678;0,62;12605;16202;19324;22858;28265;31588;35442;41160;3,3;3,905;0,261;97,0;91,3;2,7;3,0;14,3;5,3;3,7;2,2;0,7;0,8;-20,3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781230102;Le Village;78123;Carrières-sous-Poissy;8,2;19073;25264;32899;0,55;13641;17563;20489;22685;28210;31124;34726;41080;3,0;3,624;0,246;103,1;96,9;3,0;3,1;10,1;4,7;3,0;1,6;0,7;0,7;-20,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781230103;Apollinaire;78123;Carrières-sous-Poissy;31,2;10945;15704;20744;0,62;7757;10016;12092;13830;17191;19517;22621;27953;3,6;4,146;0,268;82,5;77,2;5,0;0,3;15,7;2,7;12,3;5,1;3,4;3,8;-13,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781230104;Les Fleurs;78123;Carrières-sous-Poissy;30,4;11738;15806;21236;0,60;9004;11078;12466;14074;17711;19879;22679;27432;3,0;3,539;0,251;75,4;69,4;4,9;1,0;21,5;3,0;13,1;6,0;3,3;3,7;-13,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781230105;Le Port;78123;Carrières-sous-Poissy;;11940;16354;22579;0,65;8986;11275;12590;14251;17824;20679;24583;29891;3,3;3,618;0,260;81,0;74,6;4,9;1,5;17,9;3,3;11,7;5,5;2,9;3,3;-13,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781230106;Les Arpents du Prieur;78123;Carrières-sous-Poissy;;17861;23009;29031;0,49;13734;16405;18756;21046;25096;27236;30567;35523;2,6;3,064;0,221;89,4;85,6;2,7;1,1;20,0;4,8;3,7;2,1;0,9;0,7;-17,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781240101;Les Alouettes;78124;Carrières-sur-Seine;;12344;15988;19964;0,48;9613;11407;13092;14418;17264;18975;21365;25695;2,7;2,873;0,212;75,8;68,8;5,7;1,4;18,9;2,4;14,1;6,9;3,4;3,8;-11,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781240102;Champignon Vignes Blanches La Plaine;78124;Carrières-sur-Seine;;20443;30279;41795;0,71;13975;18292;21303;25895;34094;39003;44339;55484;4,0;4,618;0,296;89,3;83,6;2,5;3,2;21,2;9,8;2,4;1,3;0,7;0,4;-22,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781240103;Victor Hugo Bezons;78124;Carrières-sur-Seine;;21786;30180;41974;0,67;15674;19883;23457;26277;33606;38382;45281;58815;3,8;4,647;0,299;95,7;89,4;2,6;3,7;16,8;10,6;1,9;1,0;0,5;0,3;-25,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781240104;Village Doumer;78124;Carrières-sur-Seine;;24854;33035;42963;0,55;18478;23032;26554;30219;36317;39949;46031;55552;3,0;3,566;0,249;98,4;93,6;1,9;2,9;15,4;8,9;1,4;0,9;0,3;0,2;-24,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781240105;Berteaux Fermettes;78124;Carrières-sur-Seine;;23032;31969;43451;0,64;15962;21469;24931;28511;35563;40505;47289;57614;3,6;4,351;0,284;96,0;89,7;2,2;4,0;17,6;8,9;1,7;0,9;0,4;0,4;-24,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260101;Petit Beauregard;78126;La Celle-Saint-Cloud;11,0;16482;21940;29266;0,58;12339;15178;17381;19495;24671;27920;31335;38035;3,1;3,413;0,245;81,7;76,9;2,8;1,9;24,3;6,2;4,9;2,8;0,8;1,2;-17,1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260102;Beauregard 2;78126;La Celle-Saint-Cloud;;15505;19802;25719;0,52;11509;14795;16453;18068;22112;24461;27156;32812;2,9;3,346;0,239;71,5;66,5;3,1;1,9;33,2;4,7;6,1;3,0;1,6;1,5;-15,5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260103;Beauregard 1;78126;La Celle-Saint-Cloud;15,2;14187;18385;23026;0,48;11153;13386;15217;16440;20280;21947;24567;29290;2,6;2,898;0,210;72,6;67,1;4,4;1,1;29,9;3,0;8,1;3,7;2,2;2,2;-13,6;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260104;Etang de Beauregard;78126;La Celle-Saint-Cloud;16,6;14123;19570;25602;0,59;10652;13184;15360;17565;21244;24141;27655;32700;3,1;3,678;0,252;71,4;65,9;3,7;1,8;31,3;5,9;6,6;2,7;1,9;2,0;-15,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260105;Gressets Centre Garenne Bechevet;78126;La Celle-Saint-Cloud;;23261;34916;50973;0,79;16267;21303;25412;30112;39355;47258;57414;75315;4,6;6,311;0,368;86,6;78,6;2,2;5,9;21,7;19,1;1,6;0,9;0,4;0,3;-29,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260106;La Jonchere;78126;La Celle-Saint-Cloud;;25036;34431;47675;0,66;17293;22867;26726;30533;38526;44518;52938;67979;3,9;5,320;0,336;86,0;78,9;2,5;4,6;24,7;15,8;1,2;0,7;0,3;0,2;-27,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260107;Elysee 2;78126;La Celle-Saint-Cloud;7,6;23351;31181;40375;0,55;15228;21068;25186;28392;34525;37712;43107;52356;3,4;4,172;0,263;86,6;78,5;3,3;4,7;26,5;9,0;1,7;1,0;0,5;0,3;-23,8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260108;Dom St-Francois d'Assise Etang Bois;78126;La Celle-Saint-Cloud;;20948;31547;46432;0,81;14069;19002;23071;26541;36727;42171;52120;67803;4,8;5,706;0,337;82,3;76,2;2,9;3,2;27,8;14,8;2,1;1,3;0,4;0,4;-27,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260109;Bourg La Feuillaume Nord;78126;La Celle-Saint-Cloud;;25318;37839;57315;0,85;16840;21792;27952;32673;45186;51801;60492;80389;4,8;6,666;0,370;90,0;80,5;2,6;6,9;21,0;18,8;1,4;0,6;0,4;0,3;-31,2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260110;La Chataignerie La Feuillaume Sud;78126;La Celle-Saint-Cloud;;29095;43557;61782;0,75;19628;26731;31708;38028;50230;58353;68642;93316;4,8;6,241;0,363;89,1;79,8;1,9;7,4;19,9;21,5;0,9;0,5;0,2;0,2;-31,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781260111;Bois Fontaine;78126;La Celle-Saint-Cloud;;21731;29918;40437;0,63;15443;20135;23435;25858;33936;38289;45036;55233;3,6;4,383;0,293;85,1;80,7;2,1;2,3;24,8;11,9;2,1;1,3;0,4;0,3;-23,9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781460101;Tete de Girafe;78146;Chatou;;21670;29866;42177;0,69;15695;20096;23447;26536;34042;39637;46149;54849;3,5;4,254;0,283;93,3;85,9;2,9;4,5;19,5;9,9;2,0;1,2;0,5;0,4;-24,7;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781460102;Les Landes;78146;Chatou;13,4;14995;21556;31307;0,76;11571;13924;15820;18704;24450;29169;34471;44244;3,8;4,692;0,312;84,2;78,0;3,3;2,9;23,5;7,4;5,3;2,2;1,5;1,6;-20,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781460103;Vlaminck;78146;Chatou;;19299;25889;34279;0,58;13666;17849;20482;22936;28537;32043;36616;45426;3,3;3,898;0,266;89,0;82,6;3,2;3,2;21,3;7,7;3,0;1,5;0,8;0,7;-21,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781460104;Ancien Cimetiere;78146;Chatou;;24366;33438;46157;0,65;16523;21963;26030;29552;38017;43524;50784;61026;3,7;4,429;0,287;94,2;87,4;2,2;4,6;19,0;10,5;1,7;0,9;0,4;0,3;-25,4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781460105;Maupassant;78146;Chatou;8,1;19041;25402;32773;0,54;13871;17753;20853;23004;27753;31299;34966;41064;3,0;3,539;0,243;89,9;82,8;2,9;4,1;21,1;6,0;3,0;1,6;0,7;0,7;-20,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
781460106;Europe;78146;Chatou;6,1;22992;30471;39856;0,55;15056;20883;24728;27492;33366;37547;43003;52411;3,5;4,158;0,267;93,8;86,3;2,4;5,0;21,7;6,9;1,6;0,9;0,4;0,3;-24,0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
