codgeo;disp_q1_a17;disp_q2_a17;disp_q3_a17;disp_q1q3q2_a17;disp_d1_a17;disp_d2_a17;disp_d3_a17;disp_d4_a17;disp_d6_a17;disp_d7_a17;disp_d8_a17;disp_d9_a17;disp_d1d9_a17;disp_gini_a17;disp_s80s20_a17;disp_pact_a17;disp_pcho_a17;disp_ppen_a17;disp_ppat_a17;disp_ppsoc_a17;disp_ppfam_a17;disp_ppmini_a17;disp_pplogt_a17;disp_pimpot_a17;tp60_a17;note
QP013052;9880;12750;16550;0,5;8060;9310;10290;11480;14170;15530;17750;22140;2,7;0,232;3,228;51,9;5,9;25,3;2,3;28,8;8,7;12,8;7,3;-8,3;49,1;0
QP013053;9310;12530;17750;0,7;7180;8660;9940;11080;14230;16500;19260;23040;3,2;0,261;3,811;53,1;5,9;26,4;3,5;26,1;6,2;12,3;7,6;-9,1;50,8;0
QP013054;9550;11750;14910;0,5;7360;9000;9820;10780;12870;14130;15970;19190;2,6;0,221;3,046;42,8;6,2;19,3;1,5;42,2;11,7;18,7;11,8;-5,8;58,2;0
QP013055;9130;11280;14840;0,5;7180;8660;9530;10360;12380;13940;15730;19000;2,6;0,227;3,233;45,9;5,9;20,3;1,9;38,4;12,4;15,6;10,4;-6,5;62,2;0
QP013056;9880;12150;15560;0,5;7630;9530;10330;11360;13050;14710;16110;18760;2,5;0,193;2,66;51,8;8,4;19,3;1,3;34;7,8;17,2;9;-6,4;54,1;1
QP013057;8720;11520;16200;0,6;6480;8200;9360;10390;13140;15120;17700;21050;3,2;0,262;3,881;54,2;5,7;23,4;3,1;28,2;10,3;10,6;7,3;-8,9;56,5;0
QP013058;8920;11910;16450;0,6;5990;8250;9480;10660;13360;15360;17750;21410;3,6;0,278;4,494;54,8;6,5;22,6;3,1;28,2;6,7;13;8,5;-8,7;55,2;0
QP013059;11140;14000;18790;0,5;8980;10360;11850;13030;15990;17790;20310;24760;2,8;0,224;3,037;58,1;5,7;27,3;3,7;20,7;6,2;9,7;4,8;-9,8;37,6;0
QP013060;10890;15260;20480;0,6;7920;10110;11700;13130;16830;19220;22090;25740;3,2;0,26;3,891;65,7;6,7;22,1;3,4;20;5,2;9,3;5,5;-11,2;36,3;0
QP013061;11350;14230;18400;0,5;8750;10480;12030;13080;15580;17190;19680;23240;2,7;0,208;2,881;64,1;6,3;20,6;2,1;21,7;6,6;8,1;7;-8,5;36,6;0
QP013062;11880;14910;19230;0,5;9570;11040;12560;13670;16210;18480;20020;22930;2,4;0,194;2,653;73,3;7;14,1;1,5;19,9;7,3;6,7;5,9;-8,8;32,2;1
QP013063;10450;13370;16840;0,5;8350;9900;11080;12240;14650;16080;17870;20710;2,5;0,205;2,851;59,8;7,5;21,9;1,4;24,2;7,9;9,1;7,2;-7,3;44,5;0
QP013064;11170;14030;18610;0,5;8880;10480;11610;12810;15570;17490;19880;23010;2,6;0,215;2,891;52,5;6,8;30,6;2,3;23,5;6,6;10,1;6,8;-8,9;38,6;0
QP013065;10770;13780;17610;0,5;8520;9940;11440;12650;15280;16780;18620;21090;2,5;0,196;2,677;51,1;6,3;30,1;1,9;24,8;5,1;12,4;7,3;-7,9;40,8;0
QP014001;10260;13010;16590;0,5;8280;9690;10750;11850;14150;15850;17620;20220;2,4;0,203;2,783;44,8;6,2;30;1,9;30,4;7,5;13,1;9,8;-7,1;47,4;0
QP014002;10440;13100;17140;0,5;8440;9870;11040;12260;14580;16200;18300;21240;2,5;0,209;2,88;51,5;5,7;25,7;2;28,4;6,2;13;9,2;-7,6;44,7;0
QP014003;9580;12180;15130;0,5;7860;9160;10120;11090;13190;14500;15980;18560;2,4;0,203;2,858;42,8;6,9;25,9;1,6;35,6;6,2;18,1;11,3;-5,9;55,2;0
QP014004;9840;12280;16300;0,5;8010;9200;10290;11390;13760;15160;17720;20970;2,6;0,221;3,03;50,3;6,4;23,5;1,7;31,9;8,4;13,6;9,9;-7,4;52,1;0
QP014005;9780;12790;17550;0,6;8450;9180;10390;11500;14160;16440;18550;22610;2,7;0,231;3,099;50,3;5;29,3;2,7;26,1;6,4;11,3;8,4;-8,4;48,4;0
QP014006;12060;14660;18380;0,4;10020;11450;12700;13520;15890;17570;19160;21870;2,2;0,175;2,352;55,3;5,4;30,4;2,1;20,5;5,9;8;6,6;-8,3;29,5;0
QP014007;11350;14320;18690;0,5;9180;10700;12020;13030;15860;17660;19910;23250;2,5;0,209;2,857;60,4;5,8;27;2,2;19,8;5,9;7,5;6,4;-9,4;36;0
QP014008;10930;13510;17470;0,5;8880;10340;11410;12620;15120;16680;18500;22040;2,5;0,204;2,734;58,3;6,2;23,8;1,9;24;8,1;8,2;7,7;-8;41,8;0
QP014009;10770;13630;17210;0,5;8860;10240;11340;12430;14910;16270;18220;21200;2,4;0,194;2,646;45,7;6,3;34,6;2,6;24,4;5,6;10,7;8,1;-7,3;42,3;0
QP015001;10580;13700;18620;0,6;8230;10060;11060;12480;15620;17370;20210;25590;3,1;0,248;3,492;45,1;5,2;36,5;5,2;22,1;4,5;10,8;6,8;-8,9;41,4;0
QP016001;9380;12270;15760;0,5;7910;9120;9820;11040;13350;14710;16860;20650;2,6;0,219;2,942;41;5,4;30;3,1;33,2;7,8;15,7;9,7;-7,3;54;0
QP016002;10280;13020;16260;0,5;8090;9520;11030;12110;13870;15350;17280;20520;2,5;0,209;2,948;46,2;6,2;25,2;2,4;33,2;5,9;16,7;10,6;-7;45,5;0
QP016003;9600;12450;16510;0,6;7650;9140;10040;11220;13810;15530;17580;20700;2,7;0,244;3,356;47,2;6,4;25,5;3;32,2;7,1;15;10,1;-7,9;52;0
QP016004;10930;13260;17350;0,5;9060;10340;11440;12400;14600;16470;18060;20580;2,3;0,19;2,508;50,4;6,9;24,2;2,3;30,2;6,4;14;9,8;-7,1;42,2;0
QP016005;9470;12000;15400;0,5;7500;9030;9990;10880;12980;14560;16410;19120;2,5;0,213;3,012;42,3;6,8;23,9;2,4;37,3;8,6;17,6;11,1;-5,9;56,8;0
QP016006;9760;12590;16810;0,6;8420;9360;10390;11410;13720;15800;18340;21680;2,6;0,23;3,07;51,7;6,8;22;2,8;31,3;7,3;14,7;9,3;-7,8;51,5;0
QP017001;10640;13410;17320;0,5;8740;10140;11360;12290;14550;16400;18210;21010;2,4;0,2;2,734;51,4;5,9;27,4;2,3;26,6;7;11,2;8,4;-7,7;44,4;0
QP017002;10560;13240;16730;0,5;8670;9950;11180;12270;14400;15820;17820;21010;2,4;0,202;2,787;53,2;6,9;23,3;2,4;28,6;6,4;13,1;9,1;-7,5;44;0
QP017003;9660;12460;15630;0,5;8200;9030;10160;11390;13480;14880;16600;19620;2,4;0,211;2,922;41,1;6,9;28,7;2,7;33,4;5,9;16,8;10,7;-5,9;52,9;0
QP017004;11230;14510;19340;0,6;8700;10410;11920;13170;15890;18000;20720;24960;2,9;0,25;3,504;56,8;5,7;27,3;5,8;20,5;3;10,9;6,6;-10,4;35,9;0
QP017005;9890;12820;17780;0,6;8230;9380;10300;11580;14560;16520;18770;23150;2,8;0,246;3,271;55,8;4,9;17,9;4,1;30,6;8,2;13,7;8,7;-8,4;49,3;0
QP017006;11920;14740;19900;0,5;9380;11140;12260;13230;16260;18640;20950;24880;2,7;0,227;3,029;38,1;4,8;46,6;6,1;18,4;3,3;9,1;6;-9,2;32,9;0
QP017007;11530;14230;17670;0,4;9250;10960;12110;13070;15510;17010;18570;21040;2,3;0,179;2,46;52,4;6,5;28,6;2,4;24,1;3,7;12,5;7,9;-7,5;35,5;0
QP018001;10170;12790;16910;0,5;8320;9580;10690;11740;14130;15780;18100;21050;2,5;0,215;2,93;45,4;5,5;29,7;2,7;30,1;6,9;14,3;8,9;-7,9;48,7;0
QP018002;10200;12810;16910;0,5;8340;9760;10680;11660;14060;15800;18110;21400;2,6;0,221;2,977;53,1;6,2;20,3;2,5;32,7;6,7;16;10;-8,6;48,6;0
QP018003;10700;13870;17530;0,5;8440;9880;11390;12760;15140;16630;18380;21690;2,6;0,214;2,899;45,7;5,3;33,7;3;25,4;4,5;12,8;8,1;-7,8;39,2;0
QP018004;9400;12530;16760;0,6;7360;8940;9970;11230;13790;15680;18450;22440;3,1;0,275;3,99;45,1;5,6;30,3;5,4;28,1;5,4;14,1;8,6;-8,9;51;0
QP019001;11310;13790;17760;0,5;9240;10800;12020;12900;14900;16630;18950;22050;2,4;0,199;2,647;52,4;8,1;26,1;3,7;25,5;6,8;10,2;8,5;-7,7;37,4;0
QP019002;10620;13140;16900;0,5;8300;9890;11110;12020;14420;15850;18250;20960;2,5;0,208;2,891;49,9;6,6;29,2;3,3;24,8;7,8;9,5;7,5;-7,2;46;0
QP019003;10670;13770;17760;0,5;8630;10050;11540;12840;15380;16870;18540;21490;2,5;0,206;2,824;56,7;6,4;24,1;3,4;24;7,4;8,8;7,8;-8,2;38,7;0
QP021001;11700;14600;17830;0,4;9620;11050;12140;13550;15730;17090;18780;21710;2,3;0,173;2,388;67,5;7,5;20,8;1,6;18,4;5,2;7,5;5,7;-8,3;33,5;0
QP021002;10990;13560;17300;0,5;9000;10350;11420;12440;14820;16380;18530;21480;2,4;0,198;2,682;53,9;6,1;28,3;2,7;22,9;7,4;8,5;7;-7,8;42,3;0
QP021003;10740;13770;17940;0,5;8620;10100;11360;12580;15140;16970;19320;22130;2,6;0,214;2,957;51,6;5,8;32,1;2,8;22,4;6,9;8,8;6,7;-8,9;40,8;0
QP021004;10450;13020;16540;0,5;8380;9820;11020;12140;14200;15700;17270;20260;2,4;0,203;2,808;56,2;7,6;23;1,4;26,8;6,8;11,4;8,6;-7,4;46,5;0
QP021005;10990;13650;16760;0,4;8980;10130;11720;12510;14640;16370;17780;20300;2,3;0,188;2,557;57,1;8,1;25,6;1,7;22,7;6,7;9,1;6,9;-7,1;41,5;0
QP021006;11070;13960;17350;0,4;8890;10270;11630;12770;15070;16520;18570;21740;2,4;0,204;2,817;59,5;6,3;21,9;2,2;24,9;6,5;10,5;7,9;-8,5;38,8;0
QP022001;11250;13680;16730;0,4;9090;10350;11910;12930;15030;16130;17520;19590;2,2;0,168;2,343;44,7;5,8;33;2,6;26,3;4,4;12,7;9,2;-6,6;37,6;0
QP022002;10460;13710;18240;0,6;8350;9830;10960;12420;15030;17300;19510;21630;2,6;0,225;3,053;52,4;5,7;25,7;2,7;27,3;3,2;15,3;8,8;-8,1;41,8;0
QP022003;10220;13800;17560;0,5;8480;9630;10920;12390;15040;16990;18560;21480;2,5;0,208;2,818;57,3;7;22,5;2,7;25,6;3,5;13,8;8,3;-8,1;42,3;0
QP022004;10350;13450;16740;0,5;8480;9730;11190;12400;14800;16130;17510;20840;2,5;0,202;2,781;53,2;6,3;25,2;2,1;27,3;6,1;12,1;9,1;-7,8;42;0
QP022005;10060;12790;16230;0,5;8340;9650;10650;11600;14000;15520;17200;20000;2,4;0,203;2,778;48,1;6,7;26,2;2,7;30,4;7,3;13,9;9,2;-7,4;49,3;0
QP022006;10040;13450;17000;0,5;8060;9570;10890;12090;14520;16210;17930;20990;2,6;0,217;3,041;52,5;6,3;25,6;2,7;27,3;5,4;13,6;8,3;-8,1;45,3;0
QP022007;10190;12600;15990;0,5;8160;9500;10760;11810;13990;15500;17060;20400;2,5;0,201;2,733;44,1;6,7;30,2;2,8;29,7;5,8;14,6;9,3;-6,8;50,5;0
QP023001;10140;13250;17330;0,5;8460;9720;10800;12140;14800;16440;18450;22360;2,6;0,242;3,31;48,4;4,8;31,9;3,4;25,8;5,7;12,1;8;-9,5;44;0
QP024001;11330;14220;18650;0,5;9040;10500;11870;12820;15730;17510;19940;24040;2,7;0,225;3,025;52,3;5,9;32,2;4,1;20,2;5,3;9;5,9;-8,8;38,4;0
QP024002;10940;14060;18540;0,5;8620;10110;11630;12890;15360;17390;19700;25080;2,9;0,265;3,749;46,3;4,7;34,4;7,4;21,9;2,5;11,9;7,5;-10;37,6;0
QP024003;10670;14070;17880;0,5;8590;10280;11630;12890;15310;16880;19070;22030;2,6;0,215;2,943;54,9;5,6;28,6;2,8;21,8;6,3;8,7;6,8;-8,1;38,2;0
QP024004;9020;11720;15890;0,6;7390;8700;9620;10710;12930;14720;16970;20240;2,7;0,235;3,262;46,1;6,2;24,4;2,2;33,9;7,1;16,9;9,9;-6,6;57,5;0
QP024005;11470;14490;19050;0,5;8900;10410;12070;13270;15880;18070;20230;23460;2,6;0,214;2,934;53,2;4,2;32,3;3,6;19,7;4,4;9,2;6,1;-8,8;34,8;0
QP025001;11610;14860;20010;0,6;9140;10630;12140;13500;16670;18690;21590;27130;3;0,255;3,511;66,6;7,1;25;3,1;16,6;4,3;6,9;5,4;-11,3;34,1;0
QP025002;9260;12270;15450;0,5;8110;8830;10530;11420;13040;14250;16630;20330;2,5;0,218;2,942;47,2;7,3;26,4;3,1;30,9;9,7;13,1;8,1;-7,6;;1
QP025003;9630;12720;16060;0,5;7850;9180;10390;11520;13930;15240;16940;19680;2,5;0,208;2,905;47,2;7,3;27,9;2,3;29,2;5,1;14,3;9,8;-6,6;49,9;0
QP025004;9790;12490;16320;0,5;8020;9200;10300;11330;13710;15410;17410;21030;2,6;0,229;3,203;49,6;5,5;23,6;2,4;32,2;8,6;14,3;9,3;-7,8;51,6;0
QP025005;10320;13240;17100;0,5;7960;9700;11070;12230;14640;16150;18240;21000;2,6;0,223;3,124;56,2;6,7;22,8;3;25,8;6,4;10,7;8,7;-7,8;44,9;0
QP025006;10590;12850;16390;0,5;8200;10110;11130;11930;14170;15580;17630;20840;2,5;0,217;3,033;55,1;5,6;19,9;1,9;30,9;9,1;13,2;8,6;-7,8;48,9;0
QP025007;10730;13180;16420;0,4;8480;10170;11570;12420;14010;15230;17810;20570;2,4;0,199;2,741;54,3;6,3;22,8;1,7;28;8,4;11,5;8,1;-6,8;45,7;0
QP025008;11310;14080;17970;0,5;9220;10630;11860;13120;15100;16700;19220;22140;2,4;0,196;2,619;53,3;6,4;28,7;2,6;22,7;7,6;8,8;6,3;-7,3;37,5;0
QP025009;11680;13700;17210;0,4;9150;11250;12150;12930;14710;16470;18080;20810;2,3;0,186;2,539;52,4;5;27,6;2,2;24,9;8,1;9,8;7;-7,1;36,5;0
QP025010;10970;13720;17590;0,5;9010;10490;11540;12540;15270;16830;18450;21060;2,3;0,194;2,611;54,4;6,7;23;1,8;27,9;5,5;13,8;8,6;-7,1;41,6;0
QP025011;10960;13730;18120;0,5;8900;10300;11620;12580;14920;17120;19370;22970;2,6;0,216;2,959;49,2;5,2;31,6;3,3;24,2;7,1;10,2;6,9;-8,3;40,6;0
QP025012;11610;14300;17970;0,4;9250;10780;12130;13240;15550;17150;19380;22310;2,4;0,195;2,724;48,2;6,2;32,9;2,4;23,7;4,2;11,6;7,9;-7,2;34,1;0
QP025013;10740;13600;17180;0,5;8430;9880;11440;12550;14700;16220;18130;20930;2,5;0,205;2,851;57,6;6;24,8;1,7;23,2;8,4;9,1;5,7;-7,3;41,2;0
QP026001;11240;14490;19400;0,6;8750;10410;11850;13250;16240;18390;21120;25030;2,9;0,253;3,523;65,1;7;22,6;5;18,1;4,1;8,2;5,8;-10,8;36,2;0
QP026002;9480;11910;15190;0,5;7340;9000;9900;10810;12940;14320;16050;18530;2,5;0,218;3,135;47,6;8,1;26,1;2,5;30,1;8,9;11,7;9,5;-6,3;56,4;0
QP026003;10660;13330;16520;0,4;8800;10270;11290;12360;14520;15620;17600;20860;2,4;0,2;2,737;53,3;6,1;29;3,4;22,5;7,2;7,9;7,4;-8,2;43,1;0
QP026004;10350;13950;18850;0,6;8000;9630;11010;12400;15450;17580;21140;27520;3,4;0,3;4,46;64,4;7,3;21,3;7,9;18,9;2,4;10,1;6,4;-12,5;41,4;0
QP026005;9670;11980;14530;0,4;7890;9120;10140;11050;12790;13920;15400;17930;2,3;0,204;2,826;43,9;7,7;26,4;3,2;32,3;8,7;13,6;10;-5,8;59,5;0
QP026006;10110;12570;16160;0,5;8030;9560;10430;11380;13560;15040;17270;19880;2,5;0,213;2,936;47,7;7,4;26,4;2,8;30,1;7,8;12,7;9,6;-7;50,7;0
QP026007;10130;12800;16210;0,5;8310;9590;10590;11750;13950;15400;17390;20520;2,5;0,208;2,829;46,8;6,3;28,9;3,6;27,7;9,3;10,2;8,2;-7;48,9;0
QP026008;10520;13520;17600;0,5;8650;9860;10920;12390;15000;16970;19040;22650;2,6;0,215;2,876;53,5;7,5;27,6;3,7;23,4;5,2;10,9;7,3;-8,2;43;0
QP026009;11090;13570;17730;0,5;9330;10590;11750;12580;14730;16700;19040;22020;2,4;0,196;2,607;63,8;6,6;16,9;1,9;25,8;9;8,9;7,9;-8,4;40,9;0
QP026010;10540;12980;16330;0,4;8420;9900;11060;12190;14220;15440;17540;20430;2,4;0,201;2,793;52,2;6,3;28,5;3,3;23,3;7,1;8,8;7,4;-7,3;46,2;0
QP026011;12150;15500;19490;0,5;9340;11490;12810;14070;16720;18310;20670;24460;2,6;0,209;2,879;69,2;6,3;20,9;4,6;15,2;4,6;5,7;4,9;-9,9;28,8;0
QP026012;10280;12720;16470;0,5;7850;9150;10830;11670;13930;15450;17790;21460;2,7;0,233;3,255;59;7,6;22,5;4,9;22,2;7,2;7,4;7,6;-8,6;49;0
QP027001;10200;13190;17020;0,5;8180;9390;10900;12170;14480;16000;18140;21160;2,6;0,213;2,93;58,9;6,5;21,5;1,6;25,8;9,2;9,4;7,2;-7,8;44,6;0
QP027002;9830;12280;15290;0,4;7580;9010;10140;11040;13540;14520;16290;19060;2,5;0,217;2,95;55,4;8,7;20;1,4;29,8;7,8;13,2;8,8;-6,6;53,6;0
QP027003;9630;12180;15660;0,5;7700;9080;10150;11030;13270;14700;16760;19560;2,5;0,213;2,934;49,8;7,1;22,1;1,7;32,9;9,3;14,3;9,3;-6,5;54,4;0
QP027004;9010;11590;15330;0,5;7760;8740;9470;10580;12990;14510;16100;18720;2,4;0,208;2,832;46,3;7,3;22,7;1,8;34,8;8,5;16,7;9,6;-5,6;57,3;0
QP027005;10590;13600;17620;0,5;8540;9980;11390;12590;14980;16750;18630;21580;2,5;0,207;2,865;61;6,8;18,5;2,2;26,6;6,5;11,8;8,3;-8,3;40,5;0
QP027006;10320;12900;16960;0,5;8620;9600;10900;11960;14380;16270;18080;21660;2,5;0,228;3,014;56,5;6,9;22,4;2,8;26,7;6,5;12,1;8,1;-8,4;47,7;0
QP027007;10310;13100;17070;0,5;8230;9670;10720;11790;14860;16360;18590;21250;2,6;0,218;2,967;53,2;6,3;24,8;2,3;27,4;7,5;11,3;8,6;-7,7;44,9;0
QP027008;10350;13590;17610;0,5;8310;9690;10980;12300;14920;16690;18630;21630;2,6;0,218;3,047;62,2;6,6;16,9;1,6;27,3;9,1;10,1;8,1;-8;42,8;0
QP027009;10410;14130;18510;0,6;8420;9780;10980;12830;15530;17390;19790;23210;2,8;0,228;3,157;51,7;5,5;30,6;2,6;23,6;5;11,7;6,9;-8,5;38,6;0
QP027010;11050;14090;17430;0,5;9060;10730;11620;12790;15290;16600;18150;20950;2,3;0,189;2,603;51,1;6,1;27,8;1,8;26,1;5,8;11,8;8,5;-6,8;38,7;0
QP027011;11420;14370;18260;0,5;9160;10810;11950;13270;15770;17020;19310;21990;2,4;0,196;2,682;58,1;7,2;26,5;1,5;22,3;5,2;9,8;7,3;-8,4;35,5;0
QP028001;11180;13680;17780;0,5;9040;10530;11730;12770;14910;16740;19130;22830;2,5;0,207;2,762;62,2;6,9;20,7;2,3;23,4;9,5;7,1;6,8;-8,6;39,7;0
QP028002;10890;13910;18340;0,5;8760;10140;11390;12820;15190;17250;19400;22210;2,5;0,204;2,812;65,7;6,4;19,6;1,4;21,8;7;8,8;6;-8,5;37,9;0
QP028003;10220;12870;16100;0,5;8250;9680;10890;11800;13940;15290;17440;20630;2,5;0,199;2,709;63,1;8,2;17,6;1,6;25,3;7,4;10,7;7,2;-7,6;48,2;0
QP028004;11110;14110;17330;0,4;9090;10420;11870;13240;15360;16620;18100;20840;2,3;0,18;2,513;62;8,1;20,3;1,5;24,2;8;8,7;7,5;-8;36,6;0
QP028005;9620;12070;15220;0,5;7260;9070;10140;11100;12930;14460;16390;18860;2,6;0,208;2,962;56,6;8,5;17,4;1,3;31,6;10;12,7;8,9;-6,9;56,6;0
QP028006;10070;12700;16140;0,5;8300;9480;10630;11650;13750;15150;17230;19890;2,4;0,202;2,751;57,4;8,2;18,2;1,4;29,9;9;12,2;8,7;-6,9;49,7;0
QP028007;10650;13870;17600;0,5;8520;10070;11310;12650;14780;16570;18330;21850;2,6;0,221;3;67,7;6,5;16,5;1,5;22,5;10,7;6,1;5,7;-8,2;40,2;0
QP028008;9540;12030;15180;0,5;7760;9020;10030;11090;13170;14480;16110;19390;2,5;0,207;2,85;51,1;7,6;21;1,4;32,6;10,9;12,6;9,1;-6,1;55,5;0
QP028009;9440;12310;16040;0,5;7800;8980;9880;10800;13600;14980;17160;19740;2,5;0,218;2,954;48,1;7,3;29,1;2,9;26,9;6,8;11,7;8,4;-7;52,8;0
QP028010;9510;12580;15650;0,5;8050;9030;9940;11090;13430;14850;16660;18800;2,3;0,194;2,609;42,8;7,7;31,2;1,9;30,6;6,5;14,3;9,8;-6,5;50,7;0
QP029001;10490;13170;16370;0,4;8510;9950;11020;12070;14280;15870;17250;19630;2,3;0,192;2,594;47,5;7,6;27,2;2,4;29,4;4,9;14,5;10;-6,5;44,2;0
QP029002;10880;14400;18080;0,5;8530;10040;11550;12910;15630;17260;19350;22070;2,6;0,212;3,026;55,2;6,1;28,2;3,8;21,6;5,2;10,2;6,2;-8,8;37,6;0
QP029003;10290;12980;16440;0,5;8230;9800;11050;12200;14060;15690;17380;19930;2,4;0,189;2,597;44,2;5,6;28,6;2,3;31,3;8,2;14,7;8,4;-6,4;45,9;0
QP029004;11100;14370;18270;0,5;8890;10490;11750;13020;15790;17410;19320;22530;2,5;0,204;2,819;56,1;6,2;25,4;2,4;24,6;5,6;11,2;7,8;-8,5;37,4;0
QP029005;10520;13070;16340;0,4;8380;9980;11100;12140;14370;15760;17300;19720;2,4;0,193;2,678;48,9;6,5;23,9;2;31,8;6,6;15,5;9,7;-6,6;44,5;0
QP029006;10060;12670;15900;0,5;8230;9620;10660;11570;13910;15110;17380;20670;2,5;0,208;2,804;50,5;5,2;23,3;2;31,7;10,9;11,6;9,2;-7,5;49,6;0
QP029007;10430;13250;16330;0,4;8610;10030;10870;12330;14450;15510;17110;19690;2,3;0,19;2,617;50,3;7,1;20,7;1,9;33,7;9;15;9,7;-6,6;44,1;0
QP029008;10940;13900;17990;0,5;8490;9970;11320;12480;15360;17200;18850;22000;2,6;0,233;3,237;55,3;6,5;26;3,1;24,5;3,1;13;8,4;-8,9;41,2;0
QP029009;9780;12480;15770;0,5;8230;9240;10260;11630;13510;14790;16830;20020;2,4;0,202;2,77;43,8;7,7;26,8;1,8;33,7;4,3;18,4;11;-6,1;52,1;0
QP02A001;10920;13250;16430;0,4;8520;10320;11560;12210;14320;15470;17400;20120;2,4;0,191;2,517;60,8;5,6;20;1,5;25,3;8,7;9;7,6;-7,6;44,8;0
QP02A002;12460;15560;20040;0,5;9250;11360;13040;14150;17040;18910;20980;24240;2,6;0,208;2,923;58,8;3,5;26,7;2,6;20,7;4,2;10,3;6,2;-8,8;26,9;0
QP02A003;11920;15320;20270;0,5;9280;10920;12630;13860;17610;19150;21000;24340;2,6;0,211;2,831;72,6;5,5;20,7;2,1;14,9;5;5,6;4,3;-10,3;30;0
QP02B001;11400;14540;18670;0,5;8910;10740;12050;13110;15910;17720;19860;22860;2,6;0,21;2,936;50,2;3,3;32,1;2,6;23,2;3;13,2;7;-8,1;35,6;0
QP02B002;11420;15930;24230;0,8;8200;10200;12240;13860;18810;22240;26640;33670;4,1;0,326;5,158;70,7;4,1;24,9;7,7;11,8;1,9;6,9;3;-15,1;32,7;0
QP030001;10000;12970;17360;0,6;8180;9380;10610;11830;14540;16310;18700;22500;2,8;0,245;3,364;42,4;5,3;35,5;6;24,8;4,4;12,7;7,7;-8,7;46,6;0
QP030002;10250;13020;17610;0,6;8540;9780;10850;12030;14640;16460;19400;23720;2,8;0,258;3,457;43,8;8,4;35,4;6,2;23,3;3,2;12,4;7,7;-8,7;44,8;0
QP030003;8950;11010;13740;0,4;7280;8480;9320;10100;11970;13070;14570;17390;2,4;0,205;2,862;39,3;6,7;19,2;2,1;44,4;14,3;17,5;12,6;-5;66,6;0
QP030004;10400;13630;18800;0,6;7970;9670;11080;12440;15150;17450;20190;25350;3,2;0,274;4,08;56,8;5,6;24,6;4,7;24,4;3;13,1;8,3;-10,5;41,3;0
QP030005;9310;11510;14460;0,4;7690;8920;9710;10530;12520;13640;15480;18830;2,4;0,213;2,923;40,2;6,3;26,6;2,2;36,8;8,5;17,2;11,1;-5,8;61,4;0
QP030006;9430;12070;15610;0,5;7340;9100;9950;10980;13230;14770;16630;20030;2,7;0,219;3,044;50;6,8;17,2;2;37;10,6;15,3;11,1;-6,2;54,6;0
QP030007;11380;14480;18900;0,5;8920;10740;11890;13370;16270;17900;20010;23130;2,6;0,215;2,944;63;5,7;23,4;3;20,1;4,6;8,4;7,1;-9,5;34,1;0
QP030008;10020;12890;16750;0,5;7990;9240;10640;11540;14250;15630;17850;21430;2,7;0,226;3,136;59,1;6,2;19;2,8;27,4;9,1;10;8,3;-8,3;48,2;0
QP030009;9670;12260;16110;0,5;7590;9000;10240;11250;13400;14960;17150;19960;2,6;0,228;3,203;53;8,1;26,2;2,8;25,4;6,4;11,7;7,3;-7,4;53,9;0
QP030010;9360;12030;15700;0,5;7920;8980;9920;10890;13000;14710;16740;19830;2,5;0,215;2,913;45,5;7,4;27,9;2,6;30,7;7,5;13,5;9,7;-6,7;56,7;0
QP030011;10170;14360;18980;0,6;7910;9550;10850;12500;15910;17720;20340;25780;3,3;0,26;3,75;63,2;6;23,7;4,4;19,2;3,3;10,1;5,8;-10,5;40,8;0
QP030012;10480;12650;15950;0,4;8450;9840;11130;11850;13940;15340;17260;20740;2,5;0,201;2,791;51,8;7,1;27,6;2,7;25,1;7,8;9,9;7,4;-7,2;50;0
QP030013;10000;13100;17530;0,6;7380;9310;10620;12010;14800;16410;18780;23000;3,1;0,25;3,646;62,2;8,2;22,4;4,2;20,6;4,8;9,4;6,4;-9,4;46;0
QP030014;10150;12930;17210;0,5;7880;9300;10880;11940;14690;16280;18690;22900;2,9;0,25;3,418;37,8;5,6;40,1;7,3;23,2;3,3;12,6;7,3;-8,4;44,9;0
QP030015;10460;12550;16110;0,5;8580;9850;10860;11630;13700;15310;17290;20020;2,3;0,19;2,567;52,3;8,1;24;1,8;28,4;8,2;11,3;8,9;-6,5;51;0
QP030016;10020;12860;16930;0,5;8150;9490;10570;11720;14440;16180;17870;21320;2,6;0,232;3,188;34,6;5,4;43,1;4,9;24,7;4,7;12,9;7,1;-7,3;48;0
QP030017;9490;13790;17470;0,6;8110;9220;10240;11930;15150;16910;18200;23150;2,9;0,237;3,29;43,6;5,1;37,6;5,6;21,1;5;10,8;5,3;-7,9;44;0
QP030018;10810;14040;19040;0,6;8560;10160;11500;12840;15950;18010;20630;25150;2,9;0,256;3,627;60,3;6,5;25,6;5,2;18,9;5,7;7,5;5,7;-10;37,7;0
QP031001;10950;13960;17770;0,5;8940;10370;11550;12740;15170;16850;18970;21980;2,5;0,202;2,738;59,7;6,1;22;2,5;24;6,6;9,4;8;-8,2;39,4;0
QP031002;10300;14480;19500;0,6;8190;9820;11050;12740;16180;18090;20960;26540;3,2;0,291;4,28;67,2;6,3;19,9;5,9;18,6;4,3;8,4;5,9;-11,6;39,4;0
QP031003;10800;14390;19490;0,6;8420;9870;11570;12870;15880;17920;20930;25710;3,1;0,275;4,014;54;4,9;31,2;6,4;19,8;2,4;10,8;6,6;-11,4;38,1;0
