codgeo;disp_q1_a17;disp_q2_a17;disp_q3_a17;disp_q1q3q2_a17;disp_d1_a17;disp_d2_a17;disp_d3_a17;disp_d4_a17;disp_d6_a17;disp_d7_a17;disp_d8_a17;disp_d9_a17;disp_d1d9_a17;disp_gini_a17;disp_s80s20_a17;disp_pact_a17;disp_pcho_a17;disp_ppen_a17;disp_ppat_a17;disp_ppsoc_a17;disp_ppfam_a17;disp_ppmini_a17;disp_pplogt_a17;disp_pimpot_a17;tp60_a17;note
QP034006;9290;12120;15690;0,5;7100;8760;9810;11090;13190;14710;16560;19730;2,8;0,242;3,483;49,4;6,6;22,9;5,3;30,6;8,1;13,2;9,3;-8,2;54,8;0
QP034007;10630;13270;17020;0,5;8600;10050;11170;12150;14490;15830;18090;21460;2,5;0,209;2,856;59;6,6;16,7;2,9;29,5;7,9;12,3;9,3;-8,1;43,9;0
QP034008;9550;12530;17490;0,6;7470;8990;10120;11230;14150;16050;19020;23390;3,1;0,269;3,912;62,8;6,6;20,6;3,7;23,2;6,7;9,3;7,2;-10,3;51,4;0
QP034009;10140;12820;17550;0,6;8990;9800;10500;11530;14110;16170;19180;22700;2,5;0,24;3,177;38,2;3,7;20,4;3,6;45,4;7,4;26,3;11,7;-7,6;48,7;0
QP034010;10120;14360;23220;0,9;6830;9240;10940;12740;17490;20830;26000;33660;4,9;0,35;6,232;75,6;7,6;17,1;7,2;15,1;2;7,9;5,2;-15;39,4;0
QP034011;11140;13830;17280;0,4;9180;10720;11610;12690;14810;16150;18290;20830;2,3;0,185;2,463;52,5;5,5;27,6;1,9;25,8;7,4;10,4;8;-7,8;39,5;0
QP034012;10710;14140;18270;0,5;8610;10070;11490;12720;15530;17380;19440;22730;2,6;0,223;3,084;67,5;6,6;17,3;2,9;22,1;6,7;8,6;6,8;-9,8;39,8;0
QP034013;10390;13560;16990;0,5;8470;9950;11070;12510;14400;15890;17980;20410;2,4;0,193;2,652;57,5;7,2;22,9;2;25,7;6,6;11;8,1;-8,1;42,1;0
QP034014;10460;12760;18120;0,6;8250;9600;10880;11910;14140;16730;20500;26860;3,3;0,283;3,921;53,6;4,2;23,1;5,8;27,9;6,7;13,1;8,1;-10,4;48,9;0
QP034015;10570;13350;18130;0,6;7380;9750;11140;12400;15050;17410;19330;23880;3,2;0,268;4,064;69,9;5,9;17,7;2,7;20,8;3,9;8,5;8,4;-11,1;43,1;0
QP034016;10630;13020;16590;0,5;8610;9920;11470;12380;14240;15660;17790;20860;2,4;0,207;2,822;50,2;5,9;28,5;3,3;26;5,8;12,1;8,1;-8;43,9;0
QP034017;9100;11460;14080;0,4;7460;8620;9560;10550;12450;13450;15020;17560;2,4;0,193;2,627;41,9;6,3;21,9;1,4;40,1;11,4;17,7;11;-5,3;62,4;0
QP034018;10530;14380;19620;0,6;8400;9820;11400;12870;16140;18170;21090;26490;3,2;0,266;3,836;53,9;6,4;33,1;6,7;17,8;2,9;9,3;5,6;-11,5;38,1;0
QP034019;10230;13630;18610;0,6;8240;9620;10750;12160;15260;17540;19940;24380;3;0,274;3,909;49,6;7,6;31,1;7,5;22,5;3,9;11,9;6,7;-10,7;42,8;0
QP034020;10900;13990;18300;0,5;8800;10070;11540;12870;15550;17230;19580;23180;2,6;0,233;3,167;42,9;4,7;37,5;6,3;22,6;3,8;12,2;6,6;-9,3;38,5;0
QP034021;10030;13240;17760;0,6;7760;9260;10660;12010;14720;16590;19250;23240;3;0,264;3,849;59,9;8,6;21,5;5,4;22,5;5,9;9,8;6,8;-9,3;45,7;0
QP034022;10200;13290;17460;0,5;7850;9580;10690;12000;14710;16350;18660;22410;2,9;0,245;3,469;51;6,1;30,1;5;23,2;5,1;10,8;7,3;-9,3;45,1;0
QP035001;11360;14320;18160;0,5;9320;10830;11990;13130;15700;17210;19280;22520;2,4;0,208;2,811;51,3;5,4;31;3,7;22,6;4,2;11,4;7;-8,6;35,7;0
QP035002;10220;12950;17250;0,5;8170;9710;10760;11840;14350;16050;18490;22240;2,7;0,236;3,293;52,1;5,1;27,1;3,4;26,4;8,1;10,1;8,2;-9;47,5;0
QP035003;10280;13320;17810;0,6;8190;9660;10760;12000;14810;16820;19100;22600;2,8;0,238;3,291;58,2;5,5;25,6;3,2;22,7;5,2;10;7,5;-9,7;44,8;0
QP035004;9870;12750;16530;0,5;7670;9130;10430;11650;14020;15550;17670;20990;2,7;0,232;3,281;51,1;6,1;22,9;3,1;31;5,8;15,5;9,7;-8,1;49,4;0
QP035005;10290;13060;17410;0,5;8140;9620;10810;11860;14440;16320;18540;22220;2,7;0,227;3,135;55,1;5,3;25,7;2,7;25,6;7,4;10,4;7,8;-9,1;46,8;0
QP035006;10540;13160;16460;0,4;8750;9850;11090;12110;14340;15640;17640;20230;2,3;0,195;2,619;51;5,9;22,7;2;31,8;6,7;14,8;10,3;-7,5;44,8;0
QP035007;10830;13590;16720;0,4;9040;10030;11420;12440;14600;16060;17810;20610;2,3;0,198;2,651;47,1;6,1;32,3;3,3;24,7;5,6;11,1;8;-7,4;41,5;0
QP036001;9790;12860;16220;0,5;8000;9210;10350;11750;14000;15280;17400;19790;2,5;0,206;2,863;50,8;6,9;23,8;2;30,4;4,6;15,4;10,4;-7;48,7;0
QP036002;9930;12280;15560;0,5;8190;9460;10490;11300;13650;14860;16470;19910;2,4;0,203;2,757;47,3;7;23,9;2,2;33,4;8,8;14,6;10;-6,8;54;0
QP036003;11490;14960;19660;0,5;9090;10840;11950;13610;16560;18370;21080;25420;2,8;0,238;3,356;60,3;5,5;26,8;3,5;19,7;5,2;8,6;5,9;-10,3;33,2;0
QP036004;10470;13560;17410;0,5;8570;9910;11210;12510;15010;16420;18750;21530;2,5;0,219;3,09;53,5;6,9;27,4;2,8;24,3;4,3;12,1;7,9;-8;41,6;0
QP037001;11780;14640;18360;0,4;9190;11210;12350;13720;15790;17450;19220;22380;2,4;0,188;2,569;68,5;7,3;17,4;1,7;20,9;8;7,1;5,8;-8,5;33,2;0
QP037002;9810;12480;16210;0,5;8060;9230;10380;11420;13760;15320;17450;20130;2,5;0,213;2,951;52;6,5;24,3;2,2;28,7;9,1;11,5;8,1;-7,2;51,7;0
QP037003;10650;13950;18870;0,6;8380;9790;11480;12790;15600;17670;20080;24120;2,9;0,244;3,444;51,9;4,8;33,3;3,5;20,9;4,9;9,6;6,4;-9,6;39,7;0
QP037004;10670;14580;18550;0,5;8190;9760;11550;13060;15900;17540;19880;23530;2,9;0,232;3,379;53,5;5;33,6;3,4;18,7;5,5;7,9;5,3;-9,2;37,7;0
QP037005;9660;12330;15630;0,5;7810;9050;10110;11320;13410;14770;16600;19260;2,5;0,209;2,933;52,6;7,4;21,6;1,8;30,9;5,8;15,7;9,4;-6,9;53,6;0
QP037006;8840;11810;14980;0,5;7030;8200;9390;10770;12650;14310;15820;17910;2,5;0,21;2,929;46,4;6,9;20;1,7;37,9;8,7;17,1;12,1;-6;60,2;0
QP037007;10280;13500;17610;0,5;8370;9850;10990;12170;14670;16380;18850;22440;2,7;0,22;3,021;52,3;5,1;30;2,4;24,1;8,8;8,9;6,4;-8,8;43,8;0
QP037008;10840;13680;17260;0,5;8820;10220;11310;12580;14880;16280;17990;20400;2,3;0,189;2,585;57,5;6,3;21,8;1,9;26,5;5,4;12,9;8,2;-7,7;41,1;0
QP037009;9260;11890;15060;0,5;7360;8700;9870;10770;13040;14310;16010;19100;2,6;0,214;3,016;45,9;7,1;23,9;2,1;34,3;8,2;16,2;9,9;-6,2;56,9;0
QP037010;10580;13270;17770;0,5;8750;10010;11000;12140;14570;16660;18930;22350;2,6;0,214;2,863;67,3;6,9;15;2;24,4;7,2;9,7;7,5;-8,7;44,6;0
QP037011;10400;13410;16950;0,5;8040;9540;11110;12160;14660;16180;18570;21980;2,7;0,236;3,368;53,7;5,7;28,1;2,8;23,8;3,9;12,4;7,5;-8,4;44,4;0
QP037012;10660;13930;17300;0,5;8400;9810;11380;12550;15000;16360;18110;21140;2,5;0,203;2,879;58;6,9;29,5;2,3;18,6;4,4;8,3;5,9;-8,4;41,2;0
QP038001;10600;13820;17690;0,5;8380;9970;11330;12500;15110;16690;18590;21130;2,5;0,203;2,803;57,8;6,9;23,7;1,9;24;7;9,2;7,8;-7,4;40,9;0
QP038002;10590;14210;18470;0,6;8850;10110;11400;13010;15760;17720;19350;22380;2,5;0,213;2,818;43,6;5,9;38,8;5;21,1;6,4;8,1;6,6;-8,5;38,6;0
QP038003;10030;12920;16980;0,5;7950;9390;10570;11650;14310;15920;18140;21530;2,7;0,226;3,14;50,3;5,6;27,7;3;26,8;8,7;10,3;7,8;-7,8;47,6;0
QP038004;10510;13650;17510;0,5;8480;10020;11110;12200;14750;16400;18250;21040;2,5;0,203;2,773;54,4;6;25,5;2,4;25,2;7,5;9,8;7,9;-7,5;44,5;0
QP038005;11380;14500;18750;0,5;8370;10460;12130;13320;15860;17560;20170;24230;2,9;0,225;3,243;50,5;4,6;35,1;4;19,5;5,4;7,9;6,2;-9,1;34,4;0
QP038006;10080;12940;16300;0,5;8350;9570;10700;11820;14220;15640;17130;20470;2,5;0,287;3,827;60,2;5,6;21,6;2,3;23,3;6,4;9,7;7,2;-7,4;47,8;0
QP038007;10590;13840;18850;0,6;8500;9900;11110;12420;15500;17610;20340;25010;2,9;0,252;3,56;56,2;5,4;28,5;4,4;21,1;6,9;8,1;6,1;-10,2;42,2;0
QP038008;10170;13120;16730;0,5;8100;9570;10750;12020;14330;15760;17830;21690;2,7;0,225;3,178;55,8;5,6;21;2,7;28,3;7,8;11,7;8,8;-7,8;45,6;0
QP038009;10620;14350;21080;0,7;8370;10030;11250;12570;16380;19140;23680;33720;4;0,334;5,117;66,6;4,7;25;6,7;15,1;3;7,3;4,8;-13,4;40,5;0
QP038010;11090;14200;18110;0,5;8690;10400;11550;12690;15440;16870;19640;23240;2,7;0,217;2,996;60,7;6;21,5;2,8;22,8;8,4;7,2;7,2;-7,8;39,6;0
QP038011;10900;14140;18540;0,5;8830;10180;11530;12670;15330;17140;20130;24210;2,7;0,243;3,415;69,6;5,3;17,7;3,7;19,1;6,1;7,1;5,9;-10,1;39,7;0
QP038012;11160;14300;17720;0,5;8710;10520;11670;13030;15480;17110;18380;21340;2,5;0,191;2,674;55,2;7;25,7;2,1;23,9;6,3;10,8;6,8;-6,9;35,9;0
QP038013;10060;12730;15860;0,5;8420;9470;10520;11810;13740;15170;17020;20310;2,4;0,199;2,701;52,7;6,8;22,8;2,5;28,9;9,2;10,7;9;-6,9;49,3;0
QP038014;11240;14210;18000;0,5;9290;10740;11840;13090;15530;17140;18880;22210;2,4;0,199;2,723;66,8;7;15,2;2,5;24;7,8;8,3;7,9;-8,5;36,8;0
QP038015;10670;13610;16810;0,5;8590;10020;11430;12440;14810;15860;17770;20900;2,4;0,199;2,756;62,1;7,8;15,2;1,6;28,4;9,2;10,1;9,1;-7,3;42,2;0
QP038016;11240;14310;18430;0,5;9180;10420;11890;13000;15710;17460;19470;22680;2,5;0,214;2,926;66,2;6,4;18,5;2,2;21,7;7,8;7,1;6,8;-8,6;36,9;0
QP038017;11020;14210;18940;0,6;9050;10440;11480;12950;16420;18010;20740;24920;2,8;0,273;3,717;57,8;5,5;24,2;9,8;19,3;4,2;9,2;5,9;-11,1;37,4;0
QP038018;10360;13330;18130;0,6;8120;9530;10850;12120;14910;16810;19610;23300;2,9;0,245;3,267;63,3;6,8;21,3;4,7;19,7;6,4;7;6,3;-9;45,1;0
QP038019;10220;13480;18570;0,6;6700;9050;10930;12310;15150;17290;19960;24530;3,7;0,286;4,959;51,7;5,4;33,5;7,6;16,4;4,4;7,2;4,8;-9,2;44,5;0
QP038020;11760;15110;19760;0,5;9720;11310;12290;13300;16320;18890;20460;23120;2,4;0,199;2,65;66,7;5,7;21,2;2,9;18,3;7,6;5,5;5,2;-9,1;33,9;0
QP038021;12030;15170;19310;0,5;9550;11380;12510;13960;16730;18380;20600;23390;2,4;0,2;2,686;64,6;6;23,4;2,7;18,1;6,7;5,6;5,8;-8,8;31,2;0
QP038022;10610;13460;17210;0,5;8400;9810;11190;12340;14970;15990;18150;21080;2,5;0,209;2,893;57,3;5,3;23,3;2,3;24,4;7,5;9,9;7;-7,3;44,1;0
QP038023;10510;13800;17790;0,5;8550;9870;11190;12320;15250;16980;19230;22490;2,6;0,212;2,91;50,2;5;32,8;3,2;21,7;5,5;10,1;6,1;-7,9;42,4;0
QP038024;10000;13110;18010;0,6;8030;9390;10650;11840;14580;16660;19400;23210;2,9;0,249;3,469;65,5;5,4;17,9;3;22,6;5,8;9,8;7;-9;46,9;0
QP038025;10800;13790;18330;0,5;8420;10320;11460;12570;15480;17390;19380;22370;2,7;0,217;2,979;60,8;5,5;24,7;3,7;19,8;6,1;8;5,7;-9;40,7;0
QP038026;10750;14200;19000;0,6;8510;10170;11190;12660;15800;17990;20070;23800;2,8;0,223;3,013;68,3;5,9;16,8;2,4;21,7;8,7;6,8;6,2;-9,2;40,3;0
QP039001;9500;12100;15200;0,5;7510;8840;10030;11190;13020;14220;16190;19210;2,6;0,221;3,098;46,1;6,4;25,5;2,4;32,4;7,2;16,3;8,9;-6,4;56,1;0
QP039002;10340;13130;17130;0,5;8100;9690;11040;12100;14320;15970;18100;21590;2,7;0,213;2,957;47;5,9;33,2;2,9;24,5;6,2;11,1;7,2;-7,6;45,7;0
QP039003;10830;13450;16340;0,4;8670;9990;11190;12500;14790;15830;17460;20180;2,3;0,204;2,855;59,9;8,1;22,1;2,2;23,7;8,1;8,3;7,3;-7,9;42,2;0
QP039004;10600;13220;17500;0,5;8320;10070;10900;12140;14570;16600;18570;22610;2,7;0,232;3,206;56,5;4,8;31,6;2,8;17,9;4,8;8;5,1;-8,8;42,7;0
QP040001;11360;14750;19760;0,6;8600;10560;12150;13650;16370;18550;21280;25740;3;0,259;3,703;56,8;6,4;29,8;8,2;17;2,1;9,2;5,7;-11,8;32,4;0
QP040002;10880;13630;17810;0,5;8760;10020;11400;12440;14940;16610;18710;22570;2,6;0,213;2,882;51,6;5,6;27,3;4,1;25,1;6,5;10,6;8;-8,1;41,8;0
QP040003;11950;14480;19800;0,5;9430;11060;12330;13350;15960;18490;21190;25990;2,8;0,238;3,183;52,2;4,7;32,5;8,4;18,5;4,2;8,5;5,8;-11,6;33,7;0
QP040004;10550;13080;16790;0,5;8670;9960;11170;12190;14400;15890;17660;20440;2,4;0,193;2,626;56,3;5,8;18;1,9;31,3;9,5;12,8;9;-7,5;45,6;0
QP040005;10510;13590;18090;0,6;8460;9980;10880;12370;15140;17310;19080;22970;2,7;0,235;3,213;64,2;6,3;20;3,6;21,8;6,2;9,4;6,2;-9,6;42,2;0
QP041001;9460;12220;15560;0,5;7640;8980;10110;11160;13310;14720;16650;19630;2,6;0,216;2,991;53,6;8,1;20,2;1,9;31,5;9,8;13,2;8,5;-7,2;54,2;0
QP041002;10080;12820;16030;0,5;8200;9470;10650;11780;13900;15350;16970;19540;2,4;0,195;2,683;55,8;8,3;24,1;1,9;25,4;6,5;11,8;7,1;-7,2;48,6;0
QP041003;8810;11640;16120;0,6;7210;8340;9290;10200;13020;15070;17360;20510;2,8;0,245;3,462;44,4;7,4;28,9;2,1;31,2;6,3;14,8;10,1;-6,6;55,5;0
QP042001;10510;13490;17140;0,5;8680;9780;11320;12370;14760;16260;17960;21160;2,4;0,198;2,668;50,2;5,7;29;3,4;24,9;5,5;11,6;7,8;-7,5;43,6;0
QP042002;11680;14420;18600;0,5;9230;10940;12200;13440;15570;17560;19600;22450;2,4;0,196;2,699;56,7;5,5;30,2;3,3;18,1;5,9;6,9;5,3;-8,3;33,8;0
QP042003;10140;13080;16330;0,5;8320;9480;10640;11730;14250;15330;17350;20310;2,4;0,201;2,72;50,8;6;28;2,8;25,5;8,7;8,9;7,9;-7,1;48,1;0
QP042004;10780;14030;17670;0,5;8780;10140;11300;12750;15250;16650;18930;21550;2,5;0,2;2,683;55,8;6,7;24,7;3,4;23,6;6,7;10,1;6,8;-7,5;39,5;0
QP042005;11570;14520;18390;0,5;9090;10870;12130;13270;15930;17430;19220;22090;2,4;0,196;2,704;55,2;5,4;28,3;3;21,6;6,8;7,9;6,9;-8,1;35,3;0
QP042006;10080;13060;16850;0,5;8120;9470;10640;12020;14410;15710;18190;21870;2,7;0,222;3,025;47,4;5;31,9;3,9;24,4;7;10,1;7,3;-7,6;46,4;0
QP042007;10890;13440;16980;0,5;8680;10100;11590;12590;14620;15950;18500;21700;2,5;0,199;2,717;54,3;7;25;2,5;25,2;8,1;9,2;7,9;-7;41;0
QP042008;10250;13620;17740;0,5;7570;9640;10810;12500;15350;17040;18770;21580;2,9;0,242;3,738;63,8;6,7;18,6;4,9;21,6;7,2;7,8;6,6;-8,9;41,3;0
QP042009;11300;14350;19590;0,6;8510;10420;11850;12830;16010;18050;20810;25130;3;0,251;3,575;59,1;5,1;28;5,1;18;5,3;7,1;5,6;-10,2;38,4;0
QP042010;10760;13540;17500;0,5;8660;9970;11420;12610;14750;16930;18870;23040;2,7;0,235;3,229;60,6;7,4;22,6;3,8;21,7;7,6;8,3;5,8;-8,7;41,3;0
QP042011;10450;13330;17430;0,5;8460;9840;11170;12120;15060;16620;18610;21650;2,6;0,214;2,948;51,3;5,2;31,5;3,4;22,2;7,6;8,4;6,2;-8,4;44,2;0
QP042012;9930;13160;17710;0,6;7460;9270;10560;11880;14530;16540;19310;23640;3,2;0,263;3,908;53,6;6;26,5;5,4;23,8;6,5;9,8;7,5;-9,3;46,5;0
QP042013;10430;13200;16490;0,5;8490;9840;11090;12100;14310;15630;17760;20920;2,5;0,204;2,835;52,5;6,5;28,1;2,5;24,4;8,3;9,5;6,6;-7,5;45,8;0
QP042014;10850;14530;20010;0,6;8470;10070;11530;12890;16540;18610;21580;26620;3,1;0,27;3,924;61,9;4,9;25,2;6,5;17,7;4,9;7,3;5,5;-11,3;38,8;0
QP042015;9770;12080;14620;0,4;7980;9120;10130;11000;12890;14000;15540;17740;2,2;0,186;2,553;45,8;6,7;20,8;2,4;36,8;12,1;14,3;10,4;-5,8;58,2;0
QP042016;10960;13940;18250;0,5;8530;10410;11380;12730;14970;16960;18930;21960;2,6;0,207;2,86;53,2;6;26;2,6;25,8;8;9,9;7,9;-7,6;39,8;0
QP042017;10280;12920;16460;0,5;8590;9570;10860;11920;14210;15640;17150;19700;2,3;0,19;2,577;37,4;6;41,5;3,2;24,3;5,5;10,3;8,5;-6,4;47,6;0
QP042018;9830;12040;16140;0,5;7570;9130;10220;10760;13420;15220;17700;20570;2,7;0,228;3,145;45,2;6,4;32,5;3,5;25,9;8,1;10,4;7,4;-7,1;57;0
QP042019;9920;12820;16650;0,5;8200;9490;10440;11640;13940;15550;17750;21880;2,7;0,227;3,091;45,9;5,4;33,5;4,6;23,7;7,2;9,3;7,2;-7,7;47,6;0
QP043001;10670;13280;17560;0,5;8160;10130;11140;12310;14510;16260;18250;21830;2,7;0,22;3,029;42,4;4,6;35,6;4,7;25,5;6,4;11,6;7,5;-8,2;44,5;0
QP043002;11170;13980;18490;0,5;9120;10620;11660;12830;15590;17360;20090;23940;2,6;0,211;2,758;54,4;5,8;27,5;3,9;23,3;6,2;10,5;6,6;-9,1;39,1;0
QP044001;10740;14120;18490;0,5;8690;10130;11450;12850;15640;17510;19770;23470;2,7;0,223;3,08;56,2;5,5;25,4;2,8;24,6;6,5;10,7;7,4;-9;38,9;0
QP044002;10150;12990;16860;0,5;8110;9330;10860;12060;14050;15820;18220;21510;2,7;0,222;3,108;52,6;7;26;2;27,1;5,8;12,9;8,4;-7,7;47,3;0
QP044003;10090;12990;17550;0,6;7940;9480;10880;12170;14500;16700;18720;22160;2,8;0,239;3,386;53,5;7,5;26,4;3,1;25,1;4,7;13,2;7,2;-8,1;46,7;0
QP044004;10230;12910;16220;0,5;8110;9460;10720;12090;13980;15310;17180;20530;2,5;0,221;2,975;45,5;5;29,5;3,1;28,6;7,7;12,5;8,4;-6,7;47,1;0
QP044005;10830;14280;19050;0,6;8620;10190;11580;12870;15890;17940;20400;24160;2,8;0,237;3,309;62,6;5,6;23,7;3,3;20,7;5,9;8,5;6,3;-10,3;38,1;0
QP044006;9970;12740;16540;0,5;8060;9380;10530;11640;13920;15640;17550;21350;2,7;0,223;3,089;61;7,2;15,7;1,8;29,7;8,1;12,4;9,2;-8,2;49,5;0
QP044007;10330;13300;16650;0,5;8220;9690;10920;12230;14340;15900;17750;20910;2,5;0,212;2,951;57,7;6,6;21;2,3;27,4;7,8;11,1;8,5;-8,4;44,4;0
QP044008;10350;13610;17390;0,5;8200;9810;11050;12330;14880;16410;18470;21570;2,6;0,215;3,019;64,6;7,1;16,8;2,3;25,1;6,3;11,3;7,5;-8,8;42,7;0
QP044009;9810;12810;16240;0,5;8000;9190;10610;11870;14030;15410;17180;19800;2,5;0,208;2,911;55,5;7,1;19,9;1,9;29,9;5,5;15;9,4;-7,2;48,6;0
QP044010;10510;13250;16780;0,5;8660;9990;11010;12280;14520;15620;17670;20120;2,3;0,194;2,697;60,2;6,9;18,6;1,8;27,5;5,7;13;8,8;-8,1;45,6;0
QP044011;10740;13660;17000;0,5;8880;10210;11290;12360;14990;16360;17530;20290;2,3;0,191;2,618;57,1;6;20;1,7;28,7;7,6;12;9,1;-7,5;42,2;0
QP044012;10870;13850;17630;0,5;8660;10150;11450;12700;15270;16580;18750;21490;2,5;0,211;2,87;62,7;6,6;19,9;2,5;23,9;6,2;10,5;7,2;-9;39,3;0
QP044013;10650;13700;17250;0,5;8410;10030;11210;12410;14850;16250;18400;22560;2,7;0,229;3,181;62,7;5,9;17,6;2,2;26,8;7,6;10,7;8,5;-9,3;43;0
QP044014;10110;12840;16680;0,5;8030;9470;10830;11870;13970;15740;17720;20940;2,6;0,218;3,036;58,6;6,9;18,9;2,3;28,3;6,7;12,9;8,7;-8,1;48,2;0
QP044015;10530;13150;16260;0,4;8670;10030;11020;12250;14300;15300;17420;20140;2,3;0,191;2,611;61,5;8,7;13,4;1,4;31;9,8;11,5;9,7;-7,3;44,3;0
QP044016;10490;13620;18590;0,6;8050;9500;11290;12380;15210;17000;20220;24430;3;0,262;3,847;64,9;5,5;20,3;2,6;21,9;5,9;9,3;6,7;-9,7;42,6;0
QP044017;10190;13090;16860;0,5;8470;9570;10770;11910;14390;16030;17940;21630;2,6;0,214;2,817;57,1;5,9;21;3,1;27,7;7,8;10,9;9;-8,9;46,1;0
QP044018;11410;14710;18700;0,5;8920;10440;11960;13250;16220;17680;19710;22950;2,6;0,21;2,906;59,5;6,1;25,6;2,8;21,3;5,7;8,9;6,7;-9,2;35;0
QP044019;9660;12040;14900;0,4;7930;9290;10200;11110;12830;14000;15990;18370;2,3;0,198;2,812;47,9;6,9;20,5;1,5;36,1;9,1;15,7;11,3;-6;58,1;0
QP045001;10960;13770;17570;0,5;8850;10230;11420;12690;15600;17020;18690;21510;2,4;0,204;2,798;65,2;7,7;21,7;2,2;19,8;5,9;7,7;6,2;-8,9;40;0
QP045002;10230;12910;17470;0,6;7980;9630;10820;11870;14500;16420;18340;20930;2,6;0,227;3,218;57,6;6,8;26,9;2;21,4;6,7;8,8;5,9;-7,9;46;0
QP045003;9780;12650;16120;0,5;7660;9210;10370;11580;13740;15210;17080;19890;2,6;0,214;2,988;53,2;8,3;21,4;2,3;30;7,7;13,1;9,2;-6,9;50;0
QP045004;10580;14010;17870;0,5;8080;9690;11270;12600;15390;17100;19160;22000;2,7;0,225;3,242;47;5,7;38,3;4,2;19,1;4,7;8,2;6,2;-8,6;40,7;0
QP045005;9710;12350;17100;0,6;7850;8990;10170;11240;14050;15780;18200;21150;2,7;0,221;2,98;55,5;7,2;20,1;2;29,7;8,9;12,1;8,7;-7,3;51,5;0
QP045006;10490;14160;18540;0,6;8620;9940;11140;12410;15460;17440;19550;22730;2,6;0,235;3,289;69,2;6,5;15,5;2,3;23;8,3;7,9;6,8;-10;41,6;0
QP045007;9900;12750;16400;0,5;8300;9330;10380;11530;13940;15480;17460;20690;2,5;0,215;2,884;67;7,7;14,3;2;26;7,7;9,9;8,4;-9,3;49,2;0
QP045008;11750;15740;20730;0,6;9330;10700;12310;13860;17360;19540;22120;26500;2,8;0,237;3,24;74,7;6,2;15,9;2,3;18;7,5;5,3;5,2;-10,9;32;0
QP045009;11280;13950;17310;0,4;8950;10900;11810;12990;15190;16600;18160;20850;2,3;0,185;2,548;65,6;7,4;18,5;1,5;22,7;9;6,3;7,4;-8,3;37,6;0
QP045010;10090;12740;16420;0,5;8000;9460;10650;11690;14050;15430;17560;20980;2,6;0,222;3,12;61,3;7,1;17,5;2;27,5;9,5;9,5;8,5;-8,3;49,5;0
QP045011;10480;13350;17550;0,5;8260;9820;11060;12240;14780;16560;18770;22580;2,7;0,238;3,324;60,5;6,9;24,6;3,3;20,7;6,8;8,1;5,8;-9,1;44,1;0
QP045012;10580;13360;17400;0,5;8570;10090;11280;12310;14660;16320;18540;21840;2,5;0,223;3,107;61,8;7,6;21,5;3,2;22,3;8;7,4;6,9;-8,8;43,7;0
QP045013;10610;13430;18100;0,6;8200;10160;11110;12190;15160;17070;18950;23390;2,9;0,247;3,413;69,2;6,6;14,4;3,6;22,6;8,2;7,2;7,2;-9,8;45,6;0
QP045014;9320;11820;15250;0,5;7040;8700;9810;10720;13060;14380;16280;19670;2,8;0,225;3,168;56,7;6,7;22,8;1,9;26,4;9,5;9;7,9;-7,8;57;0
QP045015;10800;13900;18230;0,5;9030;10290;11460;12770;15640;16940;19030;22670;2,5;0,21;2,796;57,3;6,6;28,6;2,3;20,5;7,3;6,9;6,3;-8,7;39,3;0
QP045016;9370;11680;14390;0,4;7760;8950;9860;10720;12600;13850;15480;17760;2,3;0,197;2,703;46,1;7,1;21,8;1,6;36;10,2;14,5;11,3;-5,5;60,3;0
QP045017;9780;13190;16450;0,5;7600;9330;10490;12170;14400;15690;17720;20170;2,7;0,212;2,992;58,4;8,4;20,8;1,4;26,7;6,8;11,9;8;-7,3;43,7;0
QP045018;10420;12780;16840;0,5;8240;9920;10840;11760;14270;15820;17420;19880;2,4;0,192;2,543;61,3;9,4;19,5;1,3;25,3;9,1;8,6;7,6;-7,4;48,8;0
QP045019;9920;12480;15650;0,5;7620;9290;10480;11250;13580;14640;17180;20270;2,7;0,222;3,21;58,5;10,5;20,4;1,6;26,5;7,5;10,4;8,6;-7;51,9;0
QP046001;10860;14550;19970;0,6;8210;10050;11400;12800;16270;19010;21700;25830;3,1;0,255;3,633;59,9;5;25,4;3,7;21,3;6,3;8,6;6,4;-10,3;38,8;0
QP047001;9680;11770;14750;0,4;8330;9360;10170;10950;12650;13790;15940;18950;2,3;0,203;2,753;49,7;6,6;19,6;2,2;35,1;12,1;12,4;10,6;-6,6;60;0
QP047002;9310;11450;14070;0,4;7870;8760;9500;10610;12580;13440;14860;18050;2,3;0,197;2,688;45;7,7;14,8;1,3;43,7;13,5;17,6;12,6;-4,8;62,2;0
QP047003;10650;14700;20910;0,7;7490;9710;11430;12900;16830;19160;23020;28080;3,7;0,299;4,754;64,8;4,8;20,8;6,6;19,8;2,6;10,7;6,5;-12;37,7;0
QP047004;10470;13250;17580;0,5;7720;9420;11120;12300;14590;16440;18700;22590;2,9;0,246;3,649;55,5;6,4;29,9;5,3;18,8;4,4;8,7;5,7;-9,5;44;0
QP047005;10220;13870;19050;0,6;7950;9560;11050;12460;15460;17490;20580;25650;3,2;0,296;4,449;56,1;6;28,9;7,3;19,5;2,9;10;6,6;-11,8;41,5;0
QP047006;10270;12710;16480;0,5;8670;9750;10790;11790;14180;15610;18340;22480;2,6;0,234;3,208;44,4;5,4;36,2;5;22,9;5,4;10,3;7,2;-8,5;49,9;0
