codgeo;libgeo;an;p_licsport014
200070118;CC Val de Saône Centre;2018;45,30
200070126;CC Seine et Aube;2018;42,10
200070142;CC Lyons Andelle;2018;59,70
200070159;CC Cœur de Beauce;2018;46,00
200070167;CC Terres de Perche;2018;41,80
200070183;CC des Terres du Val de Loire;2018;55,60
200070233;CC Terres-de-Montaigu, communauté de communes Montaigu-Rocheservière;2018;26,40
200070282;CC Lavalette Tude Dronne;2018;44,80
200070290;CC Coeur du Pays Haut;2018;38,80
200070308;CA Mâconnais Beaujolais Agglomération;2018;36,90
200070316;CC Entre Arroux, Loire et Somme;2018;45,90
200070324;CC du Territoire de Lunéville à Baccarat;2018;58,00
200070332;CC des Savoir-Faire;2018;55,00
200070340;CC Haute-Maurienne Vanoise;2018;55,90
200070365;CC Corbières Salanque Méditerranée;2018;43,20
200070373;CC Loir-Lucé-Bercé;2018;46,30
200070407;CA Pays d'Issoire;2018;51,20
200070431;CC Saint-Marcellin Vercors Isère Communauté;2018;51,60
200070449;CC Inter-Caux-Vexin;2018;45,60
200070464;CC Cœur de Maurienne Arvan;2018;61,40
200070506;CC Pays de Nexon Monts de Chalus;2018;54,80
200070514;CA du Grand Cognac;2018;62,60
200070530;CC du Grand Autunois Morvan;2018;55,30
200070548;CC La Clayette Chauffailles en Brionnais;2018;44,10
200070555;CC de la Veyle;2018;42,00
200070563;CC Terres Touloises;2018;54,00
200070571;CC Cœur de Berry;2018;41,80
200070589;CC de Seille et Grand Couronné;2018;50,50
200070647;CA Bergeracoise;2018;45,90
200070662;CC Bretagne porte de Loire Communauté;2018;46,90
200070670;CC du Pays de Dol et de la Baie du Mont Saint-Michel;2018;37,10
200070688;CC Couesnon Marches de Bretagne;2018;27,20
200070712;CC Thiers Dore et Montagne;2018;44,10
200070720;CC Médoc Atlantique;2018;66,00
200070738;CC Mad et Moselle;2018;45,50
200070746;CA Sarreguemines Confluences;2018;53,00
200070753;CA Riom Limagne et Volcans;2018;59,80
200070761;CC Ambert Livradois Forez;2018;46,60
200070779;CC Brie des Rivières et Châteaux;2018;58,60
200070787;CC du Plateau de Lannemezan;2018;53,10
200070795;CC du Pays de Trie et du Magnoac;2018;70,90
200070803;CC des Coteaux du Val-d'Arros;2018;64,20
200070811;CC Pyrénées Vallées des Gaves;2018;67,20
200070829;CC Neste Barousse;2018;65,90
200070845;CC Orne Lorraine Confluences;2018;41,70
200070852;CC Usses et Rhône;2018;55,60
200070894;CC de Gevrey-Chambertin et de Nuits-Saint-Georges;2018;58,30
200070902;CC Auxonne Pontailler Val de Saône;2018;45,40
200070910;CC Tille et Venelle;2018;43,80
200070928;CC Terre de Picardie;2018;58,00
200070936;CC Ponthieu-Marquenterre;2018;64,70
200070944;CC du Vimeu;2018;69,70
200070951;CC du Territoire Nord Picardie;2018;45,40
200070969;CC Avre Luce Noye;2018;59,60
200070977;CC du Grand Roye;2018;51,80
200070985;CC de l'Est de la Somme;2018;63,00
200070993;CA de la Baie de Somme;2018;55,10
200071017;CC des Terres d'Auxois;2018;51,20
200071025;CC Haute-Provence-Pays de Banon;2018;40,90
200071033;CC Jabron-Lure-Vançon-Durance;2018;41,90
200071041;CC du Chaourçois et du Val d'Armance;2018;38,90
200071058;CC Les Avant-Monts;2018;41,00
200071066;CA de Saint-Dié-des-Vosges;2018;64,20
200071074;CC Les Portes de l'Ile de France;2018;46,20
200071082;CA Montluçon Communauté;2018;50,70
200071116;CA ECLA  (Espace Communautaire Lons Agglomération);2018;77,60
200071140;CA Moulins Communauté;2018;51,20
200071157;CC des Hautes-Vosges;2018;51,60
200071165;CA Les Sables d'Olonne Agglomération;2018;26,30
200071173;CC du Pays Arnay Liernais;2018;47,30
200071181;CC Somme Sud-Ouest;2018;49,60
200071199;CC Plaine Limagne;2018;52,60
200071207;CC de Pouilly-en-Auxois/Bligny-sur-Ouche;2018;39,70
200071215;CC Chavanon Combrailles et Volcans;2018;52,20
200071223;CC Nièvre et Somme;2018;39,30
200071298;CC des Terres du Lauragais;2018;52,00
200071314;CC des Hauts Tolosans;2018;41,10
200071363;CA Vichy Communauté;2018;46,30
200071371;CC Bresse et Saône;2018;52,10
200071389;CC Saint-Pourçain Sioule Limagne;2018;47,50
200071405;CC Ardèche Rhône Coiron;2018;60,40
200071413;CA Privas Centre Ardèche;2018;73,40
200071454;CA Evreux Portes de Normandie;2018;42,20
200071470;CC Entr'Allier Besbre et Loire;2018;53,50
200071496;CC du Bocage Bourbonnais;2018;63,10
200071504;CC des Collines du Perche Normand;2018;37,60
200071512;CC Commentry Montmarault Néris Communauté;2018;56,30
200071520;CC Domfront Tinchebray Interco;2018;39,80
200071538;CC Terres de Bresse;2018;37,20
200071546;CC Sud Retz Atlantique;2018;40,00
200071553;CC Loire Layon Aubance;2018;44,00
200071579;CC Bresse Louhannaise Intercom';2018;35,80
200071587;CC Loches Sud Touraine;2018;44,60
200071595;CC Arbois, Poligny, Salins, Cœur du Jura;2018;64,00
200071629;CC Challans-Gois Communauté;2018;43,10
200071645;CC Saint Cyr Mère Boitier entre Charolais et Mâconnais;2018;31,20
200071652;CC du Pays Fertois et du Bocage Carrougien;2018;56,10
200071678;CA du Choletais;2018;39,80
200071751;CA du Bassin de Bourg-en-Bresse;2018;48,40
200071769;CC Picardie des Châteaux;2018;28,30
200071777;CC d'Arcis, Mailly, Ramerupt;2018;37,30
200071785;CA Chauny-Tergnier-La Fère;2018;34,70
200071819;CC du Périgord Nontronnais;2018;52,60
200071827;CA du Grand Angoulême;2018;60,40
200071843;CC du Vexin Normand;2018;39,00
200071850;CC du Pithiverais-Gâtinais;2018;51,40
200071868;CC des Vallées du Haut-Anjou;2018;40,10
200071876;CA Saumur Val de Loire;2018;34,50
200071884;CC Le Grand Charolais;2018;45,50
200071892;CA du Saint-Quentinois;2018;28,30
200071900;CC Vendée Grand Littoral;2018;45,20
200071918;CC du Pays de Saint-Fulgent - Les Essarts;2018;37,80
200071926;CC du Limouxin;2018;68,50
200071934;CC Pays de Fontenay-Vendée;2018;46,30
200071942;CC Haut Limousin en Marche;2018;60,00
200071967;CC Pays d'Évian Vallée d'Abondance;2018;50,60
200071983;CC Thiérache Sambre et Oise;2018;29,30
200071991;CC Retz-en-Valois;2018;39,70
200072007;CC de la Montagne d'Ardèche;2018;36,00
200072015;CA Annonay Rhône Agglo;2018;53,20
200072023;CC Cœur de Charente;2018;45,90
200072031;CA de la Région de Château-Thierry;2018;35,40
200072049;CC de Charente Limousine;2018;58,20
200072056;CC Porte du Jura;2018;36,20
200072064;CC Val-de-Cher-Controis;2018;46,20
200072072;CA Territoires Vendômois;2018;64,50
200072080;CC du Pays de Saint-Éloy;2018;32,70
200072098;CC Combrailles Sioule et Morge;2018;45,70
200072106;CC Adour Madiran;2018;44,80
200072130;CA du Pays de Meaux;2018;37,70
200072304;CC Vallée de l'Ubaye - Serre-Ponçon;2018;59,50
200072312;CA Seine Normandie Agglomération;2018;48,10
200072320;CC Val de Gers;2018;62,80
200072346;CA du Pays de Fontainebleau;2018;56,50
200072452;CA Fougères Agglomération;2018;40,20
200072460;CA de Béthune-Bruay, Artois-Lys Romane;2018;40,60
200072478;CC Pays d'Opale;2018;41,70
200072544;CC des Deux Morin;2018;53,60
200072635;CC Pyrénées Haut Garonnaises;2018;66,00
200072643;CC Cœur et Coteaux du Comminges;2018;50,70
200072650;CC Touraine Vallée de l'Indre;2018;72,30
200072668;CC Touraine Val de Vienne;2018;41,90
200072676;CC Maine Saosnois;2018;38,90
200072684;CC Le Gesnois Bilurien;2018;41,60
200072692;CC des Vallées de la Braye et de l'Anille;2018;47,00
200072700;CC Haute Sarthe Alpes Mancelles;2018;38,30
200072718;CC de la Champagne Conlinoise et du Pays de Sillé;2018;45,00
200072726;CC Châteaubriant-Derval;2018;53,60
200072734;CC Estuaire et Sillon;2018;54,90
200072825;CC Mirebellois et Fontenois;2018;69,00
200072874;CC Val Briard;2018;49,90
200072882;CC de Vie et Boulogne;2018;44,80
200072981;CC Touraine Ouest Val de Loire;2018;62,70
200072999;CC du Grand Langres;2018;43,10
200073013;CC Carnelle Pays-De-France;2018;50,00
200073096;CA Arche Agglo;2018;46,20
200073104;CC de l'Île-Rousse - Balagne;2018;50,50
200073112;CC Sud Sarthe;2018;37,40
200073120;CC Nebbiu - Conca d'Oro;2018;42,30
200073138;CC Pasquale Paoli;2018;37,50
200073146;CC Cagire Garonne Salat;2018;45,40
200073161;CC Touraine-Est Vallées;2018;60,50
200073237;CC de Gâtine et Choisilles - Pays de Racan;2018;63,80
200073245;CC du Bassin d'Aubenas;2018;42,60
200073252;CC de la Castagniccia-Casinca;2018;47,00
200073260;CC Sud Vendée Littoral;2018;38,40
200073344;CA Rambouillet Territoires;2018;79,80
200073393;CC des Rives du Haut-Allier;2018;54,90
200073401;CC Mézenc-Loire-Meygal;2018;65,80
200073419;CA du Puy-en-Velay;2018;52,30
200073427;CC Marches du Velay-Rochebaron;2018;56,20
200077014;CA Vienne Condrieu;2018;50,30
200083392;CA Laval Agglomération;2018;52,00
200084952;CU Le Havre Seine Métropole;2018;44,30
200085728;CC Brioude Sud Auvergne;2018;53,90
200085751;CC d'Entre Bièvre et Rhône;2018;38,30
200089456;CA Seine-Eure;2018;45,90
200090504;CA Coulommiers Pays de Brie;2018;40,40
200090561;CC Vierzon-Sologne-Berry;2018;52,90
200090579;CC Terre d'Émeraude Communauté;2018;59,10
200090751;CA Grand Calais Terres et Mers;2018;40,70
200093201;Métropole Européenne de Lille;2018;39,30
240100610;CC de la Côtière à Montluel;2018;51,40
240100750;CA du Pays de Gex;2018;48,30
240100800;CC de Miribel et du Plateau;2018;55,60
240100883;CC de la Plaine de l'Ain;2018;41,10
240100891;CC du Pays Bellegardien (CCPB);2018;39,80
240200444;CC de la Thiérache du Centre;2018;43,30
240200469;CC du Pays de la Serre;2018;34,10
240200477;CA GrandSoissons Agglomération;2018;39,60
240200493;CC du Pays du Vermandois;2018;29,40
240200501;CC du Val de l'Aisne;2018;31,90
240200519;CC du Canton d'Oulchy-le-Château;2018;34,40
240200576;CC de la Champagne Picarde;2018;44,90
240200584;CC du Canton de Charly-sur-Marne;2018;30,70
240200592;CC du Chemin des Dames;2018;42,00
240200600;CC des Trois Rivières;2018;26,50
240200634;CC des Portes de la Thiérache;2018;31,70
240300491;CC du Pays de Lapalisse;2018;44,70
240300558;CC du Pays de Tronçais;2018;86,20
240300566;CC du Val de Cher;2018;44,10
240300657;CC du Pays d'Huriel;2018;40,80
240400440;CC Pays Forcalquier et Montagne de Lure;2018;43,00
240500439;CC du Briançonnais;2018;61,90
240500462;CC du Pays des Ecrins;2018;61,80
240600551;CA de la Riviera Française;2018;47,10
240600585;CA de Sophia Antipolis;2018;62,90
240600593;CC du Pays des Paillons;2018;47,00
240700302;CC du Pays Beaume-Drobie;2018;40,70
240700617;CC Val de Ligne;2018;39,10
240700716;CC du Val d'Ay;2018;40,50
240700815;CC Berg et Coiron;2018;37,30
240700864;CC du Rhône aux Gorges de l'Ardèche;2018;55,80
240800821;CC Ardenne, Rives de Meuse;2018;39,50
240800847;CC des Portes du Luxembourg;2018;34,30
240800862;CC des Crêtes Préardennaises;2018;36,40
240800920;CC de l'Argonne Ardennaise;2018;44,90
240900431;CC du Pays de Tarascon;2018;79,20
240900464;CC du Pays d'Olmes;2018;44,30
241000223;CC Forêts, Lacs, Terres en Champagne;2018;48,00
241000405;CC de la Région de Bar-sur-Aube;2018;37,30
241000447;CC du Pays d'Othe;2018;37,50
241000488;CC de l'Orvin et de l'Ardusson;2018;32,50
241100593;CA Le Grand Narbonne;2018;47,00
241200187;CA Rodez Agglomération;2018;70,80
241200542;CC du Réquistanais;2018;47,90
241200567;CC de Millau Grands Causses;2018;57,20
241200625;CC du Pays Rignacois;2018;77,10
241200641;CC Conques-Marcillac;2018;73,70
241200658;CC du Pays de Salars;2018;74,00
241200674;CC du Plateau de Montbazens;2018;41,80
241200765;CC de Lévézou Pareloup;2018;47,10
241200807;CC Aveyron Bas Ségala Viaur;2018;52,70
241200906;CC Larzac et Vallées;2018;33,80
241200914;CC de la Muse et des Raspes du Tarn;2018;37,60
241300375;CC Vallée des Baux-Alpilles (CC VBA);2018;65,30
241300417;CA d'Arles-Crau-Camargue-Montagnette;2018;54,50
241400415;CC Cœur Côte Fleurie;2018;60,60
241400514;CC du Pays de Falaise;2018;42,90
241400555;CC de Bayeux Intercom;2018;41,90
241400860;CC Cœur de Nacre;2018;64,00
241400878;CC Terre d'Auge;2018;53,20
241500230;CA du Bassin d'Aurillac;2018;65,90
241500255;CC du Pays Gentiane;2018;68,70
241500271;CC du Pays de Mauriac;2018;75,80
241501055;CC Sumène - Artense;2018;55,10
241501089;CC Cère et Goul en Carladès;2018;61,70
241501139;CC du Pays de Salers;2018;62,40
241600303;CC du Rouillacais;2018;37,60
241700434;CA de la Rochelle;2018;54,00
241700459;CC de l'Île de Ré;2018;112,80
241700517;CC Cœur de Saintonge;2018;39,70
241700624;CC de l'Île d'Oléron;2018;63,80
241700632;CC de Gémozac et de la Saintonge Viticole;2018;42,40
241700640;CA Royan Atlantique;2018;66,40
241700699;CC du Bassin de Marennes;2018;58,90
241800374;CC La Septaine;2018;44,70
241800424;CC Le Dunois;2018;41,60
241800432;CC Les Trois Provinces;2018;54,00
241800457;CC Fercher Pays Florentais;2018;49,50
241800507;CA Bourges Plus;2018;50,90
241900133;CC de Ventadour - Egletons - Monédières;2018;49,30
241927201;CA Tulle Agglo;2018;73,80
241927243;CC du Pays d'Uzerche;2018;67,60
242000354;CA de Bastia;2018;40,10
242000495;CC de l'Alta Rocca;2018;44,80
242000503;CC Celavu-Prunelli;2018;63,60
242010056;CA du Pays Ajaccien;2018;54,20
242010130;CC du Sartenais Valinco Taravo;2018;70,20
242020071;CC du Centre Corse;2018;38,70
242020105;CC de Calvi Balagne;2018;54,40
242100154;CC des Vallées de la Tille et de l'Ignon;2018;47,50
242100410;Dijon Métropole;2018;52,40
242101434;CC du Pays Châtillonnais;2018;43,90
242101442;CC de Saulieu;2018;49,50
242101459;CC du Pays d'Alésia et de la Seine;2018;37,10
242101491;CC du Montbardois;2018;54,00
242101509;CC Rives de Saône;2018;39,80
242200715;CC du Kreiz-Breizh (CCKB);2018;37,90
242300135;CC du Pays Sostranien;2018;79,60
242320000;CC de Bénévent Grand Bourg;2018;85,40
242320109;CC du Pays Dunois;2018;45,40
242400752;CC Périgord-Limousin;2018;55,80
242400935;CC du Pays de Saint-Aulaye;2018;35,10
242401024;CC Isle-Loue-Auvézère en Périgord;2018;56,00
242500320;CC de Montbenoît;2018;40,70
242500338;CC du Grand Pontarlier;2018;68,50
242500361;CU Grand Besançon Métropole;2018;51,10
242504116;CC du Val de Morteau;2018;63,70
242504181;CC des Portes du Haut-Doubs;2018;54,70
242504355;CC du Plateau de Russey;2018;61,10
242504371;CC du Pays de Sancey-Belleherbe;2018;38,80
242504447;CC du Doubs Baumois;2018;89,90
242504488;CC Altitude 800;2018;49,60
242504496;CC du Plateau de Frasne et du Val de Drugeon (CFD);2018;56,10
242600252;CC du Val de Drôme en Biovallée;2018;43,30
242600492;CC Dieulefit-Bourdeaux;2018;46,40
242600534;CC du Diois;2018;49,00
242700276;CC du Pays de Conches;2018;55,90
242700607;CC du Pays du Neubourg;2018;53,00
242852465;CC du Bonnevalais;2018;45,90
242900074;CC du Pays d'Iroise;2018;56,60
242900314;Brest Métropole;2018;52,60
242900553;CC du Pays des Abers;2018;64,10
242900561;CC de Haute-Cornouaille;2018;34,00
242900629;CC Cap Sizun - Pointe du Raz;2018;37,10
242900645;CC Douarnenez Communauté;2018;42,00
242900660;CC du Pays Fouesnantais;2018;51,40
242900694;CA Quimperlé Communauté;2018;44,80
242900702;CC du Pays Bigouden Sud;2018;55,40
242900710;CC du Haut Pays Bigouden;2018;42,50
242900744;CC Poher communauté;2018;41,70
242900751;CC du Pays de Landivisiau;2018;49,30
242900769;CA Concarneau Cornouaille Agglomération;2018;48,90
242900793;CC Communauté Lesneven Côte des Légendes;2018;54,80
242900801;CC du Pays de Landerneau-Daoulas;2018;54,60
242900835;CA Morlaix Communauté;2018;49,20
243000270;CC du Pays Viganais;2018;50,90
243000296;CC du Pays de Sommières;2018;39,70
243000569;CC Rhony, Vistre, Vidourle;2018;49,50
243000585;CC Beaucaire Terre d'Argence;2018;46,40
243000593;CC de Petite Camargue;2018;49,90
243000643;CA de Nîmes Métropole;2018;41,70
243000650;CC Terre de Camargue;2018;46,80
243000684;CC du Pont du Gard;2018;57,80
243100518;Toulouse Métropole;2018;44,50
243100567;CC Lauragais Revel Sorezois;2018;52,00
243100633;CA du Sicoval;2018;47,90
243100732;CC des Coteaux du Girou;2018;50,50
243100773;CC de Val'Aïgo;2018;44,10
243100781;CC de la Save au Touch;2018;51,50
243100815;CC des Coteaux Bellevue;2018;54,50
243200391;CC de la Lomagne Gersoise;2018;55,50
243200409;CC du Bas Armagnac;2018;45,60
243200417;CC de la Tenarèze;2018;74,80
243200425;CC Cœur d'Astarac en Gascogne;2018;68,00
243200458;CC du Grand Armagnac;2018;86,20
243200508;CC Bastides et Vallons du Gers;2018;50,60
243200599;CC du Saves;2018;70,80
243200607;CC Artagnan de Fezensac;2018;75,90
243300316;Bordeaux Métropole;2018;49,30
243300563;CA Bassin d'Arcachon Sud-Pôle Atlantique (COBAS);2018;63,60
243300811;CC de l'Estuaire;2018;36,60
243301165;CC Jalle-Eau-Bourde;2018;65,40
243301181;CC Latitude Nord Gironde;2018;34,30
243301215;CC du Créonnais;2018;46,50
243301223;CC du Grand Cubzaguais;2018;43,20
243301249;CC du Secteur de Saint-Loubès;2018;50,50
243301264;CC de Montesquieu;2018;59,00
243301355;CC des Coteaux Bordelais;2018;46,50
243301371;CC du Pays Foyen;2018;44,80
243301389;CC Médullienne;2018;51,70
243301397;CC du Fronsadais;2018;39,90
243301405;CC du Val de l'Eyre;2018;56,40
243301439;CC des Portes de l'Entre-deux-Mers;2018;52,40
243301447;CC Médoc Estuaire;2018;49,50
243301454;CC Castillon/Pujols;2018;50,40
243301504;CA du Bassin d'Arcachon Nord;2018;71,70
243400017;Montpellier Méditerranée Métropole;2018;48,20
243400355;CC du Clermontais;2018;49,80
243400470;CA du Pays de l'Or;2018;54,20
243400488;CC La Domitienne;2018;51,10
243400520;CC du Pays de Lunel;2018;41,40
243400694;CC Vallée de l'Hérault;2018;48,20
243400736;CC des Cévennes Gangeoises et Suménoises;2018;39,90
243400769;CA de Béziers-Méditerranée;2018;41,00
243400819;CA Hérault-Méditerranée;2018;44,00
243500139;Rennes Métropole;2018;45,40
243500550;CC Montfort Communauté;2018;42,30
243500618;CC de Brocéliande;2018;38,00
243500634;CC Roche aux Fées Communauté;2018;40,80
243500659;CC Pays de Châteaugiron Communauté;2018;58,20
243500667;CC du Val d'Ille-Aubigné;2018;50,50
243500725;CC Côte d'Émeraude;2018;89,20
243500733;CC Bretagne Romantique;2018;36,60
243500741;CA Redon Agglomération;2018;41,00
243500774;CC Liffré-Cormier Communauté;2018;49,10
243500782;CA du Pays de Saint Malo Agglomération;2018;47,00
243600202;CC Chabris - Pays de Bazelle;2018;35,70
243600236;CC du Pays d'Issoudun;2018;48,40
243600293;CC de la Région de Levroux;2018;61,30
243600301;CC Val de l'Indre - Brenne;2018;46,00
243600319;CC Brenne - Val de Creuse;2018;44,70
243600327;CA Châteauroux Métropole;2018;52,10
243600343;CC Cœur de Brenne;2018;52,00
243600350;CC de la Châtre et Sainte-Sévère;2018;55,50
243700499;CC du Castelrenaudais;2018;46,00
243700754;Tours Métropole Val de Loire;2018;49,10
243700820;CC de Bléré Val de Cher;2018;67,40
243800604;CA Porte de l'Isère (C.A.P.I);2018;40,60
243800745;CC de l'Oisans;2018;63,20
243800935;CC Lyon Saint Exupéry en Dauphiné;2018;31,10
243800984;CA du Pays Voironnais;2018;55,50
243801024;CC du Massif du Vercors;2018;75,80
243801073;CC de Bièvre Est;2018;48,40
243801255;CC des Collines du Nord Dauphiné;2018;45,70
243900354;CC de la Station des Rousses-Haut Jura;2018;92,40
243900420;CC du Val d'Amour;2018;64,40
243900479;CC du Haut-Jura - ARCADE;2018;58,50
243900560;CC Jura Nord;2018;62,20
243900610;CC La Grandvallière;2018;63,10
243901089;CC de la Plaine Jurassienne;2018;48,60
244000543;CC de Mimizan;2018;61,30
244000659;CC du Seignanx;2018;74,40
244000675;CA du Grand Dax;2018;71,00
244000691;CC du Pays Morcenais;2018;66,90
244000766;CC du Pays Tarusate;2018;81,00
244000774;CC du Pays de Villeneuve en Armagnac Landais;2018;50,90
244000808;CA Mont-de-Marsan Agglomération;2018;61,20
244000824;CC du Pays Grenadois;2018;65,00
244000857;CC Côte Landes Nature;2018;124,50
244000865;CC Maremne Adour Côte Sud;2018;78,80
244000873;CC des Grands Lacs;2018;62,40
244000881;CC Coteaux et Vallées des Luys;2018;63,20
244100293;CC des Collines du Perche;2018;62,80
244100780;CC de la Sologne des Étangs;2018;52,00
244100798;CC du Grand Chambord;2018;59,20
244100806;CC de la Sologne des Rivières;2018;45,90
244200614;CC des Vals d'Aix et Isable;2018;68,70
244200622;CC des Monts du Pilat;2018;56,70
244200630;CC du Pays entre Loire et Rhône;2018;67,80
244200770;Saint-Etienne Métropole;2018;50,30
244200820;CC du Pays d'Urfé;2018;52,90
244200895;CC du Pilat Rhodanien;2018;48,30
244300307;CC du Pays de Montfaucon;2018;42,20
244301016;CC des Sucs;2018;54,60
244301099;CC Auzon Communauté;2018;34,30
244301107;CC du Haut-Lignon;2018;48,10
244301123;CC des Pays de Cayres et de Pradelles;2018;48,10
244301131;CC Loire et Semène;2018;60,40
244400404;Nantes Métropole;2018;53,90
244400438;CC de Grand Lieu;2018;48,70
244400453;CC de la Région de Blain;2018;46,70
244400503;CC d'Erdre et Gesvres;2018;47,80
244400537;CC de Nozay;2018;37,00
244400552;CC du Pays d'Ancenis;2018;36,40
244400586;CC du Sud-Estuaire;2018;50,50
244400610;CA de la Presqu'île de Guérande Atlantique (Cap Atlantique);2018;78,10
244400644;CA de la Région Nazairienne et de l'Estuaire (CARENE);2018;67,80
244500203;CA Montargoise et Rives du Loing (A.M.E.);2018;39,50
244500211;CC Giennoises;2018;48,80
244500419;CC des Quatre Vallées;2018;44,40
244500427;CC des Loges;2018;61,60
244500468;Orléans Métropole;2018;45,80
244500484;CC de la Forêt;2018;60,20
244500542;CC de la Plaine du Nord Loiret;2018;52,70
244600433;CC de la Vallée du Lot et du Vignoble;2018;60,20
244600482;CC Quercy - Bouriane;2018;51,00
244600532;CC du Pays de Lalbenque-Limogne;2018;68,10
244600573;CC du Causse de Labastide-Murat;2018;45,00
244700449;CC du Pays de Duras;2018;79,60
244700464;CC du Pays de Lauzun;2018;50,90
244701355;CC des Coteaux et Landes de Gascogne;2018;64,90
244701405;CC Lot et Tolzac;2018;53,90
244800405;CC Cœur de Lozère;2018;90,60
244800470;CC du Gévaudan;2018;84,90
244900015;CU Angers Loire Métropole;2018;43,20
244900809;CC Anjou Bleu Communauté;2018;42,70
244900882;CC Baugeois Vallée;2018;39,00
245100615;CC de la Grande Vallée de la Marne;2018;41,20
245100888;CC de la Brie Champenoise;2018;36,50
245100979;CC du Sud Marnais;2018;39,30
245200597;CC des Trois Forêts;2018;33,30
245300223;CC du Pays de Meslay-Grez;2018;47,20
245300355;CC de l'Ernée;2018;65,80
245300389;CC du Bocage Mayennais;2018;67,70
245300447;CC du Pays de Château-Gontier;2018;37,50
245400171;CC Moselle et Madon;2018;84,20
245400189;CC des Pays du Sel et du Vermois;2018;53,80
245400262;CA de Longwy;2018;47,50
245400510;CC du Pays de Colombey et du Sud Toulois;2018;64,10
245400601;CC du Bassin de Pompey;2018;63,20
245400676;Métropole du Grand Nancy;2018;49,10
245400759;CC du Pays du Sanon;2018;91,40
245500327;CC du Sammiellois;2018;103,70
245501176;CC du Territoire de Fresnes-en-Woëvre;2018;44,80
245501184;CC du Pays de Revigny-sur-Ornain;2018;63,80
245501242;CC du Pays d'Étain;2018;60,70
245501259;CC du Pays de Montmédy;2018;32,20
245600440;CC de Blavet Bellevue Océan;2018;48,40
245600465;CC de Belle-Île-en-Mer;2018;37,60
245614383;CC Questembert Communauté;2018;49,00
245614417;CC Roi Morvan Communauté;2018;78,90
245614433;CC Pontivy Communauté;2018;49,40
245700133;CC du District Urbain de Faulquemont (DUF);2018;65,30
245700372;CA de Forbach Porte de France;2018;50,90
245700398;CC de Freyming-Merlebach;2018;47,40
245700695;CC de Cattenom et Environs;2018;79,00
245700950;CC du Pays de Phalsbourg;2018;53,40
245701164;CC du Warndt;2018;57,90
245701206;CC du Saulnois;2018;46,30
245701222;CA du Val de Fensch;2018;51,20
245701271;CC du Pays Orne Moselle;2018;48,40
245701354;CC de l'Arc Mosellan;2018;66,40
245701362;CA Portes de France-Thionville;2018;61,40
245701404;CC du Pays Haut Val d'Alzette;2018;56,30
245801063;CC Loire et Allier;2018;60,10
245804406;CA de Nevers;2018;57,40
245804497;CC du Nivernais Bourbonnais;2018;47,90
245900428;CU de Dunkerque;2018;51,90
245900758;CC Flandre Lys;2018;61,10
245901038;CC du Pays Solesmois;2018;36,00
245901152;CC Cœur d'Ostrevent;2018;41,30
245901160;CA Valenciennes Métropole;2018;40,30
246000129;CC du Liancourtois;2018;42,00
246000376;CC du Clermontois;2018;40,30
246000566;CC du Plateau Picard;2018;43,90
246000582;CC des Sablons;2018;36,40
246000707;CC du Vexin-Thelle;2018;56,60
246000749;CC des Lisières de l'Oise;2018;38,90
246000756;CC du Pays Noyonnais;2018;42,30
246000764;CC de l'Aire Cantilienne;2018;69,10
246000772;CC des Deux Vallées;2018;41,70
246000848;CC de la Picardie Verte;2018;39,50
246000855;CC du Pays des Sources;2018;43,90
246000871;CC du Pays de Valois;2018;45,00
246000897;CC de la Plaine d'Estrées;2018;44,40
246000913;CC du Pays de Bray;2018;57,90
246000921;CC des Pays d'Oise et d'Halatte;2018;47,00
246100390;CC du Val d'Orne;2018;35,00
246100663;CU d'Alençon;2018;49,90
246200299;CA d'Hénin-Carvin;2018;40,80
246200364;CA de Lens - Liévin;2018;36,50
246200380;CC de la Terre des Deux Caps;2018;46,20
246200729;CA du Boulonnais;2018;39,70
246200844;CC de la Région d'Audruicq;2018;44,30
246201016;CC du Pays de Lumbres;2018;34,80
246300701;Clermont Auvergne Métropole;2018;60,70
246300966;CC du Massif du Sancy;2018;55,40
246301097;CC Entre Dore et Allier;2018;52,90
246400337;CC de la Vallée d'Ossau;2018;87,50
246401756;CC Pays de Nay;2018;60,60
246500482;CC de la Haute-Bigorre;2018;66,70
246500573;CC Aure-Louron;2018;59,30
246600282;CC Sud-Roussillon;2018;65,20
246600373;CC du Vallespir;2018;59,20
246600399;CC Pyrénées Cerdagne;2018;61,50
246600415;CC Roussillon-Conflent;2018;48,10
246600423;CC Agly Fenouillèdes;2018;56,60
246600449;CC des Aspres;2018;62,40
246600464;CC Pyrénées catalanes;2018;96,40
246600548;CC du Haut Vallespir;2018;65,00
246700306;CC de la Vallée de la Bruche;2018;52,60
246700488;Eurométropole de Strasbourg;2018;44,30
246700744;CC des Portes de Rosheim;2018;58,80
246700777;CC de la Vallée de Villé;2018;55,40
246700843;CC de la Basse-Zorn;2018;59,50
246700926;CC du Pays de Wissembourg;2018;44,70
246700959;CC du Pays de la Zorn;2018;55,00
246700967;CC de Sélestat;2018;54,70
246701064;CC de la Région de Molsheim-Mutzig;2018;52,00
246701080;CC du Pays de Sainte-Odile;2018;56,30
246701098;CC du Pays de Niederbronn-les-Bains;2018;42,50
246800205;CC de la Vallée de Saint-Amarin;2018;54,00
246800395;CC du Val d'Argent;2018;38,90
246800445;CC du Centre du Haut-Rhin;2018;61,10
